#CODEVALUEMODEL=CodeValueIcd9|CODESYSTEMID=2.16.840.1.113883.6.103|CODESYSTEMNAME=ICD9DIAG|CODESYSTEMDISPLAYNAME=ICD9DIAG|VERSION=2013|DESCRIPTION=ICD9DIAG|LANGUAGE=it|AUTHORITYNAME=Insiel Mercato|AUTHORITYDESCRIPTION=Insiel Mercato|AUTHORITYCONTACTINFORMATION=Insiel Mercato|VALIDFROM=23/01/2013 10:03
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|TRANSLATION[it]|CODE EQUIVALENT [T]|CODE EQUIVALENT [S]|VALID FROM|VALID TO
673.11|673.11|EMBOLIA DA LIQUIDO AMNIOTICO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|EMBOLIA DA LIQUIDO AMNIOTICO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|C|0|EMBOLIA DA LIQUIDO AMNIOTICO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|||12/12/2013 12:15|
673.12|673.12|EMBOLIA DA LIQUIDO AMNIOTICO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|EMBOLIA DA LIQUIDO AMNIOTICO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|C|0|EMBOLIA DA LIQUIDO AMNIOTICO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|||12/12/2013 12:15|
673.13|673.13|EMBOLIA DA LIQUIDO AMNIOTICO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|EMBOLIA DA LIQUIDO AMNIOTICO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|C|0|EMBOLIA DA LIQUIDO AMNIOTICO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|||12/12/2013 12:15|
673.14|673.14|EMBOLIA DA LIQUIDO AMNIOTICO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|EMBOLIA DA LIQUIDO AMNIOTICO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|C|0|EMBOLIA DA LIQUIDO AMNIOTICO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|||12/12/2013 12:15|
DEPRECATED.673.2|673.2|EMBOLIA COAG SANG OSTET|EMBOLIA COAG SANG OSTET|C|0|EMBOLIA COAG SANG OSTET|||12/12/2013 12:15|
673.20|673.20|EMBOLIA OSTETRICA DA COAGULO SANGUIGNO,EPISODIO DI ASSISTENZA NON SPECIFICATO|EMBOLIA OSTETRICA DA COAGULO SANGUIGNO,EPISODIO DI ASSISTENZA NON SPECIFICATO|C|0|EMBOLIA OSTETRICA DA COAGULO SANGUIGNO,EPISODIO DI ASSISTENZA NON SPECIFICATO|||12/12/2013 12:15|
673.21|673.21|EMBOLIA OSTETRICA DA COAGULO SANGUIGNO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|EMBOLIA OSTETRICA DA COAGULO SANGUIGNO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|C|0|EMBOLIA OSTETRICA DA COAGULO SANGUIGNO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|||12/12/2013 12:15|
673.22|673.22|EMBOLIA OSTETRICA DA COAGULO SANGUIGNO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|EMBOLIA OSTETRICA DA COAGULO SANGUIGNO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|C|0|EMBOLIA OSTETRICA DA COAGULO SANGUIGNO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|||12/12/2013 12:15|
673.23|673.23|EMBOLIA OSTETRICA DA COAGULO SANGUIGNO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|EMBOLIA OSTETRICA DA COAGULO SANGUIGNO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|C|0|EMBOLIA OSTETRICA DA COAGULO SANGUIGNO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|||12/12/2013 12:15|
673.24|673.24|EMBOLIA OSTETRICA DA COAGULO SANGUIGNO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|EMBOLIA OSTETRICA DA COAGULO SANGUIGNO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|C|0|EMBOLIA OSTETRICA DA COAGULO SANGUIGNO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|||12/12/2013 12:15|
DEPRECATED.673.3|673.3|EMBOLIA OST PIEM/SETTIC|EMBOLIA OST PIEM/SETTIC|C|0|EMBOLIA OST PIEM/SETTIC|||12/12/2013 12:15|
673.30|673.30|PIEMIA OSTETRICA ED EMBOLIA SETTICA,EPISODIO DI ASSISTENZA NON SPECIFICATO|PIEMIA OSTETRICA ED EMBOLIA SETTICA,EPISODIO DI ASSISTENZA NON SPECIFICATO|C|0|PIEMIA OSTETRICA ED EMBOLIA SETTICA,EPISODIO DI ASSISTENZA NON SPECIFICATO|||12/12/2013 12:15|
673.31|673.31|PIEMIA OSTETRICA ED EMBOLIA SETTICA,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|PIEMIA OSTETRICA ED EMBOLIA SETTICA,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|C|0|PIEMIA OSTETRICA ED EMBOLIA SETTICA,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|||12/12/2013 12:15|
673.32|673.32|PIEMIA OSTETRICA ED EMBOLIA SETTICA,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|PIEMIA OSTETRICA ED EMBOLIA SETTICA,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|C|0|PIEMIA OSTETRICA ED EMBOLIA SETTICA,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|||12/12/2013 12:15|
673.33|673.33|PIEMIA OSTETRICA ED EMBOLIA SETTICA,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|PIEMIA OSTETRICA ED EMBOLIA SETTICA,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|C|0|PIEMIA OSTETRICA ED EMBOLIA SETTICA,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|||12/12/2013 12:15|
673.34|673.34|PIEMIA OSTETRICA ED EMBOLIA SETTICA,CONDIZIONE O COMPLICAZIONE POSTPARTUM|PIEMIA OSTETRICA ED EMBOLIA SETTICA,CONDIZIONE O COMPLICAZIONE POSTPARTUM|C|0|PIEMIA OSTETRICA ED EMBOLIA SETTICA,CONDIZIONE O COMPLICAZIONE POSTPARTUM|||12/12/2013 12:15|
DEPRECATED.673.8|673.8|EMBOLIA POLM OST NAS|EMBOLIA POLM OST NAS|C|0|EMBOLIA POLM OST NAS|||12/12/2013 12:15|
673.80|673.80|ALTRA EMBOLIA POLMONARE,EPISODIO DI ASSISTENZA NON SPECIFICATO|ALTRA EMBOLIA POLMONARE,EPISODIO DI ASSISTENZA NON SPECIFICATO|C|0|ALTRA EMBOLIA POLMONARE,EPISODIO DI ASSISTENZA NON SPECIFICATO|||12/12/2013 12:15|
673.81|673.81|ALTRA EMBOLIA POLMONARE,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|ALTRA EMBOLIA POLMONARE,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|C|0|ALTRA EMBOLIA POLMONARE,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|||12/12/2013 12:15|
673.82|673.82|ALTRA EMBOLIA POLMONARE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|ALTRA EMBOLIA POLMONARE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|C|0|ALTRA EMBOLIA POLMONARE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|||12/12/2013 12:15|
673.83|673.83|ALTRA EMBOLIA POLMONARE,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|ALTRA EMBOLIA POLMONARE,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|C|0|ALTRA EMBOLIA POLMONARE,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|||12/12/2013 12:15|
673.84|673.84|ALTRA EMBOLIA POLMONARE,CONDIZIONE O COMPLICAZIONE POSTPARTUM|ALTRA EMBOLIA POLMONARE,CONDIZIONE O COMPLICAZIONE POSTPARTUM|C|0|ALTRA EMBOLIA POLMONARE,CONDIZIONE O COMPLICAZIONE POSTPARTUM|||12/12/2013 12:15|
DEPRECATED.674|674|COMPL PUERPERALI NAS/SAI|COMPL PUERPERALI NAS/SAI|C|0|COMPL PUERPERALI NAS/SAI|||12/12/2013 12:15|
DEPRECATED.674.0|674.0|DIS CEREBROVASC PUERPER|DIS CEREBROVASC PUERPER|C|0|DIS CEREBROVASC PUERPER|||12/12/2013 12:15|
674.00|674.00|DISTURBI CEREBROVASCOLARI NEL PUERPERIO,EPISODIO DI ASSISTENZA NON SPECIFICATO|DISTURBI CEREBROVASCOLARI NEL PUERPERIO,EPISODIO DI ASSISTENZA NON SPECIFICATO|C|0|DISTURBI CEREBROVASCOLARI NEL PUERPERIO,EPISODIO DI ASSISTENZA NON SPECIFICATO|||12/12/2013 12:15|
674.01|674.01|DISTURBI CEREBROVASCOLARI NEL PUERPERIO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|DISTURBI CEREBROVASCOLARI NEL PUERPERIO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|C|0|DISTURBI CEREBROVASCOLARI NEL PUERPERIO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|||12/12/2013 12:15|
674.02|674.02|DISTURBI CEREBROVASCOLARI NEL PUERPERIO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|DISTURBI CEREBROVASCOLARI NEL PUERPERIO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|C|0|DISTURBI CEREBROVASCOLARI NEL PUERPERIO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|||12/12/2013 12:15|
674.03|674.03|DISTURBI CEREBROVASCOLARI NEL PUERPERIO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|DISTURBI CEREBROVASCOLARI NEL PUERPERIO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|C|0|DISTURBI CEREBROVASCOLARI NEL PUERPERIO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|||12/12/2013 12:15|
674.04|674.04|DISTURBI CEREBROVASCOLARI NEL PUERPERIO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|DISTURBI CEREBROVASCOLARI NEL PUERPERIO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|C|0|DISTURBI CEREBROVASCOLARI NEL PUERPERIO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|||12/12/2013 12:15|
DEPRECATED.674.1|674.1|DEISCENZ TAGLIO CESAREO|DEISCENZ TAGLIO CESAREO|C|0|DEISCENZ TAGLIO CESAREO|||12/12/2013 12:15|
674.10|674.10|RIAPERTURA DI SUTURA DI CESAREO,EPISODIO DI ASSISTENZA NON SPECIFICATO|RIAPERTURA DI SUTURA DI CESAREO,EPISODIO DI ASSISTENZA NON SPECIFICATO|C|0|RIAPERTURA DI SUTURA DI CESAREO,EPISODIO DI ASSISTENZA NON SPECIFICATO|||12/12/2013 12:15|
674.12|674.12|RIAPERTURA DI SUTURA DI CESAREO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|RIAPERTURA DI SUTURA DI CESAREO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|C|0|RIAPERTURA DI SUTURA DI CESAREO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|||12/12/2013 12:15|
674.14|674.14|RIAPERTURA DI SUTURA DI CESAREO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|RIAPERTURA DI SUTURA DI CESAREO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|C|0|RIAPERTURA DI SUTURA DI CESAREO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|||12/12/2013 12:15|
DEPRECATED.674.2|674.2|DEISC TAGLIO PERINEALE|DEISC TAGLIO PERINEALE|C|0|DEISC TAGLIO PERINEALE|||12/12/2013 12:15|
674.20|674.20|RIAPERTURA DELLA SUTURA PERINEALE,EPISODIO DI ASSISTENZA NON SPECIFICATO|RIAPERTURA DELLA SUTURA PERINEALE,EPISODIO DI ASSISTENZA NON SPECIFICATO|C|0|RIAPERTURA DELLA SUTURA PERINEALE,EPISODIO DI ASSISTENZA NON SPECIFICATO|||12/12/2013 12:15|
674.22|674.22|RIAPERTURA DELLA SUTURA PERINEALE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|RIAPERTURA DELLA SUTURA PERINEALE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|C|0|RIAPERTURA DELLA SUTURA PERINEALE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|||12/12/2013 12:15|
674.24|674.24|RIAPERTURA DELLA SUTURA PERINEALE,CONDIZIONE O COMPLICAZIONE POSTPARTUM|RIAPERTURA DELLA SUTURA PERINEALE,CONDIZIONE O COMPLICAZIONE POSTPARTUM|C|0|RIAPERTURA DELLA SUTURA PERINEALE,CONDIZIONE O COMPLICAZIONE POSTPARTUM|||12/12/2013 12:15|
DEPRECATED.674.3|674.3|ALTR COMPL FER CHIR OST|ALTR COMPL FER CHIR OST|C|0|ALTR COMPL FER CHIR OST|||12/12/2013 12:15|
674.30|674.30|ALTRE COMPLICAZIONI DI SUTURE CHIRURGICHE OSTETRICHE,EPISODIO DI ASSISTENZA NON SPECIFICATO|ALTRE COMPLICAZIONI DI SUTURE CHIRURGICHE OSTETRICHE,EPISODIO DI ASSISTENZA NON SPECIFICATO|C|0|ALTRE COMPLICAZIONI DI SUTURE CHIRURGICHE OSTETRICHE,EPISODIO DI ASSISTENZA NON SPECIFICATO|||12/12/2013 12:15|
674.32|674.32|ALTRE COMPLICAZIONI DI SUTURE CHIRURGICHE OSTETRICHE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|ALTRE COMPLICAZIONI DI SUTURE CHIRURGICHE OSTETRICHE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|C|0|ALTRE COMPLICAZIONI DI SUTURE CHIRURGICHE OSTETRICHE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|||12/12/2013 12:15|
674.34|674.34|ALTRE COMPLICAZIONI DI SUTURE CHIRURGICHE OSTETRICHE,CONDIZIONE O COMPLICAZIONE POSTPARTUM|ALTRE COMPLICAZIONI DI SUTURE CHIRURGICHE OSTETRICHE,CONDIZIONE O COMPLICAZIONE POSTPARTUM|C|0|ALTRE COMPLICAZIONI DI SUTURE CHIRURGICHE OSTETRICHE,CONDIZIONE O COMPLICAZIONE POSTPARTUM|||12/12/2013 12:15|
DEPRECATED.674.4|674.4|POLIPO PLACENTARE|POLIPO PLACENTARE|C|0|POLIPO PLACENTARE|||12/12/2013 12:15|
674.40|674.40|POLIPO PLACENTARE,EPISODIO DI ASSISTENZA NON SPECIFICATO|POLIPO PLACENTARE,EPISODIO DI ASSISTENZA NON SPECIFICATO|C|0|POLIPO PLACENTARE,EPISODIO DI ASSISTENZA NON SPECIFICATO|||12/12/2013 12:15|
674.42|674.42|POLIPO PLACENTARE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|POLIPO PLACENTARE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|C|0|POLIPO PLACENTARE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|||12/12/2013 12:15|
674.44|674.44|POLIPO PLACENTARE,CONDIZIONE O COMPLICAZIONE POSTPARTUM|POLIPO PLACENTARE,CONDIZIONE O COMPLICAZIONE POSTPARTUM|C|0|POLIPO PLACENTARE,CONDIZIONE O COMPLICAZIONE POSTPARTUM|||12/12/2013 12:15|
674.50|674.50|CARDIOMIOPATIA PERIPARTUM, EPISODIO DI ASSISTENZA NON SPECIFICATO|CARDIOMIOPATIA PERIPARTUM, EPISODIO DI ASSISTENZA NON SPECIFICATO|C|0|CARDIOMIOPATIA PERIPARTUM, EPISODIO DI ASSISTENZA NON SPECIFICATO|||12/12/2013 12:15|
674.51|674.51|CARDIOMIOPATIA PERIPARTUM, PARTO, CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|CARDIOMIOPATIA PERIPARTUM, PARTO, CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|C|0|CARDIOMIOPATIA PERIPARTUM, PARTO, CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|||12/12/2013 12:15|
674.52|674.52|CARDIOMIOPATIA PERIPARTUM, PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|CARDIOMIOPATIA PERIPARTUM, PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|C|0|CARDIOMIOPATIA PERIPARTUM, PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|||12/12/2013 12:15|
674.53|674.53|CARDIOMIOPATIA PERIPARTUM, CONDIZIONE O COMPLICAZIONE ANTEPARTUM|CARDIOMIOPATIA PERIPARTUM, CONDIZIONE O COMPLICAZIONE ANTEPARTUM|C|0|CARDIOMIOPATIA PERIPARTUM, CONDIZIONE O COMPLICAZIONE ANTEPARTUM|||12/12/2013 12:15|
674.54|674.54|CARDIOMIOPATIA PERIPARTUM, CONDIZIONE O COMPLICAZIONE POSTPARTUM|CARDIOMIOPATIA PERIPARTUM, CONDIZIONE O COMPLICAZIONE POSTPARTUM|C|0|CARDIOMIOPATIA PERIPARTUM, CONDIZIONE O COMPLICAZIONE POSTPARTUM|||12/12/2013 12:15|
DEPRECATED.674.8|674.8|COMPL PUERPERALE NAS/SAI|COMPL PUERPERALE NAS/SAI|C|0|COMPL PUERPERALE NAS/SAI|||12/12/2013 12:15|
674.80|674.80|ALTRE COMPLICAZIONI DEL PUERPERIO,EPISODIO DI ASSISTENZA NON SPECIFICATO|ALTRE COMPLICAZIONI DEL PUERPERIO,EPISODIO DI ASSISTENZA NON SPECIFICATO|C|0|ALTRE COMPLICAZIONI DEL PUERPERIO,EPISODIO DI ASSISTENZA NON SPECIFICATO|||12/12/2013 12:15|
674.82|674.82|ALTRE COMPLICAZIONI DEL PUERPERIO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|ALTRE COMPLICAZIONI DEL PUERPERIO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|C|0|ALTRE COMPLICAZIONI DEL PUERPERIO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|||12/12/2013 12:15|
674.84|674.84|ALTRE COMPLICAZIONI DEL PUERPERIO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|ALTRE COMPLICAZIONI DEL PUERPERIO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|C|0|ALTRE COMPLICAZIONI DEL PUERPERIO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|||12/12/2013 12:15|
DEPRECATED.674.9|674.9|COMPLIC PUERPERALE SAI|COMPLIC PUERPERALE SAI|C|0|COMPLIC PUERPERALE SAI|||12/12/2013 12:15|
674.90|674.90|ALTRE COMPLICAZIONI DEL PUERPERIO,NON SPECIFICATE,EPISODIO DI ASSISTENZA NON SPECIFICATO|ALTRE COMPLICAZIONI DEL PUERPERIO,NON SPECIFICATE,EPISODIO DI ASSISTENZA NON SPECIFICATO|C|0|ALTRE COMPLICAZIONI DEL PUERPERIO,NON SPECIFICATE,EPISODIO DI ASSISTENZA NON SPECIFICATO|||12/12/2013 12:15|
674.92|674.92|ALTRE COMPLICAZIONI DEL PUERPERIO,NON SPECIFICATE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|ALTRE COMPLICAZIONI DEL PUERPERIO,NON SPECIFICATE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|C|0|ALTRE COMPLICAZIONI DEL PUERPERIO,NON SPECIFICATE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|||12/12/2013 12:15|
674.94|674.94|ALTRE COMPLICAZIONI DEL PUERPERIO,NON SPECIFICATE,CONDIZIONE O COMPLICAZIONE POSTPARTUM|ALTRE COMPLICAZIONI DEL PUERPERIO,NON SPECIFICATE,CONDIZIONE O COMPLICAZIONE POSTPARTUM|C|0|ALTRE COMPLICAZIONI DEL PUERPERIO,NON SPECIFICATE,CONDIZIONE O COMPLICAZIONE POSTPARTUM|||12/12/2013 12:15|
DEPRECATED.675|675|INFEZ MAMMELLA IN GRAV|INFEZ MAMMELLA IN GRAV|C|0|INFEZ MAMMELLA IN GRAV|||12/12/2013 12:15|
DEPRECATED.675.0|675.0|INFEZ CAPEZZ IN GRAV|INFEZ CAPEZZ IN GRAV|C|0|INFEZ CAPEZZ IN GRAV|||12/12/2013 12:15|
675.00|675.00|INFEZIONI DEL CAPEZZOLO,EPISODIO DI ASSISTENZA NON SPECIFICATO|INFEZIONI DEL CAPEZZOLO,EPISODIO DI ASSISTENZA NON SPECIFICATO|C|0|INFEZIONI DEL CAPEZZOLO,EPISODIO DI ASSISTENZA NON SPECIFICATO|||12/12/2013 12:15|
675.01|675.01|INFEZIONI DEL CAPEZZOLO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|INFEZIONI DEL CAPEZZOLO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|C|0|INFEZIONI DEL CAPEZZOLO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|||12/12/2013 12:15|
675.02|675.02|INFEZIONI DEL CAPEZZOLO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|INFEZIONI DEL CAPEZZOLO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|C|0|INFEZIONI DEL CAPEZZOLO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|||12/12/2013 12:15|
675.03|675.03|INFEZIONI DEL CAPEZZOLO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|INFEZIONI DEL CAPEZZOLO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|C|0|INFEZIONI DEL CAPEZZOLO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|||12/12/2013 12:15|
675.04|675.04|INFEZIONI DEL CAPEZZOLO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|INFEZIONI DEL CAPEZZOLO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|C|0|INFEZIONI DEL CAPEZZOLO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|||12/12/2013 12:15|
DEPRECATED.675.1|675.1|ASCESSO MAMMELLA IN GRAV|ASCESSO MAMMELLA IN GRAV|C|0|ASCESSO MAMMELLA IN GRAV|||12/12/2013 12:15|
675.10|675.10|ASCESSO DELLA MAMMELLA,EPISODIO DI ASSISTENZA NON SPECIFICATO|ASCESSO DELLA MAMMELLA,EPISODIO DI ASSISTENZA NON SPECIFICATO|C|0|ASCESSO DELLA MAMMELLA,EPISODIO DI ASSISTENZA NON SPECIFICATO|||12/12/2013 12:15|
675.11|675.11|ASCESSO DELLA MAMMELLA,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|ASCESSO DELLA MAMMELLA,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|C|0|ASCESSO DELLA MAMMELLA,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|||12/12/2013 12:15|
675.12|675.12|ASCESSO DELLA MAMMELLA,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|ASCESSO DELLA MAMMELLA,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|C|0|ASCESSO DELLA MAMMELLA,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|||12/12/2013 12:15|
675.13|675.13|ASCESSO DELLA MAMMELLA,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|ASCESSO DELLA MAMMELLA,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|C|0|ASCESSO DELLA MAMMELLA,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|||12/12/2013 12:15|
675.14|675.14|ASCESSO DELLA MAMMELLA,CONDIZIONE O COMPLICAZIONE POSTPARTUM|ASCESSO DELLA MAMMELLA,CONDIZIONE O COMPLICAZIONE POSTPARTUM|C|0|ASCESSO DELLA MAMMELLA,CONDIZIONE O COMPLICAZIONE POSTPARTUM|||12/12/2013 12:15|
DEPRECATED.675.2|675.2|MASTITE IN GRAVIDANZA|MASTITE IN GRAVIDANZA|C|0|MASTITE IN GRAVIDANZA|||12/12/2013 12:15|
675.20|675.20|MASTITE NON PURULENTA,EPISODIO DI ASSISTENZA NON SPECIFICATO|MASTITE NON PURULENTA,EPISODIO DI ASSISTENZA NON SPECIFICATO|C|0|MASTITE NON PURULENTA,EPISODIO DI ASSISTENZA NON SPECIFICATO|||12/12/2013 12:15|
675.21|675.21|MASTITE NON PURULENTA,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|MASTITE NON PURULENTA,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|C|0|MASTITE NON PURULENTA,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|||12/12/2013 12:15|
675.22|675.22|MASTITE NON PURULENTA,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|MASTITE NON PURULENTA,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|C|0|MASTITE NON PURULENTA,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|||12/12/2013 12:15|
675.23|675.23|MASTITE NON PURULENTA,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|MASTITE NON PURULENTA,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|C|0|MASTITE NON PURULENTA,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|||12/12/2013 12:15|
675.24|675.24|MASTITE NON PURULENTA,CONDIZIONE O COMPLICAZIONE POSTPARTUM|MASTITE NON PURULENTA,CONDIZIONE O COMPLICAZIONE POSTPARTUM|C|0|MASTITE NON PURULENTA,CONDIZIONE O COMPLICAZIONE POSTPARTUM|||12/12/2013 12:15|
DEPRECATED.675.8|675.8|INFEZ MAMMEL NAS IN GRAV|INFEZ MAMMEL NAS IN GRAV|C|0|INFEZ MAMMEL NAS IN GRAV|||12/12/2013 12:15|
675.80|675.80|ALTRE INFEZIONI SPECIFICATAMENTE DEL SENO E DEL CAPEZZOLO,EPISODIO DI ASSISTENZA NON SPECIFICATO|ALTRE INFEZIONI SPECIFICATAMENTE DEL SENO E DEL CAPEZZOLO,EPISODIO DI ASSISTENZA NON SPECIFICATO|C|0|ALTRE INFEZIONI SPECIFICATAMENTE DEL SENO E DEL CAPEZZOLO,EPISODIO DI ASSISTENZA NON SPECIFICATO|||12/12/2013 12:15|
