#CODEVALUEMODEL=CodeValuePhi|CODESYSTEMID=phidic|CODESYSTEMNAME=PHIDIC|CODESYSTEMDISPLAYNAME=PHI DICTIONARY|VERSION=0|DESCRIPTION=Main CodeSystem|LANGUAGE=it|AUTHORITYNAME=Insiel Mercato SpA|AUTHORITYDESCRIPTION=Insiel Mercato SpA|AUTHORITYCONTACTINFORMATION=info@insielmercato.it|||||||||
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|KEYWORDS|EXTENSION[Abbreviation]|EXTENSION[Enable annotation]|EXTENSION[Score]|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|RELATION[CodeValueCity]|RELATION[CodeValueIcd9]|RELATION[CodeValuePhi]|VALID FROM|VALID TO
spisal.esposti.sostanze.ncas.252_V0|51207-31-9|51207-31-9|2,3,7,8-tetracloro-dibenzofurano; 2,3,7,8-Tetra-CDF|C|0|1|||||||2,3,7,8-tetracloro-dibenzofurano||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.253_V0|5124-30-1|5124-30-1|Dicicloesilmetan-4,4'-diisocianato|C|0|1|||||||Dicicloesilmetan-4,4'-diisocianato||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.254_V0|51338-27-3|51338-27-3|2-(4-(2,4-diclorofenossi)fenossi)propionato di metile|C|0|1|||||||2-(4-(2,4-diclorofenossi)fenossi)propionato di metile||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.255_V0|5208-93-5|5208-93-5|3-metil-1-(2,6,6-trimetilcicloes-1-en-1-il)penta-1,4-dien-3-olo|C|0|1|||||||3-metil-1-(2,6,6-trimetilcicloes-1-en-1-il)penta-1,4-dien-3-olo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.256_V0|5216-25-1|5216-25-1|α,α,α,4-tetraclorotoluene; p-clorobenzotricloruro|C|0|1|||||||α,α,α,4-tetraclorotoluene; p-clorobenzotricloruro||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.257_V0|52-68-6|52-68-6|Triclorfon (ISO);  2,2,2-tricloro-1-idrossietilfosfonato di dimetile|C|0|1|||||||Triclorfon (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.258_V0|540-59-0|540-59-0|1,2-dicloroetilene|C|0|1|||||||1,2-dicloroetilene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.259_V0|541-02-6|541-02-6|decametilciclopentasilossano|C|0|1|||||||decametilciclopentasilossano||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.260_V0|541-73-1|541-73-1|1,3-diclorobenzene|C|0|1|||||||1,3-diclorobenzene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.261_V0|542-75-6|542-75-6|1,3-dicloropropene; (Z)-1,3-dicloropropene|C|0|1|||||||1,3-dicloropropene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.262_V0|5468-75-7|5468-75-7|Pigment yellow 14; 2,2`-[(3,3`-dicloro[1,1`-bifenil]-4,4`-diil)bis(azo)]bis[N-(2-metilfenil)-3-ossobutirrammide]|C|0|1|||||||Pigment yellow 14||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.263_V0|55-38-9|55-38-9|Fention (ISO); O,O-dimetil-O-(4-metiltio-m-tolil)ditiofosfato|C|0|1|||||||Fention (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.264_V0|556-67-2|556-67-2|ottametilciclotetrasilossano|C|0|1|||||||ottametilciclotetrasilossano||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.265_V0|5567-15-7|5567-15-7|Pigment yellow 83; 2,2`-[(3,3`-dicloro[1,1`-bifenil]-4,4`-diil)bis(azo)]bis[N-(4-cloro-2,5-dimetossifenil)-3-ossobutirrammide]|C|0|1|||||||Pigment yellow 83||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.266_V0|557-05-1|557-05-1|stearato di zinco|C|0|1|||||||stearato di zinco||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.267_V0|56-23-5|56-23-5|tetracloruro di carbonio; tetraclorometano|C|0|1|||||||tetracloruro di carbonio||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.268_V0|56-35-9|56-35-9|Tributilstagno ossido; ossido di bis(tributilstagno)|C|0|1|||||||Tributilstagno ossido||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.269_V0|56-38-2|56-38-2|Paration (ISO); Tiofosfato di O,O-dietile e O-4-nitrofenile|C|0|1|||||||Paration (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.270_V0|56-72-4|56-72-4|Cumafos (ISO); Tiofosfato di O-3-cloro-4-metilcumarin-7-ile e O,O-dietile|C|0|1|||||||Cumafos (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.271_V0|57653-85-7|57653-85-7|1,2,3,6,7,8-esacloro-dibenzo-p-diossina|C|0|1|||||||1,2,3,6,7,8-esacloro-dibenzo-p-diossina||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.272_V0|57-74-9|57-74-9|Clordano (ISO); 1,2,4,5,6,7,8,8-ottacloro-3a,4,7,7a-tetraidro-4,7-metanoindano|C|0|1|||||||Clordano (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.273_V0|580-72-3|580-72-3|matairesinolo|C|0|1|||||||matairesinolo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.274_V0|58-89-9|58-89-9|Lindano; γ-1,2,3,4,5,6-esacloro-cicloesano|C|0|1|||||||Lindano||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.275_V0|59080-40-9|59080-40-9|2,2',4,4',5,5'-esabromobifenile|C|0|1|||||||2,2',4,4',5,5'-esabromobifenile||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.276_V0|59-50-7|59-50-7|clorocresolo|C|0|1|||||||clorocresolo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.277_V0|60-00-4|60-00-4|acido edetico (EDTA)|C|0|1|||||||acido edetico (EDTA)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.278_V0|60168-88-9|60168-88-9|Fenarimol (ISO); alcole 2,4'-dicloro-α-(pirimidin-5-il)benzidrilico |C|0|1|||||||Fenarimol (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.279_V0|60207-90-1|60207-90-1|Propiconazolo; (+)-1-[2-(2,4-diclorofenil)-4-propil-1,3-diossolan-2-ilmetil]-1H-1,2,4-triazolo|C|0|1|||||||Propiconazolo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.280_V0|603-35-0|603-35-0|trifenilfosfina|C|0|1|||||||trifenilfosfina||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.281_V0|60-51-5|60-51-5|Dimetoato (ISO); Diofosfato di metilcarbammoilmetile e O,O-dimetile|C|0|1|||||||Dimetoato (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.282_V0|60-57-1|60-57-1|Dieldrin (ISO)|C|0|1|||||||Dieldrin (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.283_V0|608-71-9|608-71-9|2,3,4,5,6-Pentabromofenolo|C|0|1|||||||2,3,4,5,6-Pentabromofenolo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.284_V0|608-73-1|608-73-1|HCH (miscela di isomeri); 1,2,3,4,5,6-esacloro cicloesano|C|0|1|||||||HCH (miscela di isomeri)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.285_V0|608-93-5|608-93-5|pentaclorobenzene|C|0|1|||||||pentaclorobenzene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.286_V0|615-65-6|615-65-6|2-cloro-p-toluidina|C|0|1|||||||2-cloro-p-toluidina||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.287_V0|61788-32-7|61788-32-7|terfenile, idrogenato|C|0|1|||||||terfenile, idrogenato||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.288_V0|61788-44-1|61788-44-1|fenolo, stirenato; 2,4-di(etenil)fenolo|C|0|1|||||||fenolo, stirenato||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.289_V0|61788-45-2|61788-45-2|ammine, alchile di sego idrogenato|C|0|1|||||||ammine, alchile di sego idrogenato||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.290_V0|61788-46-3|61788-46-3|ammine, cocco alchil|C|0|1|||||||ammine, cocco alchil||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.291_V0|61789-79-5|61789-79-5|ammine, bis(sego idrogenato) alchile|C|0|1|||||||ammine, bis(sego idrogenato) alchile||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.292_V0|61790-33-8|61790-33-8|C14-C18 Alchilammine; ammine, sego alchile|C|0|1|||||||C14-C18 Alchilammine||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.293_V0|61790-51-0|61790-51-0|acidi resinici e acidi rosinici, sali di sodio|C|0|1|||||||acidi resinici e acidi rosinici, sali di sodio||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.294_V0|61-82-5|61-82-5|Amitrol (ISO); 1,2,4-triazol-3-ilammina|C|0|1|||||||Amitrol (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.295_V0|62-53-3|62-53-3|anilina|C|0|1|||||||anilina||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.296_V0|62-73-7|62-73-7|Diclorvos (ISO); Fosfato di 2,2-diclorovinile e dimetile|C|0|1|||||||Diclorvos (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.297_V0|630-08-0|630-08-0|monossido di carbonio; carbonio ossido.|C|0|1|||||||monossido di carbonio||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.298_V0|63449-39-8|63449-39-8|cere paraffiniche e cere idrocarburiche, cloro-|C|0|1|||||||cere paraffiniche e cere idrocarburiche, cloro-||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.299_V0|6386-38-5|6386-38-5|Metilox; 3-(3,5-di-terz-butil-4-idrossifenil) propionato di metile.|C|0|1|||||||Metilox||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.300_V0|64-02-8|64-02-8|etilendiamminotetraacetato di tetrasodio.|C|0|1|||||||etilendiamminotetraacetato di tetrasodio.||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.301_V0|64-67-5|64-67-5|Dietilsolfato.|C|0|1|||||||Dietilsolfato.||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.302_V0|64741-41-9|64741-41-9|Nafta (petrolio), frazioni pesanti di distillazione primaria; Nafta con basso punto di ebollizione;  Combinazione complessa di idrocarburi prodotta per distillazione del petrolio grezzo. È costituita da idrocarburi con numero di atomi di carbonio prevalen|C|0|1|||||||Nafta (petrolio), frazioni pesanti di distillazione primaria; Nafta con basso punto di ebollizione||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.303_V0|64741-46-4|64741-46-4|Nafta (petrolio), frazioni leggere, distillazione primaria; Combinazione complessa di idrocarburi prodotta per distillazione del petrolio grezzo. È costituita in prevalenza da idrocarburi alifatici con numero di atomi di carbonio prevalentemente nell'inte|C|0|1|||||||Nafta (petrolio), frazioni leggere, distillazione primaria||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.304_V0|64741-55-5|64741-55-5|Nafta (petrolio), frazioni leggere di cracking catalitico; Nafta di cracking catalitico con basso punto di ebollizione;  Combinazione complessa di idrocarburi ottenuta per distillazione di prodotti provenienti da un processo di cracking catalitico. È cost|C|0|1|||||||Nafta (petrolio), frazioni leggere di cracking catalitico; Nafta di cracking catalitico con basso punto di ebollizione||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.305_V0|64741-59-9|64741-59-9|Distillati (petrolio), frazioni leggere di cracking catalitico;  Combinazione complessa di idrocarburi ottenuta per distillazione di prodotti provenienti da un processo di cracking catalitico. E' costituita da idrocarburi con numero di atomi di carbonio p|C|0|1|||||||Distillati (petrolio), frazioni leggere di cracking catalitico||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.306_V0|64741-60-2|64741-60-2|Distillati (petrolio), frazioni intermedie di cracking catalitico; Combinazione complessa di idrocarburi ottenuta per distillazione di prodotti provenienti da un processo di cracking catalitico. E' costituita da idrocarburi con numero di atomi di carbonio|C|0|1|||||||Distillati (petrolio), frazioni intermedie di cracking catalitico||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.307_V0|64741-61-3|64741-61-3|Distillati (petrolio), frazioni pesanti di cracking catalitico. E' costituita da idrocarburi con numero di atomi di carbonio prevalentemente nell'intervallo C15-C35 e punto di ebollizione nell'intervallo 260°C - 500°C ca. Questo taglio di distillazione co|C|0|1|||||||Distillati (petrolio), frazioni pesanti di cracking catalitico. E' costituita da idrocarburi con numero di atomi di carbonio prevalentemente nell'intervallo C15-C35 e punto di ebollizione nell'intervallo 260Â°C - 500Â°C ca. Questo taglio di distillazione co||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.308_V0|64741-63-5|64741-63-5|Nafta (petrolio), frazioni leggere di reforming catalitico;  Combinazione complessa di idrocarburi ottenuta per distillazione di prodotti provenienti da un processo di reforming catalitico. E' costituita da idrocarburi con numero di atomi di carbonio prev|C|0|1|||||||Nafta (petrolio), frazioni leggere di reforming catalitico||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.309_V0|64741-64-6|64741-64-6|Nafta (petrolio), frazioni di alchilazione ad ampio intervallo di ebollizione; Nafta modificata con basso punto di ebollizione; Combinazione complessa di idrocarburi ottenuta per distillazione dei prodotti di reazione di isobutano con idrocarburi monoolef|C|0|1|||||||Nafta (petrolio), frazioni di alchilazione ad ampio intervallo di ebollizione; Nafta modificata con basso punto di ebollizione||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.310_V0|64741-65-7|64741-65-7|Nafta (petrolio), frazioni pesanti di alchilazione; Nafta modificata con basso punto di ebollizione; Combinazione complessa di idrocarburi ottenuta per distillazione dei prodotti di reazione di isobutano con idrocarburi mono-olefinici, a numero di atomi d|C|0|1|||||||Nafta (petrolio), frazioni pesanti di alchilazione; Nafta modificata con basso punto di ebollizione||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.311_V0|64741-66-8|64741-66-8|Nafta (petrolio), frazioni leggere di alchilazione; Nafta modificata con basso punto di ebollizione; Combinazione complessa di idrocarburi ottenuta per distillazione dei prodotti di reazione di isobutano con idrocarburi monoolefinici con numero di atomi d|C|0|1|||||||Nafta (petrolio), frazioni leggere di alchilazione; Nafta modificata con basso punto di ebollizione||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.312_V0|64741-70-4|64741-70-4|Nafta (petrolio), isomerizzazione; Nafta modificata con basso punto di ebollizione; Combinazione complessa di idrocarburi ottenuta per isomerizzazione catalitica di idrocarburi paraffinici da C4 a C6 a catena lineare. È costituita in prevalenza da idrocar|C|0|1|||||||Nafta (petrolio), isomerizzazione; Nafta modificata con basso punto di ebollizione||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.313_V0|64741-74-8|64741-74-8|Nafta (petrolio), frazioni leggere di cracking termico; Combinazione complessa di idrocarburi ottenuta dalla distillazione di prodotti provenienti da un processo di cracking termico. È costituita in prevalenza da idrocarburi insaturi con numero di atomi d|C|0|1|||||||Nafta (petrolio), frazioni leggere di cracking termico||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.314_V0|64741-75-9|64741-75-9|Residui (petrolio), frazioni di idrocracking; Combinazione complessa di idrocarburi ottenuti come frazione residua dalla distillazione dei prodotti di un processo di idrocracking. E' costituita da idrocarburi con numero di atomi di carbonio prevalentement|C|0|1|||||||Residui (petrolio), frazioni di idrocracking||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.315_V0|64741-78-2|64741-78-2|Nafta (petrolio), frazioni pesanti di idrocracking; Nafta con basso punto di ebollizione - non specificata; Combinazione complessa di idrocarburi ottenuta dalla distillazione dei prodotti di un processo di idrocracking. È costituita in prevalenza da idroc|C|0|1|||||||Nafta (petrolio), frazioni pesanti di idrocracking; Nafta con basso punto di ebollizione - non specificata||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.316_V0|64741-83-9|64741-83-9|Nafta (petrolio), frazioni pesanti di cracking termico; Combinazione complessa di idrocarburi ottenuta dalla distillazione dei prodotti di un processo di cracking termico. È costituita in prevalenza da idrocarburi insaturi con un numero di atomi di carbon|C|0|1|||||||Nafta (petrolio), frazioni pesanti di cracking termico||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.317_V0|64741-86-2|64741-86-2|Distillati (petrolio), frazioni intermedie addolcite; Gasolio - non specificato; Combinazione complessa di idrocarburi ottenuta sottoponendo un distillato di petrolio ad un processo di addolcimento per convertire i mercaptani o per eliminare impurezze aci|C|0|1|||||||Distillati (petrolio), frazioni intermedie addolcite; Gasolio - non specificato||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.318_V0|64741-90-8|64741-90-8|Gasoli (petrolio), raffinati con solvente; Combinazione complessa di idrocarburi ottenuta come raffinato da un processo di estrazione con solvente. E' costituita prevalentemente da idrocarburi alifatici con numero di atomi di carbonio prevalentemente nell|C|0|1|||||||Gasoli (petrolio), raffinati con solvente||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.319_V0|64741-91-9|64741-91-9|Distillati (petrolio), frazione intermedia raffinata con solvente; Combinazione complessa di idrocarburi ottenuta in forma di raffinato da un processo di estrazione con solvente. E' costituita prevalentemente da idrocarburi saturi con numero di atomi di c|C|0|1|||||||Distillati (petrolio), frazione intermedia raffinata con solvente||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.320_V0|64741-92-0|64741-92-0|Nafta (petrolio), frazione pesante da raffinazione con solventi; Combinazione complessa di idrocarburi ottenuta come raffinato da un processo di estrazione con solvente. È costituita in prevalenza da idrocarburi alifatici con un numero di atomi di carboni|C|0|1|||||||Nafta (petrolio), frazione pesante da raffinazione con solventi||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.321_V0|64742-04-7|64742-04-7|estratti (petrolio), frazione paraffinica pesenta distillata con solvente|C|0|1|||||||estratti (petrolio), frazione paraffinica pesenta distillata con solvente||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.322_V0|64742-11-6|64742-11-6|Estratti (petrolio), distillato naftenico pesante da solvente.|C|0|1|||||||Estratti (petrolio), distillato naftenico pesante da solvente.||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.323_V0|64742-13-8|64742-13-8|Distillati (petrolio), frazione intermedia trattata con acido; Combinazione complessa di idrocarburi ottenuta come raffinato da un processo di trattamento con acido solforico. E' costituita da idrocarburi con numero di atomi di carbonio prevalentemente ne|C|0|1|||||||Distillati (petrolio), frazione intermedia trattata con acido||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.324_V0|64742-29-6|64742-29-6|Gasoli (petrolio), neutralizzati chimicamente; Combinazione complessa di idrocarburi prodotta con un processo di trattamento per la rimozione delle sostanze acide. E' costituita da idrocarburi con numero di atomi di carbonio prevalentemente nell'intervall|C|0|1|||||||Gasoli (petrolio), neutralizzati chimicamente||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.325_V0|64742-41-2|64742-41-2|Oli residui (petrolio), trattati con argilla; Olio base - non specificato; Combinazione complessa di idrocarburi ottenuta per trattamento di un olio residuo con un'argilla naturale modificata, in un processo di contatto o percolazione per rimuovere le tra|C|0|1|||||||Oli residui (petrolio), trattati con argilla; Olio base - non specificato||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.326_V0|64742-48-9|64742-48-9|Nafta (petrolio), frazione pesante di hydrotreating; Nafta di hydrotreating con basso punto di ebollizione;  Combinazione complessa di idrocarburi ottenuta per trattamento di una frazione di petrolio con idrogeno in presenza di un catalizzatore. È costitu|C|0|1|||||||Nafta (petrolio), frazione pesante di hydrotreating; Nafta di hydrotreating con basso punto di ebollizione||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.327_V0|64742-49-0|64742-49-0|Nafta (petrolio), frazione leggera di hydrotreating; Combinazione complessa di idrocarburi ottenuta per trattamento di una frazione di petrolio con idrogeno in presenza di un catalizzatore. È costituita da idrocarburi con numero di atomi di carbonio preva|C|0|1|||||||Nafta (petrolio), frazione leggera di hydrotreating||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.328_V0|64742-55-8|64742-55-8|Distillati (petrolio), paraffinici leggeri di hydrotreating; Olio base - non specificato; Combinazione complessa di idrocarburi ottenuta trattando una frazione di petrolio con idrogeno in presenza di un catalizzatore. E' costituita da idrocarburi a numero|C|0|1|||||||Distillati (petrolio), paraffinici leggeri di hydrotreating; Olio base - non specificato||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.329_V0|64742-61-6|64742-61-6|Paraffina molle (petrolio); Combinazione complessa di idrocarburi ottenuta da una frazione di petrolio per cristallizzazione con solvente (deparaffinazione con solvente), oppure come frazione di distillazione derivante da un grezzo ad alto tenore in paraf|C|0|1|||||||Paraffina molle (petrolio)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.330_V0|64742-67-2|64742-67-2|Olio di trasudamento (petrolio); Combinazione complessa di idrocarburi ottenuta come frazione oleosa da un processo di deoliatura o di essudamento della cera. E' prevalentemente costituita da idrocarburi a catena ramificata con numero di atomi di carbonio|C|0|1|||||||Olio di trasudamento (petrolio)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.331_V0|64742-73-0|64742-73-0|Nafta (petrolio), leggera idrodesolforata; Nafta di hydrotreating con basso punto di ebollizione; Combinazione complessa di idrocarburi ottenuta da un processo di idrodesolforazione catalitica. È costituita da idrocarburi con numero di atomi di carbonio p|C|0|1|||||||Nafta (petrolio), leggera idrodesolforata; Nafta di hydrotreating con basso punto di ebollizione||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.332_V0|64742-82-1|64742-82-1|Nafta (petrolio) pesante idrodesolforata;  Nafta di hydrotreating con basso punto di ebollizione; Combinazione complessa di idrocarburi ottenuta da un processo di idrodesolforazione catalitica. È costituita da idrocarburi con numero di atomi di carbonio p|C|0|1|||||||Nafta (petrolio) pesante idrodesolforata; Â Nafta di hydrotreating con basso punto di ebollizione||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.333_V0|64742-89-8|64742-89-8|Nafta solvente (petrolio), alifatica leggera; Combinazione complessa di idrocarburi ottenuta dalla distillazione del petrolio grezzo o della benzina naturale. È costituita in prevalenza da idrocarburi saturi con numero di atomi di carbonio prevalentemente|C|0|1|||||||Nafta solvente (petrolio), alifatica leggera||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.334_V0|64743-01-7|64743-01-7|Petrolato (petrolio), ossidato; Combinazione complessa di composti organici, prevalentemente acidi carbossilici ad alto peso molecolare, ottenuta per ossidazione con aria del petrolato; Petrolato|C|0|1|||||||Petrolato (petrolio), ossidato; Combinazione complessa di composti organici, prevalentemente acidi carbossilici ad alto peso molecolare, ottenuta per ossidazione con aria del petrolato||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.335_V0|65996-79-4|65996-79-4|Nafta solvente (carbone); Distillato di catrame di carbone ad alta temperatura, di olio leggero da forno a coke, o di residuo dell'estrazione alcalina di olio leggero di catrame con punto di ebollizione nell'intervallo 130°-210°C ca. (da 266°F a 410°F). È|C|0|1|||||||Nafta solvente (carbone)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.336_V0|65996-84-1|65996-84-1|Basi del catrame, carbone, grezze; Basi di catrame grezze; Prodotto di reazione ottenuto neutralizzando con soluzione alcalina, ad es. idrato sodico in soluzione acquosa, il prodotto di estrazione con solvente delle basi di catrame di carbone, allo scopo |C|0|1|||||||Basi del catrame, carbone, grezze; Basi di catrame grezze||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.337_V0|65996-87-4|65996-87-4|Residui di estrazione (carbone), olio di catrame, alcalini; Residuo ottenuto da olio di catrame di carbone per lavaggio alcalino, ad es. idrato di sodio in soluzione acquosa, dopo separazione degli acidi di catrame grezzi. È costituito principalmente da n|C|0|1|||||||Residui di estrazione (carbone), olio di catrame, alcalini||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.338_V0|65996-89-6|65996-89-6|Catrame, carbone, alta temperatura; Prodotto di condensazione ottenuto mediante raffreddamento, all'incirca a temperatura ambiente, del gas sviluppato nella distillazione distruttiva ad alta temperatura (superiore a 700°C) del carbone. E' un liquido nero |C|0|1|||||||Catrame, carbone, alta temperatura||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.339_V0|65996-92-1|65996-92-1|Distillati (catrame di carbone); Distillato di catrame di carbone con punto di distillazione nell'intervallo 100°C-450°C ca. (da 212°F a 842°F); composto principalmente da idrocarburi a nuclei aromatici condensati di 2-4 elementi, composti fenolici e basi|C|0|1|||||||Distillati (catrame di carbone); Distillato di catrame di carbone con punto di distillazione nell'intervallo 100Â°C-450Â°C ca. (da 212Â°F a 842Â°F)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.340_V0|65996-93-2|65996-93-2|pece, catrame di carbone, alta temperatura; Pece; Il residuo della distillazione di catrame di carbone ad alta temperatura. Sostanza solida nera con punto di rammollimento da 30°C a 180°C. E' composto principalmente da una combinazione complessa di idroca|C|0|1|||||||pece, catrame di carbone, alta temperatura; Pece||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.341_V0|65996-96-5|65996-96-5|Terpeni e terpenoidi, olio di turpetine, frazione alfapirene|C|0|1|||||||Terpeni e terpenoidi, olio di turpetine, frazione alfapirene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.342_V0|66246-88-6|66246-88-6|Penconazolo; 1-[2-(2,4-diclorofenil)pentil]-1H-1,2,4-triazolo|C|0|1|||||||Penconazolo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.343_V0|6683-19-8|6683-19-8|tetrachis(3-(3,5-di-terz-butil-4-idrossifenil)propionato) di pentaeritritolo|C|0|1|||||||tetrachis(3-(3,5-di-terz-butil-4-idrossifenil)propionato) di pentaeritritolo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.344_V0|67-66-3|67-66-3|triclorometano; cloroformio|C|0|1|||||||triclorometano||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.345_V0|67-72-1|67-72-1|esacloroetano|C|0|1|||||||esacloroetano||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.346_V0|67733-57-7|67733-57-7|2,3,7,8-tetrabromdibenzofurano; 2,3,7,8-Tetra-BDF|C|0|1|||||||2,3,7,8-tetrabromdibenzofurano||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.347_V0|67747-09-5|67747-09-5|N-propil-N-[2-(2,4,6-triclorofenossi)etil]-1H-imidazolo-1-carbossamide; Procloraz|C|0|1|||||||N-propil-N-[2-(2,4,6-triclorofenossi)etil]-1H-imidazolo-1-carbossamide||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.348_V0|67774-74-7|67774-74-7|Benzene, alchil derivati C10-13|C|0|1|||||||Benzene, alchil derivati C10-13||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.349_V0|67891-79-6|67891-79-6|Distillati (petrolio), aromatici pesanti; Combinazione complessa di idrocarburi ottenuta dalla distillazione dei prodotti di cracking termico di etano e propano. Questa frazione, con punto di ebollizione più elevato, è costituita in prevalenza da idrocarb|C|0|1|||||||Distillati (petrolio), aromatici pesanti||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.350_V0|68-12-2|68-12-2|N,N-dimetilformamide|C|0|1|||||||N,N-dimetilformamide||||01/01/2007 00:00|
