#CODEVALUEMODEL=CodeValueLaw|CODESYSTEMID=Legge81|CODESYSTEMNAME=Legge81|CODESYSTEMDISPLAYNAME=Legge81|VERSION=0|DESCRIPTION=Legge 81|LANGUAGE=it|AUTHORITYNAME=Insiem Mercato SpA|AUTHORITYDESCRIPTION=Insiem Mercato SpA|AUTHORITYCONTACTINFORMATION=Insiem Mercato SpA|VALIDFROM=31/07/2013 12:00
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|KEYWORDS|EXTENSION[Arresto]|EXTENSION[Classificazione]|EXTENSION[CodiceContravventore]|EXTENSION[Comma]|EXTENSION[Corpo]|EXTENSION[DescrizioneContravventore]|EXTENSION[ImportoMax]|EXTENSION[ImportoMin]|EXTENSION[Lettera]|EXTENSION[NotaContravventore]|EXTENSION[NotaPrescrizione]|EXTENSION[NotaViolazione]|EXTENSION[SanzionatoDa]|EXTENSION[Sanzione]|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|VALID FROM|VALID TO
7639.4.2.2.26685|26685115|115 - 1 - d - Sistemi di protezione contro le cadute dall'alto|Sistemi di protezione contro le cadute dall'alto|C|0|1||arresto sino a due mesi||DD|1|Nei lavori in quota qualora non siano state attuate misure di protezione collettiva come previsto all'articolo 111, comma 1, lettera a), è necessario che i lavoratori utilizzino idonei sistemi di protezione idonei per l'uso specifico composti da diversi elementi, non necessariamente presenti contemporaneamente, conformi alle norme tecniche, quali i seguenti: cordini -|Datori di lavoro e dirigenti|2192|548|d||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.26860|26860113|113 - 8 - b - SCALE|SCALE|C|0|1||arresto sino a due mesi||DD|8|Per l'uso delle scale portatili composte di due o pi— elementi innestati (tipo all'italiana o simili), oltre quanto prescritto nel comma 3, si devono osservare le seguenti disposizioni le scale in opera lunghe pi— di 8 metri devono essere munite di rompitratta per ridurre la freccia di inflessione.|Datori di lavoro e dirigenti|2192|548|b||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.26861|26861113|113 - 8 - c - SCALE|SCALE|C|0|1||arresto sino a due mesi||DD|8|Per l'uso delle scale portatili composte di due o pi— elementi innestati (tipo all'italiana o simili), oltre quanto prescritto nel comma 3, si devono osservare le seguenti disposizioni: nessun lavoratore deve trovarsi sulla scala quando se ne effettua lo spostamento laterale.|Datori di lavoro e dirigenti|2192|548|c||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.26862|26862113|113 - 8 - d - SCALE|SCALE|C|0|1||arresto sino a due mesi||DD|8|Per l'uso delle scale portatili composte di due o pi— elementi innestati (tipo all'italiana o simili), oltre quanto prescritto nel comma 3, si devono osservare le seguenti disposizioni: durante l'esecuzione dei lavori, una persona deve esercitare da terra una continua vigilanza della scala.|Datori di lavoro e dirigenti|2192|548|d||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.26863|26863113|113 - 9 -  - SCALE|SCALE|C|0|1||arresto sino a due mesi||DD|9|Le scale doppie non devono superare l'altezza di m 5 e devono essere provviste di catena di adeguata resistenza o di altro dispositivo che impedisca l'apertura della scala oltre il limite prestabilito di sicurezza.|Datori di lavoro e dirigenti|2192|548|||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.26989|26989108|108 - 1 -  - Viabilità nei cantieri|Viabilità nei cantieri|C|0|1||arresto da due a quattro mesi||DD|1|Durante i lavori deve essere assicurata nei cantieri la viabilità delle persone e dei veicoli conformemente al punto 1 dell'allegato XVIII.|Datori di lavoro e dirigenti|5260,8|1096|||||Articolo 159-2-b|ammenda da 1096 a 5260,8 euro||||03/12/2013 16:29|
7639.4.2.2.26990|26990109|109 - 1 -  - Recinzione del cantiere|Recinzione del cantiere|C|0|1||arresto sino a due mesi||DD|1|Il cantiere, in relazione al tipo di lavori effettuati, deve essere dotato di recinzione avente caratteristiche idonee ad impedire l'accesso agli estranei alle lavorazioni.|Datori di lavoro e dirigenti|2192|548|||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.26991|26991110|110 - 1 -  - Luoghi di transito|Luoghi di transito|C|0|1||arresto sino a due mesi||DD|1|Il transito sotto ponti sospesi, ponti a sbalzo, scale aeree e simili deve essere impedito con barriere o protetto con l'adozione di misure o cautele adeguate.|Datori di lavoro e dirigenti|2192|548|||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.26992|26992111|111 - 1 - a - Obblighi del datore di lavoro nell'uso di attrezzature per lavori in quota|Obblighi del datore di lavoro nell'uso di attrezzature per lavori in quota|C|0|1||arresto fino a sei mesi||DD|1|Il datore di lavoro, nei casi in cui i lavori temporanei in quota non possono essere eseguiti in condizioni di sicurezza e in condizioni ergonomiche adeguate a partire da un luogo adatto allo scopo, sceglie le attrezzature di lavoro pi— idonee a garantire e mantenere condizioni di lavoro sicure, in conformità ai seguenti criteri: priorità alle misure di protezione collettiva rispetto alle misure di protezione individuale -|Datori di lavoro e dirigenti|7014,4|2740|a||||Articolo 159-2-a|ammenda da 2740 a 7014,4 euro||||03/12/2013 16:29|
7639.4.2.2.26993|26993111|111 - 2 -  - Obblighi del datore di lavoro nell'uso di attrezzature per lavori in quota|Obblighi del datore di lavoro nell'uso di attrezzature per lavori in quota|C|0|1||arresto sino a due mesi||DD|2|Il datore di lavoro sceglie il tipo pi— idoneo di sistema di accesso ai posti di lavoro temporanei in quota in rapporto alla frequenza di circolazione, al dislivello e alla durata dell'impiego. Il sistema di accesso adottato deve consentire l'evacuazione in caso di pericolo imminente. Il passaggio da un sistema di accesso a piattaforme, impalcati, passerelle e viceversa non deve comportare rischi ulteriori di caduta.|Datori di lavoro e dirigenti|2192|548|||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.26994|26994111|111 - 3 -  - Obblighi del datore di lavoro nell'uso di attrezzature per lavori in quota|Obblighi del datore di lavoro nell'uso di attrezzature per lavori in quota|C|0|1||arresto sino a due mesi||DD|3|Il datore di lavoro dispone affinch‚ sia utilizzata una scala a pioli quale posto di lavoro in quota solo nei casi in cui l'uso di altre attrezzature di lavoro considerate pi— sicure non è giustificato a causa del limitato livello di rischio e della breve durata di impiego oppure delle caratteristiche esistenti dei siti che non può modificare.|Datori di lavoro e dirigenti|2192|548|||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.26995|26995111|111 - 4 -  - Obblighi del datore di lavoro nell'uso di attrezzature per lavori in quota|Obblighi del datore di lavoro nell'uso di attrezzature per lavori in quota|C|0|1||arresto sino a due mesi||DD|4|Il datore di lavoro dispone affinch‚ siano impiegati sistemi di accesso e di posizionamento mediante funi alle quali il lavoratore è direttamente sostenuto, soltanto in circostanze in cui, a seguito della valutazione dei rischi, risulta che il lavoro può essere effettuato in condizioni di sicurezza e l'impiego di un'altra attrezzatura di lavoro considerata pi— sicura non è giustificato a causa della breve durata di impiego e delle caratteristiche esistenti dei siti che non può modificare. Lo stesso datore di lavoro prevede l'impiego di un sedile munito di appositi accessori in funzione dell'esito della valutazione dei rischi ed, in particolare, della durata dei lavori e dei vincoli di carattere ergonomico.|Datori di lavoro e dirigenti|2192|548|||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.26996|26996111|111 - 5 -  - Obblighi del datore di lavoro nell'uso di attrezzature per lavori in quota|Obblighi del datore di lavoro nell'uso di attrezzature per lavori in quota|C|0|1||arresto sino a due mesi||DD|5|Il datore di lavoro, in relazione al tipo di attrezzature di lavoro adottate in base ai comm precedenti, individua le misure atte a minimizzare i rischi per i lavoratori, insiti nelle attrezzature in questione, prevedendo, ove necessario, l'installazione di dispositivi di protezione contro le cadute. I predetti dispositivi devono presentare una configurazione ed una resistenza tali da evitare o da arrestare le cadute da luoghi di lavoro in quota e da prevenire, per quanto possibile, eventuali lesioni dei lavoratori. I dispositivi di protezione collettiva contro le cadute possono presentare interruzioni soltanto nei punti in cui sono presenti scale a pioli o a gradini.|Datori di lavoro e dirigenti|2192|548|||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.26997|26997111|111 - 6 -  - Obblighi del datore di lavoro nell'uso di attrezzature per lavori in quota|Obblighi del datore di lavoro nell'uso di attrezzature per lavori in quota|C|0|1||arresto fino a sei mesi||DD|6|Il datore di lavoro nel caso in cui l'esecuzione di un lavoro di natura particolare richiede l'eliminazione temporanea di un dispositivo di protezione collettiva contro le cadute, adotta misure di sicurezza equivalenti ed efficaci. Il lavoro è eseguito previa adozione di tali misure. Una volta terminato definitivamente o temporaneamente detto lavoro di natura particolare, i dispositivi di protezione collettiva contro le cadute devono essere ripristinati.|Datori di lavoro e dirigenti|7014,4|2740|||||Articolo 159-2-a|ammenda da 2740 a 7014,4 euro||||03/12/2013 16:29|
7639.4.2.2.26998|26998111|111 - 7 -  - Obblighi del datore di lavoro nell'uso di attrezzature per lavori in quota|Obblighi del datore di lavoro nell'uso di attrezzature per lavori in quota|C|0|1||arresto sino a due mesi||DD|7|Il datore di lavoro effettua i lavori temporanei in quota soltanto se le condizioni meteorologiche non mettono in pericolo la sicurezza e la salute dei lavoratori.|Datori di lavoro e dirigenti|2192|548|||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.26999|26999111|111 - 8 -  - Obblighi del datore di lavoro nell'uso di attrezzature per lavori in quota|Obblighi del datore di lavoro nell'uso di attrezzature per lavori in quota|C|0|1||arresto sino a due mesi||DD|8|Il datore di lavoro dispone affinch‚ sia vietato assumere e somministrare bevande alcoliche e superalcoliche ai lavoratori addetti ai cantieri temporanei e mobili e ai lavori in quota.|Datori di lavoro e dirigenti|2192|548|||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.27000|27000112|112 - 1 -  - Idoneità delle opere provvisionali|Idoneità delle opere provvisionali|C|0|1||arresto da due a quattro mesi||DD|1|Le opere provvisionali devono essere allestite con buon materiale ed a regola d'arte, proporzionate ed idonee allo scopo -  esse devono essere conservate in efficienza per la intera durata del lavoro.|Datori di lavoro e dirigenti|5260,8|1096|||||Articolo 159-2-b|ammenda da 1096 a 5260,8 euro||||03/12/2013 16:29|
7639.4.2.2.27013|27013112|112 - 2 -  - Idoneità delle opere provvisionali|Idoneità delle opere provvisionali|C|0|1||arresto da due a quattro mesi||DD|2|Prima di reimpiegare elementi di ponteggi di qualsiasi tipo si deve provvedere alla loro verifica per eliminare quelli non ritenuti pi— idonei ai sensi dell'allegato XIX.|Datori di lavoro e dirigenti|5260,8|1096|||||Articolo 159-2-b|ammenda da 1096 a 5260,8 euro||||03/12/2013 16:29|
7639.4.2.2.27083|27083113|113 - 1 -  - SCALE|SCALE|C|0|1||arresto sino a due mesi||DD|1|Le scale fisse a gradini, destinate al normale accesso agli ambienti di lavoro, devono essere costruite e mantenute in modo da resistere ai carichi massimi derivanti da affollamento per situazioni di emergenza. I gradini devono avere pedata e alzata dimensionate a regola d'arte e larghezza adeguata alle esigenze del transito. Dette scale ed i relativi pianerottoli devono essere provvisti, sui lati aperti, di parapetto normale o di altra difesa equivalente. Le rampe delimitate da due pareti devono essere munite di almeno un corrimano.|Datori di lavoro e dirigenti|2192|548|||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.27116|27116116|116 - 3 - a - (Obblighi dei datori di lavoro concernenti l'impiego di sistemi di accesso e di POSIZIONAMENTO DELLE FUNI|(Obblighi dei datori di lavoro concernenti l'impiego di sistemi di accesso e di POSIZIONAMENTO DELLE FUNI|C|0|1||arresto sino a due mesi||DD|3|La formazione di cui al comma 2 ha carattere teorico-pratico e deve riguardarel'apprendimento delle tecniche operative e dell'uso dei dispositivi necessari|Datori di lavoro e dirigenti|2192|548|a||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.27117|27117116|116 - 3 - b - (Obblighi dei datori di lavoro concernenti l'impiego di sistemi di accesso e di POSZIONAMENTO DELLE FUNI|(Obblighi dei datori di lavoro concernenti l'impiego di sistemi di accesso e di POSZIONAMENTO DELLE FUNI|C|0|1||arresto sino a due mesi||DD|3|La formazione di cui al comma 2 ha carattere teorico-pratico e deve riguardare: l'utilizzo dei dispositivi di protezione individuale, loro caratteristiche tecniche, manutenzione, durata e conservazione.|Datori di lavoro e dirigenti|2192|548|b||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.27118|27118116|116 - 3 - c - Obblighi dei datori di lavoro concernenti l'impiego di sistemi di accesso e di POSIZIONAMENTO DELEL FUNI|Obblighi dei datori di lavoro concernenti l'impiego di sistemi di accesso e di POSIZIONAMENTO DELEL FUNI|C|0|1||arresto sino a due mesi||DD|3|La formazione di cui al comma 2 ha carattere teorico-pratico e deve riguardare: l'utilizzo dei dispositivi di protezione individuale, loro caratteristiche tecniche, manutenzione, durata e conservazione.|Datori di lavoro e dirigenti|2192|548|c||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.27119|27119116|116 - 3 - d - Obblighi dei datori di lavoro concernenti l'impiego di sistemi di accesso e di POSIZIONAMENTO DELEL FUNI|Obblighi dei datori di lavoro concernenti l'impiego di sistemi di accesso e di POSIZIONAMENTO DELEL FUNI|C|0|1||arresto sino a due mesi||DD|3|La formazione di cui al comma 2 ha carattere teorico-pratico e deve riguardare: gli elementi di primo soccorso -|Datori di lavoro e dirigenti|2192|548|d||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.27120|27120116|116 - 3 - e - Obblighi dei datori di lavoro concernenti l'impiego di sistemi di accesso e di POSIZIONAMENTO DELEL FUNI|Obblighi dei datori di lavoro concernenti l'impiego di sistemi di accesso e di POSIZIONAMENTO DELEL FUNI|C|0|1||arresto sino a due mesi||DD|3|La formazione di cui al comma 2 ha carattere teorico-pratico e deve riguardare: i rischi oggettivi e le misure di prevenzione e protezione -|Datori di lavoro e dirigenti|2192|548|e||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.27121|27121116|116 - 3 - f - Obblighi dei datori di lavoro concernenti l'impiego di sistemi di accesso e di POSIZIONAMENTO DELEL FUNI|Obblighi dei datori di lavoro concernenti l'impiego di sistemi di accesso e di POSIZIONAMENTO DELEL FUNI|C|0|1||arresto sino a due mesi||DD|3|La formazione di cui al comma 2 ha carattere teorico-pratico e deve riguardare: le procedure di salvataggio.|Datori di lavoro e dirigenti|2192|548|f||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.27122|27122116|116 - 4 -  - Obblighi dei datori di lavoro concernenti l'impiego di sistemi di accesso e di POSIZIONAMENTO DELEL FUNI|Obblighi dei datori di lavoro concernenti l'impiego di sistemi di accesso e di POSIZIONAMENTO DELEL FUNI|C|0|1||arresto sino a due mesi||DD|4|I soggetti formatori, la durata, gli indirizzi ed i requisiti minimi di validità dei corsi sono riportati nell'allegato XXI.|Datori di lavoro e dirigenti|2192|548|||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.27123|27123117|117 - 1 - a - Lavori in prossimità di parti attive|Lavori in prossimità di parti attive|C|0|1||arresto fino a sei mesi||DD|1|Ferme restando le disposizioni di cui all'articolo 83, quando occorre effettuare lavori in prossimità di linee elettriche o di impianti elettrici con parti attive non protette o che per circostanze particolari si debbano ritenere non sufficientemente protette, ferme restando le norme di buona tecnica, si deve rispettare almeno una delle seguenti precauzioni: mettere fuori tensione ed in sicurezza le parti attive per tutta la durata dei lavori -|Datori di lavoro e dirigenti|7014,4|2740|a||||Articolo 159-2-a|ammenda da 2740 a 7014,4 euro||||03/12/2013 16:29|
7639.4.2.2.27124|27124117|117 - 1 - b - Lavori in prossimità di parti attive|Lavori in prossimità di parti attive|C|0|1||arresto fino a sei mesi||DD|1|Ferme restando le disposizioni di cui all'articolo 83, quando occorre effettuare lavori in prossimità di linee elettriche o di impianti elettrici con parti attive non protette o che per circostanze particolari si debbano ritenere non sufficientemente protette, ferme restando le norme di buona tecnica, si deve rispettare almeno una delle seguenti precauzioni: mettere fuori tensione ed in sicurezza le parti attive per tutta la durata dei lavori -|Datori di lavoro e dirigenti|7014,4|2740|b||||Articolo 159-2-a|ammenda da 2740 a 7014,4 euro||||03/12/2013 16:29|
7639.4.2.2.27125|27125117|117 - 1 - c - Lavori in prossimità di parti attive|Lavori in prossimità di parti attive|C|0|1||arresto fino a sei mesi||DD|1|Ferme restando le disposizioni di cui all'articolo 83, quando occorre effettuare lavori in prossimità di linee elettriche o di impianti elettrici con parti attive non protette o che per circostanze particolari si debbano ritenere non sufficientemente protette, ferme restando le norme di buona tecnica, si deve rispettare almeno una delle seguenti precauzioni: tenere in permanenza, persone, macchine operatrici, apparecchi di sollevamento, ponteggi ed ogni altra attrezzatura a distanza di sicurezza.|Datori di lavoro e dirigenti|7014,4|2740|c||||Articolo 159-2-a|ammenda da 2740 a 7014,4 euro||||03/12/2013 16:29|
7639.4.2.2.27126|27126117|117 - 2 -  - Lavori in prossimità di parti attive|Lavori in prossimità di parti attive|C|0|1||arresto fino a sei mesi||DD|2|La distanza di sicurezza deve essere tale che non possano avvenire contatti diretti o scariche pericolose per le persone tenendo conto del tipo di lavoro, delle attrezzature usate e delle tensioni presenti e comunque la distanza di sicurezza non deve essere inferiore ai limiti di cui all'allegato IX o a quelli risultanti dall'applicazione delle pertinenti norme tecniche.|Datori di lavoro e dirigenti|7014,4|2740|||||Articolo 159-2-a|ammenda da 2740 a 7014,4 euro||||03/12/2013 16:29|
7639.4.2.2.27232|27232113|113 - 10 -  - SCALE|SCALE|C|0|1||arresto sino a due mesi||DD|10|E' ammessa la deroga alle disposizioni di carattere costruttivo di cui ai commi 3, 8 e 9 per le scale portatili conformi all'allegato XX.|Datori di lavoro e dirigenti|2192|548|||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.27233|27233114|114 - 1 -  - Protezione dei posti di lavoro|Protezione dei posti di lavoro|C|0|1||arresto fino a sei mesi||DD|1|Quando nelle immediate vicinanze dei ponteggi o del posto di caricamento e sollevamento dei materiali vengono impastati calcestruzzi e malte o eseguite altre operazioni a carattere continuativo il posto di lavoro deve essere protetto da un solido impalcato sovrastante, contro la caduta di materiali.|Datori di lavoro e dirigenti|7014,4|2740|||||Articolo 159-2-a|ammenda da 2740 a 7014,4 euro||||03/12/2013 16:29|
7639.4.2.2.27234|27234114|114 - 2 -  - Protezione dei posti di lavoro|Protezione dei posti di lavoro|C|0|1||arresto sino a due mesi||DD|2|Il posto di carico e di manovra degli argani a terra deve essere delimitato con barriera per impedire la permanenza ed il transito sotto i carichi.|Datori di lavoro e dirigenti|2192|548|||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.27235|27235114|114 - 3 -  - Protezione dei posti di lavoro|Protezione dei posti di lavoro|C|0|1||arresto sino a due mesi||DD|3|Nei lavori che possono dar luogo a proiezione di schegge, come quelli di spaccatura o scalpellatura di blocchi o pietre e simili, devono essere predisposti efficaci mezzi di protezione a difesa sia delle persone direttamente addette a tali lavori sia di coloro che sostano o transitano in vicinanza. Tali misure non sono richieste per i lavori di normale adattamento di pietrame nella costruzione di muratura comune.|Datori di lavoro e dirigenti|2192|548|||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.27236|27236115|115 - 3 -  - Sistemi di protezione contro le cadute dalL'ALTO|Sistemi di protezione contro le cadute dalL'ALTO|C|0|1||arresto sino a due mesi||DD|3|Il sistema di protezione deve essere assicurato, direttamente o mediante connettore lungo una guida o linea vita, a parti stabili delle opere fisse o provvisionali.|Datori di lavoro e dirigenti|2192|548|||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.27237|27237115|115 - 4 -  - Sistemi di protezione contro le cadute dalL'ALTO|Sistemi di protezione contro le cadute dalL'ALTO|C|0|1||arresto sino a due mesi||DD|4|Nei lavori su pali il lavoratore deve essere munito di ramponi o mezzi equivalenti e di idoneo dispositivo anticaduta.|Datori di lavoro e dirigenti|2192|548|||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.27238|27238116|116 - 1 - a - Obblighi dei datori di lavoro concernenti l'impiego di sistemi di accesso e di POSIZIONAMENTO DELLE FUNI|Obblighi dei datori di lavoro concernenti l'impiego di sistemi di accesso e di POSIZIONAMENTO DELLE FUNI|C|0|1||arresto sino a due mesi||DD|1|Il datore di lavoro impiega sistemi di accesso e di posizionamento mediante funi in conformità ai seguenti requisiti: sistema comprendente almeno due funi ancorate separatamente, una per l'accesso, la discesa e il sostegno, detta fune di lavoro, e l'altra con funzione di dispositivo ausiliario, detta fune di sicurezza. Ô ammesso l'uso di una fune in circostanze eccezionali in cui l'uso di una seconda fune rende il lavoro pi— pericoloso e se sono adottate misure adeguate per garantire la sicurezza -|Datori di lavoro e dirigenti|2192|548|a||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.27239|27239116|116 - 1 - b - Obblighi dei datori di lavoro concernenti l'impiego di sistemi di accesso e di POSIZIONAMENTO DELLE FUNI|Obblighi dei datori di lavoro concernenti l'impiego di sistemi di accesso e di POSIZIONAMENTO DELLE FUNI|C|0|1||arresto sino a due mesi||DD|1|Il datore di lavoro impiega sistemi di accesso e di posizionamento mediante funi in conformità ai seguenti requisiti: lavoratori dotati di un'adeguata imbracatura di sostegno collegata alla fune di sicurezza.|Datori di lavoro e dirigenti|2192|548|b||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.27240|27240116|116 - 1 - c - Obblighi dei datori di lavoro concernenti l'impiego di sistemi di accesso e di POSZIONAMENTO DELLE FUNI|Obblighi dei datori di lavoro concernenti l'impiego di sistemi di accesso e di POSZIONAMENTO DELLE FUNI|C|0|1||arresto sino a due mesi||DD|1|Il datore di lavoro impiega sistemi di accesso e di posizionamento mediante funi in conformità ai seguenti requisiti: fune di lavoro munita di meccanismi sicuri di ascesa e discesa e dotata di un sistema autobloccante volto a evitare la caduta nel caso in cui l'utilizzatore perda il controllo dei propri movimenti. La fune di sicurezza deve essere munita di un dispositivo mobile contro le cadute che segue gli spostamenti del lavoratore.|Datori di lavoro e dirigenti|2192|548|c||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.27241|27241116|116 - 1 - d - Obblighi dei datori di lavoro concernenti l'impiego di sistemi di accesso e di POSIZIONAMENTO DELLE FUNI|Obblighi dei datori di lavoro concernenti l'impiego di sistemi di accesso e di POSIZIONAMENTO DELLE FUNI|C|0|1||arresto sino a due mesi||DD|1|Il datore di lavoro impiega sistemi di accesso e di posizionamento mediante funi in conformità ai seguenti requisiti:attrezzi ed altri accessori utilizzati dai lavoratori, agganciati alla loro imbracatura di sostegno o al sedile o ad altro strumento idoneo.|Datori di lavoro e dirigenti|2192|548|d||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.27242|27242116|116 - 1 - e - Obblighi dei datori di lavoro concernenti l'impiego di sistemi di accesso e di POSZIONAMENTO DELLE FUNI|Obblighi dei datori di lavoro concernenti l'impiego di sistemi di accesso e di POSZIONAMENTO DELLE FUNI|C|0|1||arresto sino a due mesi||DD|1|Il datore di lavoro impiega sistemi di accesso e di posizionamento mediante funi in conformità  ai seguenti requisiti: lavori programmati e sorvegliati in modoadeguato, anche al fine di poter immediatamente soccorrere il lavoratore in caso di necessità. Il programma dei lavori definisce un piano di emergenza, le tipologie operative, i dispositivi di protezione individuale, le tecniche e le procedure operative, gli ancoraggi, il posizionamento degli operatori, i metodi di accesso, le squadre di lavoro e gli attrezzi di lavoro.|Datori di lavoro e dirigenti|2192|548|e||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.27243|27243116|116 - 1 - f - Obblighi dei datori di lavoro concernenti l'impiego di sistemi di accesso e di POSZIONAMENTO DELLE FUNI|Obblighi dei datori di lavoro concernenti l'impiego di sistemi di accesso e di POSZIONAMENTO DELLE FUNI|C|0|1||arresto sino a due mesi||DD|1|Il datore di lavoro impiega sistemi di accesso e di posizionamento mediante funi in conformità ai seguenti requisiti: il programma di lavoro deve essere disponibile presso i luoghi di lavoro ai fini della verifica da parte dell'organo di vigilanza competente per territorio di compatibilità ai criteri di cui all'articolo 111, commi 1 e 2.|Datori di lavoro e dirigenti|2192|548|f||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.27244|27244116|116 - 2 -  - Obblighi dei datori di lavoro concernenti l'impiego di sistemi di accesso e di POSIZIONAMENTO DELLE FUNI|Obblighi dei datori di lavoro concernenti l'impiego di sistemi di accesso e di POSIZIONAMENTO DELLE FUNI|C|0|1||arresto sino a due mesi||DD|2|Il datore di lavoro fornisce ai lavoratori interessati una formazione adeguata e mirata alle operazioni previste, in particolare in materia di procedure di salvataggio.|Datori di lavoro e dirigenti|2192|548|||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.27381|27381113|113 - 2 -  - SCALE|SCALE|C|0|1||arresto sino a due mesi||DD|2|Le scale a pioli di altezza superiore a m 5, fissate su pareti o incastellature verticali o aventi una inclinazione superiore a 75 gradi, devono essere provviste, a partire da m 2,50 dal pavimento o dai ripiani, di una solida gabbia metallica di protezione avente maglie o aperture di ampiezza tale da impedire la caduta accidentale della persona verso l'esterno. La parete della gabbia opposta al piano dei pioli non deve distare da questi pi— di cm 60. I pioli devono distare almeno 15 centimetri dalla parete alla quale sono applicati o alla quale la scala è fissata.Quando l'applicazione della gabbia alle scale costituisca intralcio all'esercizio o presenti notevoli difficoltà costruttive, devono essere adottate, in luogo della gabbia, altre misure di sicurezza atte ad evitare la caduta delle persone per un tratto superiore ad un metro.|Datori di lavoro e dirigenti|2192|548|||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
7639.4.2.2.27382|27382113|113 - 3 -  - SCALE|SCALE|C|0|1||arresto sino a due mesi||DD|3|Le scale semplici portatili (a mano) devono essere costruite con materiale adatto alle condizioni di impiego, devono essere sufficientemente resistenti nell'insieme e nei singoli elementi e devono avere dimensioni appropriate al loro uso. Dette scale, se di legno, devono avere i pioli fissati ai montanti mediante incastro. I pioli devono essere privi di nodi. Tali pioli devono essere trattenuti con tiranti in ferro applicati sotto i due pioli estremi -  nelle scale lunghe pi— di  4 metri deve essereapplicato anche un tirante intermedio. Ô vietato l'uso di scale che presentino listelli di legno chiodati sui montanti al posto dei pioli rotti. Esse devono inoltre essere provviste di: a) dispositivi antisdrucciolevoli alle estremità inferiori dei due montanti -  b) ganci di trattenuta o appoggi antisdrucciolevoli alle estremità superiori, quando sia necessario per assicurare la stabilità della scala.|Datori di lavoro e dirigenti|2192|548|||||Articolo 159-2-c|ammenda da 548 a 2192 euro||||03/12/2013 16:29|
