CODE|NAME
87.16.4|STRATIGRAFIA DELL'ARTICOLAZIONE TEMPOROMANDIBOLARE BILATERALE. Incluso esame diretto ed eventuale stratigrafia dinamica.
87.16.6|RX ARTICOLAZIONE TEMPOROMANDIBOLARE MONOLATERALE. La prestazione sostituisce cod. 87.16.1.
87.16.7|RX EMIMANDIBOLA. La prestazione sostituisce cod. 87.16.1.
87.17.2|RADIOGRAFIA DELLA SELLA TURCICA. (2 proiezioni)
87.17.3|CONTROLLO RADIOLOGICO DI DERIVAZIONI LIQUORALI. (2 proiezioni)
87.17.4|RX STANDARD DEL CRANIO -  La prestazione sostituisce cod. 87.17.1. Studio in anteroposteriore, laterolaterale e occipito
87.22|RADIOGRAFIA DELLA COLONNA CERVICALE. (2 proiezioni) Esame morfodinamico della colonna cervicale
87.23|RADIOGRAFIA DELLA COLONNA TORACICA (DORSALE). (2 proiezioni) Esame morfodinamico della colonna dorsale, rachide dorsale 
87.24|RADIOGRAFIA DELLA COLONNA LOMBOSACRALE. (2 proiezioni) Radiografia del rachide lombosacrale o sacrococcigeo, esame morfo
87.29|RADIOGRAFIA COMPLETA DELLA COLONNA. (2 proiezioni) Radiografia completa della colonna e del bacino sotto carico
87.35|GALATTOGRAFIA [ DUTTOGRAFIA, DUTTOGALATTOGRAFIA] MONOLATERALE.
87.36|ESAME CLINICO-STRUMENTALE DELLE MAMMELLE. Esame polifasico: visita senologica, ecografia mammaria e mammografia bilatera
87.37.1|MAMMOGRAFIA  BILATERALE. (2 proiezioni)
87.37.2|MAMMOGRAFIA MONOLATERALE. (2 proiezioni)
87.37.3|PNEUMOCISTIGRAFIA MAMMARIA.
87.38|FISTOLOGRAFIA DELLA PARETE TORACICA. (Minimo 2 radiogrammi)
87.41|TC DEL TORACE. [polmoni, aorta toracica, trachea, esofago, sterno, coste, mediastino].
87.41.1|TC DEL TORACE SENZA E CON MDC. [polmoni, aorta toracica, trachea, esofago, sterno, coste, mediastino].
87.42.1|TOMOGRAFIA [STRATIGRAFIA] TORACICA BILATERALE. Tomografia bilaterale polmonare
87.42.2|TOMOGRAFIA [STRATIGRAFIA] TORACICA MONOLATERALE. Tomografia monolaterale polmonare
87.42.3|TOMOGRAFIA [STRATIGRAFIA] DEL MEDIASTINO.
87.43.1|RADIOGRAFIA DI COSTE, STERNO E CLAVICOLA. (3 proiezioni) Scheletro toracico costale bilaterale
87.43.3|RX DELLO SCHELETRO COSTALE MONOLATERALE. La prestazione sostituisce cod. 87.43.2.
87.43.4|RX DELLO STERNO. La prestazione sostituisce cod. 87.43.2.
87.43.5|RX DELLA CLAVICOLA. La prestazione sostituisce cod. 87.43.2.
87.44.1|RX DEL TORACE. Radiografia standard del torace in 2 proiezioni posteroanteriore e laterolaterale
87.44.2|TELECUORE CON ESOFAGO BARITATO. (4 proiezioni)
87.49.1|RADIOGRAFIA DELLA  TRACHEA. (2 proiezioni) In caso di contemporanea esecuzione di stratigrafia della trachea codificare 
87.52|COLANGIOGRAFIA INTRAVENOSA. Incluso: esame diretto e tomografia delle vie biliari
87.54.1|COLANGIOGRAFIA TRANSCATETERE. Incluso esame diretto
87.59.1|COLECISTOGRAFIA. Incluso: esame diretto e prova di Bronner
87.61|RX COMPLETA DEL TUBO DIGERENTE CON MDC BARITATO O IDROSOLUBILE.
87.62|RX DEL TRATTO GASTROINTESTINALE SUPERIORE CON MDC SINGOLO BARITATO O IDROSOLUBILE. Studio seriato delle prime vie del tu
87.62.1|RX DELL'ESOFAGO CON MDC SINGOLO.
87.62.2|RX DELL'ESOFAGO CON DOPPIO MDC.
87.62.3|RX DELL'ESOFAGO, STOMACO E DUODENO CON DOPPIO MDC. Non associabile a 87.61, 87.62, 87.62.1, 87.62.2, 87.63, 87.64.1, 87.
87.63|STUDIO SERIATO DELL' INTESTINO TENUE CON MDC SINGOLO.
87.64.1|TEMPO DI TRANSITO INTESTINALE. La prestazione sostituisce cod. 87.64.
87.65.1|CLISMA OPACO SEMPLICE CON MDC BARITATO O IDROSOLUBILE.
87.65.2|CLISMA DEL COLON CON DOPPIO MDC.
87.65.3|CLISMA DEL TENUE CON DOPPIO MDC (con enteroclisi).
87.66|RADIOGRAFIA DEL PANCREAS CON CONTRASTO. Wirsungrafia
87.69.2|ANSOGRAMMA COLICO PER ATRESIA ANORETTALE.La prestazione sostituisce cod. 87.69.1.
87.69.3|DEFECOGRAFIA - La prestazione sostituisce cod. 87.69.1.
87.69.4|ENTEROCOLPOCISTODEFECOGRAFIA. La prestazione sostituisce cod. 87.69.1.
87.71|TOMOGRAFIA COMPUTERIZZATA (TC) DEI RENI. Incluso: Logge renali, surreni, logge surrenaliche, psoas, retroperitoneo, pelv
87.71.1|TOMOGRAFIA COMPUTERIZZATA (TC) DEI RENI, SENZA E CON MDC. Incluso: Logge renali, surreni, logge surrenaliche, psoas, ret
87.72|TOMOGRAFIA [STRATIGRAFIA] RENALE. Tomografia regioni renali, nefropielotomografia. Incluso: esame diretto.
87.73|UROGRAFIA ENDOVENOSA. Incluso: esame diretto, cistografia ed eventuale tomografia renale
87.74.1|PIELOGRAFIA RETROGRADA MONOLATERALE. (6 radiogrammi) Incluso: esame diretto
87.74.2|PIELOGRAFIA RETROGRADA BILATERALE. (8 radiogrammi) Incluso: esame diretto
87.75.1|PIELOGRAFIA TRANSPIELOSTOMICA MONOLATERALE. Incluso: esame diretto
87.76|CISTOURETROGRAFIA RETROGRADA E MINZIONALE.
87.76.1|CISTOURETROGRAFIA MINZIONALE.
87.77|CISTOGRAFIA. (4 radiogrammi) Incluso: esame diretto
87.77.1|CISTOGRAFIA CON DOPPIO CONTRASTO. (6 radiogrammi) Incluso: esame diretto
87.79|RADIOGRAFIA DELL' APPARATO URINARIO. Apparato urinario a vuoto (2 radiogrammi)
87.79.1|URETROGRAFIA. (3 radiogrammi)
87.83|ISTEROSALPINGOGRAFIA. (6 radiogrammi) Incluso:  esame diretto
87.83.1|ISTEROSALPINGOSONOGRAFIA. non associabile alla prestazione 87.83 e 87.83.2
87.83.2|ISTEROSONOGRAFIA. non associabile a 88.78.2
87.89.1|COLPOGRAFIA. (4 radiogrammi)
87.99.1|CAVERNOSOGRAFIA SEMPLICE.
87.99.2|CAVERNOSOGRAFIA  DINAMICA.
88.01.1|TOMOGRAFIA COMPUTERIZZATA (TC) DELL' ADDOME SUPERIORE. Incluso: Fegato e vie biliari, pancreas, milza, retroperitoneo, s
88.01.2|TOMOGRAFIA COMPUTERIZZATA (TC) DELL' ADDOME SUPERIORE, SENZA E CON MDC. Incluso: Fegato e vie biliari, pancreas, milza, 
88.01.3|TOMOGRAFIA COMPUTERIZZATA (TC) DELL' ADDOME INFERIORE. Incluso: Pelvi, colon e retto, vescica, utero e annessi o prostat
88.01.4|TOMOGRAFIA COMPUTERIZZATA (TC) DELL' ADDOME INFERIORE, SENZA E CON CONTRASTO. Incluso: Pelvi, colon e retto, vescica, ut
88.01.5|TC DELL' ADDOME COMPLETO. Non associabile a cod.88.01.1 e cod. 88.01.3
88.01.6|TC DELL' ADDOME COMPLETO SENZA E CON MDC. Non associabile a cod. 88.01.2 e cod. 88.01.4
88.01.8|TC [CLISMA TC] TENUE (con enteroclisi) SENZA E CON MDC. Incluso eventuale studio dell'addome extraintestinale. Non assoc
88.01.9|TC COLON, SENZA E CON MDC. Incluso eventuale studio dell'addome extraintestinale e Colonscopia virtuale. Non associabile
88.02.1|TC UROGRAFIA. Incluso eventuale studio dell'addome extraurinario. Non associabile a 88.01.1 , 88.01.2,  88.01.3,  88.01.
88.03.1|FISTOLOGRAFIA DELLA PARETE ADDOMINALE E/O DELL' ADDOME. (4 radiogrammi)
88.03.2|FISTOLOGRAFIA.
88.04|LINFOGRAFIA ADDOMINALE.
88.19|RX DIRETTA DELL' ADDOME [RX DELL'ADDOME] [RX APPARATO URINARIO A VUOTO].
88.21.1|RX DELLO STRETTO TORACICO SUPERIORE - STUDIO DELLA CLAVICOLA E DELL'ARTICOLAZIONE STERNOCLAVEARE. La prestazione sostitu
88.21.2|RX DELLA SPALLA. La prestazione sostituisce cod. 88.21.
88.21.3|RX DEL BRACCIO. La prestazione sostituisce cod. 88.21.
88.22.1|RX DEL GOMITO. La prestazione sostituisce cod. 88.22.
88.22.2|RX DELL'AVAMBRACCIO. La prestazione sostituisce cod. 88.22.
88.23.1|RX DEL POLSO. La prestazione sostituisce cod. 88.23.
88.23.2|RX DELLA MANO comprese le dita.  La prestazione sostituisce cod. 88.23.
88.25|PELVIMETRIA.
88.26.1|RX DI BACINO E ARTICOLAZIONI SACROILIACHE. La prestazione sostituisce cod. 88.26.
88.26.2|RX DELL'ANCA. La prestazione sostituisce cod. 88.26.
88.27.1|RX DEL FEMORE. La prestazione sostituisce cod. 88.27.
88.27.2|RX DEL GINOCCHIO. La prestazione sostituisce cod. 88.27.
88.27.3|RX DELLA GAMBA. La prestazione sostituisce cod. 88.27.
88.28.1|RX DELLA CAVIGLIA. La prestazione sostituisce cod. 88.28.
88.28.2|RX DEL PIEDE [CALCAGNO] comprese le dita. La prestazione sostituisce cod. 88.28.
88.29.1|RADIOGRAFIA COMPLETA DEGLI ARTI INFERIORI E DEL BACINO SOTTO CARICO.
88.29.2|RADIOGRAFIA  ASSIALE DELLA ROTULA. (3 proiezioni)
88.31|RADIOGRAFIA DELLO SCHELETRO IN TOTO. [Scheletro per patologia sistemica]
88.31.1|RADIOGRAFIA COMPLETA DEL LATTANTE.
88.32|ARTROGRAFIA CON CONTRASTO. (4 proiezioni) Escluso: quella dell' articolazione temporomandibolare (87.13.1, 87.13.2)
88.33.1|STUDIO DELL' ETA' OSSEA. (1 proiezione) polso-mano o ginocchia
88.33.2|TOMOGRAFIA [STRATIGRAFIA] DI SEGMENTO SCHELETRICO.
88.35.1|FISTOLOGRAFIA DELL' ARTO SUPERIORE. (Minimo 2 radiogrammi)
88.37.1|FISTOLOGRAFIA DELL' ARTO INFERIORE. (Minimo 2 radiogrammi)
88.38.3|TOMOGRAFIA COMPUTERIZZATA  (TC) DELL' ARTO SUPERIORE
88.38.4|TOMOGRAFIA COMPUTERIZZATA  (TC) DELL' ARTO SUPERIORE, SENZA E CON CONTRASTO
88.38.5|TC DI BACINO E ARTICOLAZIONI SACROILIACHE.
88.38.8|ARTRO TC. Spalla o gomito o ginocchio
88.38.9|TC TOTAL BODY PER STADIAZIONE ONCOLOGICA SENZA E CON MDC. Almeno tre distretti anatomici
88.38.A|TC DEL RACHIDE E DELLO SPECO VERTEBRALE CERVICALE. La prestazione sostituisce cod. 88.38.1. Incluso eventuale valutazion
88.38.B|TC DEL RACHIDE E DELLO SPECO VERTEBRALE TORACICO. La prestazione sostituisce cod. 88.38.1. Incluso eventuale valutazione
88.38.C|TC DEL RACHIDE E DELLO SPECO VERTEBRALE LOMBOSACRALE E DEL SACRO COCCIGE. La prestazione sostituisce cod. 88.38.1. Inclu
88.38.D|TC DEL RACHIDE E DELLO SPECO VERTEBRALE CERVICALE SENZA E CON MDC.La prestazione sostituisce cod. 88.38.2. Incluso event
88.38.E|TC DEL RACHIDE E DELLO SPECO VERTEBRALE TORACICO SENZA E CON MDC. La prestazione sostituisce cod. 88.38.2. Incluso event
88.38.F|TC DEL RACHIDE E DELLO SPECO VERTEBRALE LOMBOSACRALE E DEL SACRO COCCIGE SENZA E CON MDC.  La prestazione sostituisce co
88.38.N|TC DI SPALLA E BRACCIO. La prestazione sostituisce cod.88.38.3.
88.38.P|TC DI GOMITO E AVAMBRACCIO. La prestazione sostituisce cod.88.38.3.
88.38.Q|TC DI POLSO E MANO. La prestazione sostituisce cod.88.38.3.
88.38.X|TC DI SPALLA E BRACCIO SENZA E CON MDC. La prestazione sostituisce cod. 88.38.4.
88.38.Y|TC DI GOMITO E AVAMBRACCIO SENZA E CON MDC. La prestazione sostituisce cod. 88.38.4.
88.38.Z|TC DI POLSO E MANO SENZA E CON MDC. La prestazione sostituisce cod. 88.38.4.
88.39.1|LOCALIZZAZIONE RADIOLOGICA CORPO ESTRANEO. (2 proiezioni)
88.39.2|TC DELL'ARTICOLAZIONE COXOFEMORALE[articolazione coxo-femorale, femore].La prestazione sostituisce cod.88.38.6.
88.39.8|TC DI GINOCCHIO E GAMBA. La prestazione sostituisce cod.88.38.6.
88.39.9|TC DI CAVIGLIA E PIEDE. La prestazione sostituisce cod.88.38.6.
88.39.A|TC DELL'ARTICOLAZIONE COXOFEMORALE SENZA E CON MDC. La prestazione sostituisce cod.88.38.7.
88.39.G|TC DI GINOCCHIO E GAMBA SENZA E CON MDC. La prestazione sostituisce cod.88.38.7.
88.39.H|TC DI CAVIGLIA E PIEDE SENZA E CON MDC. La prestazione sostituisce cod.88.38.7.
88.41.1|ANGIO TC DEI VASI INTRACRANICI. Non associabile a 88.41.2 e 88.41.3
88.41.2|ANGIO TC DEI VASI DEL COLLO [CAROTIDI]. Non associabile a88.41.1 e  88.41.3
88.41.3|ANGIO TC DEI VASI INTRACRANICI E DEL COLLO [CAROTIDI]. Non associabile a 88.41.1 e 88.41.2
88.42.1|AORTOGRAFIA TORACICA. Angiografia digitale arteriosa dell' aorta e dell' arco aortico  e origine dei vasi epiaortici
88.42.2|AORTOGRAFIA ADDOMINALE. Angiografia digitale dell' aorta addominale
88.43|ANGIO TC DEL CIRCOLO POLMONARE.
88.44.1|ANGIO TC DELL'AORTA TORACICA. Non associabile a 88.47.1 e 88.47.2
88.45|ANGIO TC DELLE ARTERIE RENALI. Non associabile a 88.45.1
88.45.1|ANGIO TC DI AORTA ADDOMINALE E ARTERIE RENALI. Non associabile a 88.45 e 88.47.1
88.47.1|ANGIO TC DELL'AORTA ADDOMINALE E VASI VISCERALI. Non associabile a 88.44.1 e 88.47.2
88.47.2|ANGIO TC DELL'AORTA TORACO ADDOMINALE. Non associabile a  88.44.1 e 88.47.1
88.48|ARTERIOGRAFIA MONOLATERALE DELL' ARTO INFERIORE.
88.48.1|ANGIO TC DEGLI ARTI INFERIORI. Inclusa l'aorta addominale sottorenale. Non associabile a 88.47.1
88.49.2|ANGIO TC DEGLI ARTI SUPERIORI.
88.60.1|FLEBOGRAFIA  SPINALE. Cervicale, dorsale, lombare
88.61.1|FLEBOGRAFIA ORBITARIA.
88.61.2|FLEBOGRAFIA GIUGULARE.
88.63.1|CAVOGRAFIA SUPERIORE.
88.63.2|FLEBOGRAFIA MONOLATERALE DELL' ARTO SUPERIORE.
88.65.1|CAVOGRAFIA INFERIORE.
88.65.2|FLEBOGRAFIA RENALE.
88.65.3|FLEBOGRAFIA ILIACA. Bilaterale
88.65.4|FLEBOGRAFIA SPERMATICA.
88.66.1|FLEBOGRAFIA MONOLATERALE DELL'ARTO INFERIORE.
88.66.2|FLEBOGRAFIA BILATERALE DELL'ARTO INFERIORE.
88.71.1|ECOENCEFALOGRAFIA. Ecografia transfontanellare
88.71.2|STUDIO DOPPLER TRANSCRANICO. Con analisi spettrale dopo prova fisica o farmacologica
88.71.3|ECOCOLORDOPPLER TRANSCRANICO.
88.71.4|DIAGNOSTICA ECOGRAFICA DEL CAPO E DEL COLLO. Ecografia di: ghiandole salivari maggiori, tiroide, paratiroidi, strutture 
88.72.1|ECOGRAFIA CARDIACA Ecocardiografia mono e bidimensionale. Non associabile a 88.72.2; 88.72.3
88.72.2|ECO(COLOR)DOPPLERGRAFIA CARDIACA A riposo. Non associabile a 88.72.1; 88.72.3
88.72.3|ECO(COLOR)DOPPLERGRAFIA CARDIACA A riposo e dopo prova fisica o farmacologica. Non associabile a 88.72.1; 88.72.2
88.72.4|ECO(COLOR)DOPPLERGRAFIA CARDIACA TRANSESOFAGEA. Ecocardiografia transesofagea
88.72.5|ECO(COLOR)DOPPLERGRAFIA CARDIACA FETALE.
88.72.6|ECO(COLOR)DOPPLERGRAFIA CARDIACA SENZA e CON MDC A riposo. Non associabile a 88.72.1, 88.72.2
88.73.1|ECOGRAFIA BILATERALE DELLA MAMMELLA. Incluso ecografia del cavo ascellare.
88.73.2|ECOGRAFIA MONOLATERALE DELLA MAMMELLA. Incluso ecografia del cavo ascellare.
88.73.3|ECOGRAFIA  POLMONARE.
88.73.4|ECO(COLOR)DOPPLER DELLA MAMMELLA.
88.73.5|ECO(COLOR)DOPPLERGRAFIA DEI TRONCHI SOVRAAORTICI. Incluso: carotidi, vertebrali, tronco anonimo e succlavia. A riposo o 
88.73.7|ECOCOLORDOPPLER PARATIROIDI.
88.73.Z|ECO(COLOR)DOPPLERGRAFIA DEI VASI VENOSI DEL COLLO. Incluso: giugulari,succlavie, vene anonime.
88.74.1|ECOGRAFIA DELL' ADDOME SUPERIORE. Incluso: fegato, vie biliari, colecisti, asse venoso spleno-portale, pancreas, milza, 
88.74.6|STUDIO ECOGRAFICO DEL TEMPO DI SVUOTAMENTO GASTRICO. La prestazione sostituisce cod. 88.74.2. Incluso eventuale integraz
88.74.7|STUDIO ECOGRAFICO DEL REFLUSSO GASTROESOFAGEO. La prestazione sostituisce cod. 88.74.2. Incluso eventuale integrazione C
88.74.8|ECOGRAFIA DELLE VIE DIGESTIVE. La prestazione sostituisce cod. 88.74.3. Incluso eventuale integrazione Colordoppler
88.74.9|ECOCOLORDOPPLER ARTERIE RENALI. La prestazione sostituisce cod. 88.74.5. Studio ipertensione renovascolare. Incluso indi
88.74.A|ECOCOLORDOPPLER VASI SPLANCNICI. La prestazione sostituisce cod. 88.74.4. Incluso valutazione morfologica ed indici qual
88.75.1|ECOGRAFIA DELL'ADDOME INFERIORE. Incluso: reni e surreni, ureteri, vescica, prostata, pelvi maschile o femminile ed ecog
88.75.2|ECO(COLOR)DOPPLER DELL'ADDOME INFERIORE. Vescica e pelvi maschile o femminile, Ecografia ostetrica o ginecologica con fl
88.76.1|ECOGRAFIA DELL'ADDOME COMPLETO. Non associabile a 88.74.1, 88.75.1
88.76.3|ECOCOLORDOPPLER DEI GROSSI VASI ADDOMINALI ARTERIOSI O VENOSI. Escluso vasi viscerali. La prestazione sostituisce cod. 8
88.76.4|ECOCOLORDOPPLER DEI GROSSI VASI ADDOMINALI ARTERIOSI O VENOSI SENZA E CON MDC. Escluso vasi viscerali.
88.76.5|ECOCOLORDOPPLER VASI VISCERALI. La prestazione sostituisce cod. 88.76.2.
88.76.6|ECOCOLORDOPPLER VASI VISCERALI CON MDC.
88.77.1|ECOGRAFIA DEGLI ARTI SUPERIORI O INFERIORI O DISTRETTUALE, ARTERIOSA O VENOSA. A riposo o dopo prova fisica o farmacolog
88.77.3|(LASER)DOPPLERGRAFIA DEGLI ARTI SUPERIORI O INFERIORI.
88.77.4|ECOCOLORDOPPLER DEGLI ARTI INFERIORI ARTERIOSO O VENOSO. A riposo.La prestazione sostituisce cod.88.77.2. Inclusa valuta
88.77.5|ECOCOLORDOPPLER DEGLI ARTI INFERIORI ARTERIOSO O VENOSO. La prestazione sostituisce cod.88.77.2. A riposo e dopo prova f
88.77.6|ECOCOLORDOPPLER DEGLI ARTI SUPERIORI ARTERIOSO O VENOSO. La prestazione sostituisce cod.88.77.2. A riposo. Inclusa valut
88.77.7|ECOCOLORDOPPLER DEGLI ARTI SUPERIORI ARTERIOSO O VENOSO.La prestazione sostituisce cod.88.77.2. A riposo e dopo prova fi
88.78|ECOGRAFIA OSTETRICA.
88.78.1|MONITORAGGIO ECOGRAFICO DEL CICLO OVULATORIO 
88.78.2|ECOGRAFIA GINECOLOGICA. con sonda addominale o transvaginale. Incluso: eventuale Ecocolordoppler. Non associabile a 88.7
88.78.3|ECOGRAFIA OSTETRICA MORFOLOGICA. Prestazione da codificare solamente se eseguita nel secondo trimestre di gravidanza. No
88.79.1|ECOGRAFIA DELLA CUTE E DEL TESSUTO SOTTOCUTANEO. Studio delle parti molli. Per singolo distretto.  Inclusa eventuale int
88.79.2|ECOGRAFIA DELLE ANCHE NEL NEONATO.
88.79.3|ECOGRAFIA MUSCOLOTENDINEA E OSTEOARTICOLARE. Per singola articolazione o distretto muscolare. Inclusa eventuale integraz
88.79.4|ECOGRAFIA TRANSESOFAGEA DEL TORACE.
88.79.5|ECOGRAFIA DEL PENE.
88.79.6|ECOGRAFIA SCROTALE. Incluso testicoli e annessi testicolari. Incluso eventuale integrazione colordoppler. Non associabil
88.79.7|ECOGRAFIA TRANSVAGINALE.
88.79.8|ECOGRAFIA TRANSRETTALE. Incluso ecografia dell'addome inferiore. Incluso eventuale integrazione colordoppler. Non associ
88.79.9|ECOGRAFIA REGIONE INGUINO-CRURALE. Incluso eventuale integrazione colordoppler
88.79.A|ECOGRAFIA PARETE ADDOMINALE. Studio di ernia o diastasi muscolare. Incluso eventuale integrazione colordoppler
88.79.D|ECOCOLORDOPPLER PENIENO DINAMICO CON STIMOLAZIONE FARMACOLOGICA.  Sostituisce cod. 88.75.3. Incluso valutazione morfolog
88.79.E|ECOCOLORDOPPLER SCROTALE. Studio di varicocele e torsione testicolare. Incluso valutazione morfologica ed indici qualita
88.79.F|ECOGRAFIA ENDOANALE. Incluso eventuale integrazione colordoppler
88.79.G|ECOGRAFIA PROSTATICA TRANSRETTALE. Incluso ecografia dell'addome inferiore. Incluso eventuale integrazione colordoppler.
88.79.H|ECOGRAFIA ORGANO MIRATA CON MDC. Inclusa eventuale integrazione color doppler.
88.79.J|MDC ECOGRAFICO IN CORSO DI ESAME DI BASE. Codificare in caso di somministrazione di MDC Ecografico
88.79.K|ECOGRAFIA DELLE ANSE INTESTINALI. Non associabile a 88.74.1, 88.75.1  e 88.76.1
88.83.1|TELETERMOGRAFIA OSTEOARTICOLARE. Scheletro in toto e colonna
88.85|TELETERMOGRAFIA DELLA MAMMELLA. Bilaterale
88.89|TELETERMOGRAFIA PARTI MOLLI.
88.90.1|EVENTUALE TOMOGRAFIA [STRATIGRAFIA] CONTEMPORANEA AD ESAME  DI. Ghiandole salivari (87.09.1)  Trachea (87.49.1)
88.90.3|TOMOGRAFIA COMPUTERIZZATA (TC) DEL RACHIDE E DELLO SPECO VERTEBRALE. Spazio intersomatico o metamero aggiuntivo in corso
88.90.4|RM DI RICOSTRUZIONE TRIDIMENSIONALE TC. La prestazione sotituisce cod. 88.90.2.
88.91.1|RM DI ENCEFALO E TRONCO ENCEFALICO, GIUNZIONE CRANIO SPINALE E RELATIVO DISTRETTO VASCOLARE.
88.91.2|RM DI ENCEFALO E TRONCO ENCEFALICO, GIUNZIONE CRANIO SPINALE E RELATIVO DISTRETTO VASCOLARE SENZA E CON MDC.
88.91.3|RISONANZA MAGNETICA NUCLEARE (RM) DEL MASSICCIO FACCIALE. [sella turcica, orbite, rocche petrose, articolazioni temporom
88.91.4|RISONANZA MAGNETICA NUCLEARE (RM) DEL MASSICCIO FACCIALE SENZA E CON MDC. [sella turcica, orbite, rocche petrose, artico
88.91.5|ANGIO-RM DEL DISTRETTO VASCOLARE INTRACRANICO.
88.91.6|RISONANZA MAGNETICA NUCLEARE (RM) DEL COLLO. [faringe, laringe, parotidi-ghiandole salivari, tiroide-paratiroidi] Inclus
88.91.7|RISONANZA MAGNETICA NUCLEARE (RM) DEL COLLO SENZA E CON MDC. [faringe, laringe, parotidi-ghiandole salivari, tiroide-par
88.91.8|ANGIO-RM DEI VASI DEL COLLO.
88.91.N|ANGIO RM DEL DISTRETTO VASCOLARE INTRACRANICO SENZA E CON MDC.
88.91.P|ANGIO RM DEI VASI DEL COLLO SENZA E CON MDC.
88.91.Q|RM FLUSSIMETRIA LIQUORALE QUANTITATIVA. con tecnica a contrasto di fase
88.91.R|RM FLUSSIMETRIA LIQUORALE QUANTITATIVA ASSOCIATA AD ESAME DI BASE.
88.91.S|RM STUDI FUNZIONALI ATTIVAZIONE CORTICALE.
88.92|RM DEL TORACE. [mediastino, esofago, polmoni, parete toracica] Incluso: relativo distretto vascolare
88.92.1|RM DEL TORACE SENZA E CON MDC. [mediastino, esofago, polmoni, parete toracica] Incluso: relativo distretto vascolare
88.92.2|ANGIO-RM DEL  DISTRETTO TORACICO.
88.92.3|CINE RM DEL CUORE.
88.92.4|CINE RM DEL CUORE SENZA E CON MDC.
88.92.5|CINE RM DEL CUORE. Senza e con stress funzionale
88.92.8|RISONANZA MAGNETICA NUCLEARE (RM) DELLA MAMMELLA. Mono e/o Bilaterale.
88.92.9|RM MAMMARIA MONO E/O BILATERALE SENZA E CON MDC - Sostituisce 88.92.7.
88.92.A|ANGIO RM DEL DISTRETTO TORACICO SENZA E CON MDC.
88.92.B|ANGIO RM CORONARICA.
88.93.2|ANGIO-RM RACHIDE CERVICALE
88.93.4|RM DEL RACHIDE LOMBOSACRALE. La prestazione sostituisce cod. 88.93.
88.93.5|RM DEL RACHIDE SACROCOCCIGEO. La prestazione sostituisce cod. 88.93.
88.93.7|RM DEL RACHIDE CERVICALE SENZA E CON MDC. La prestazione sostituisce cod.88.93.1.
88.93.8|RM DEL RACHIDE DORSALE SENZA E CON MDC.  La prestazione sostituisce cod.88.93.1.
88.93.9|RM DEL RACHIDE LOMBO-SACRALE SENZA E CON MDC.  La prestazione sostituisce cod.88.93.1.
88.93.A|RM DEL RACHIDE SACROCOCCIGEO SENZA E CON MDC. La prestazione sostituisce cod.88.93.1.
88.93.V|RM DEL RACHIDE CERVICALE. La prestazione sostituisce cod. 88.93.
88.93.Z|RM DEL RACHIDE DORSALE.La prestazione sostituisce cod. 88.93.
88.94.4|RM DELLA SPALLA. La prestazione sostituisce cod. 88.94.1. Incluso parti molli, distretto vascolare.
88.94.5|RM DEL BRACCIO. Incluso parti molli, distretto vascolare La prestazione sostituisce cod.88.94.1.
88.94.6|RM DEL GOMITO. Incluso parti molli, distretto vascolare. La prestazione sostituisce cod.88.94.1.
88.94.7|RM DELL'AVAMBRACCIO. Incluso parti molli, distretto vascolare. La prestazione sostituisce cod.88.94.1.
88.94.8|RM DEL POLSO. Incluso parti molli, distretto vascolare. La prestazione sostituisce cod.88.94.1.
88.94.9|RM DELLA MANO. Incluso parti molli, distretto vascolare. La prestazione sostituisce cod.88.94.1.
88.94.A|RM DEL BACINO. Incluso parti molli, distretto vascolare. La prestazione sostituisce cod.88.94.1.
88.94.B|RM DELL'ARTICOLAZIONE COXOFEMORALE MONO E/O BILATERALE. Incluso parti molli, distretto vascolare. La prestazione sostitu
88.94.C|RM DELLA COSCIA [RM DEL FEMORE]. Incluso parti molli, distretto vascolare. La prestazione sostituisce cod.88.94.1.
88.94.D|RM DEL GINOCCHIO. Incluso parti molli, distretto vascolare. La prestazione sostituisce cod.88.94.1.
88.94.E|RM DELLA GAMBA. Incluso parti molli, distretto vascolare. La prestazione sostituisce cod.88.94.1.
88.94.F|RM DELLA CAVIGLIA. Incluso parti molli, distretto vascolare. La prestazione sostituisce cod.88.94.1.
88.94.G|RM DEL PIEDE. Incluso parti molli, distretto vascolare. La prestazione sostituisce cod.88.94.1.
88.94.H|RM DELLA SPALLA SENZA E CON MDC. Incluso parti molli, distretto vascolare. La prestazione sostituisce cod.88.94.2.
88.94.J|RM DEL BRACCIO SENZA E CON MDC. Incluso parti molli, distretto vascolare. La prestazione sostituisce cod.88.94.2.
88.94.K|RM DEL GOMITO SENZA E CON MDC. Incluso parti molli, distretto vascolare. La prestazione sostituisce cod.88.94.2.
88.94.L|RM DELL'AVAMBRACCIO SENZA E CON MDC. Incluso parti molli, distretto vascolare. La prestazione sostituisce cod.88.94.2.
88.94.M|RM DEL POLSO SENZA E CON MDC. Incluso parti molli, distretto vascolare. La prestazione sostituisce cod.88.94.2.
88.94.N|RM DELLA MANO SENZA E CON MDC. Incluso parti molli, distretto vascolare. La prestazione sostituisce cod.88.94.2.
88.94.P|RM DEL BACINO SENZA E CON MDC. Incluso parti molli, distretto vascolare. La prestazione sostituisce cod.88.94.2.
