#CODEVALUEMODEL=CodeValueIcd9|CODESYSTEMID=2.16.840.1.113883.6.103|CODESYSTEMNAME=ICD9DIAG|CODESYSTEMDISPLAYNAME=ICD9DIAG|VERSION=0|DESCRIPTION=ICD9DIAG|LANGUAGE=it|AUTHORITYNAME=Insiel Mercato|AUTHORITYDESCRIPTION=Insiel Mercato|AUTHORITYCONTACTINFORMATION=Insiel Mercato|VALIDFROM=23/01/2013 10:03||||
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|KEYWORDS|EXTENSION[classification]|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|RELATION[CodeValuePhi]|VALID FROM|VALID TO
10.616.1.0_V0|616.10|616.10|Vaginite e vulvovaginite, non specificate|C|0|1|||||Vaginite e vulvovaginite, non specificate||22/04/2010 17:44|
10.616.1.1_V0|616.11|616.11|Vaginite e vulvovaginite in malattie classificate altrove|C|0|1|||||Vaginite e vulvovaginite in malattie classificate altrove||22/04/2010 17:44|
10.616.2_V0|616.2|616.2|Cisti della ghiandola del Bartolini|C|0|1|||||Cisti della ghiandola del Bartolini||22/04/2010 17:44|
10.616.3_V0|616.3|616.3|Ascesso della ghiandola del Bartolini|C|0|1|||||Ascesso della ghiandola del Bartolini||22/04/2010 17:44|
10.616.4_V0|616.4|616.4|Altri ascessi della vulva|C|0|1|||||Altri ascessi della vulva||22/04/2010 17:44|
10.616.5_V0|616.5|616.5|Ulcerazione della vulva|S|0|1|||||Ulcerazione della vulva||22/04/2010 17:44|
10.616.5.0_V0|616.50|616.50|Ulcerazione della vulva, non specificata|C|0|1|||||Ulcerazione della vulva, non specificata||22/04/2010 17:44|
10.616.5.1_V0|616.51|616.51|Ulcerazione della vulva in malattie classificate altrove|C|0|1|||||Ulcerazione della vulva in malattie classificate altrove||22/04/2010 17:44|
10.616.8_V0|616.8|616.8|Altre malattie infiammatorie specificate della cervice, della vagina e della vulva|S|0|1|||||Altre malattie infiammatorie specificate della cervice, della vagina e della vulva||22/04/2010 17:44|
10.616.8.1_V0|616.81|616.81|Mucosite (ulcerativa) della cervice, della vagina e della vulva|C|0|1|||||Mucosite (ulcerativa) della cervice, della vagina e della vulva||22/04/2010 17:44|
10.616.8.9_V0|616.89|616.89|Altre malattie infiammatorie della cervice, della vagina e della vulva|C|0|1|||||Altre malattie infiammatorie della cervice, della vagina e della vulva||22/04/2010 17:44|
10.616.9_V0|616.9|616.9|Malattia infiammatoria non specificata della cervice, della vagina e della vulva|C|0|1|||||Malattia infiammatoria non specificata della cervice, della vagina e della vulva||22/04/2010 17:44|
10.617_V0|617|617|Endometriosi|S|0|1|||||Endometriosi||22/04/2010 17:44|
10.617.0_V0|617.0|617.0|Endometriosi dell’utero|C|0|1|||||Endometriosi dell’utero||22/04/2010 17:44|
10.617.1_V0|617.1|617.1|Endometriosi dell’ovaio|C|0|1|||||Endometriosi dell’ovaio||22/04/2010 17:44|
10.617.2_V0|617.2|617.2|Endometriosi della tuba di Falloppio|C|0|1|||||Endometriosi della tuba di Falloppio||22/04/2010 17:44|
10.617.3_V0|617.3|617.3|Endometriosi del peritoneo pelvico|C|0|1|||||Endometriosi del peritoneo pelvico||22/04/2010 17:44|
10.617.4_V0|617.4|617.4|Endometriosi del setto retto-vaginale e della vagina|C|0|1|||||Endometriosi del setto retto-vaginale e della vagina||22/04/2010 17:44|
10.617.5_V0|617.5|617.5|Endometriosi dell’intestino|C|0|1|||||Endometriosi dell’intestino||22/04/2010 17:44|
10.617.6_V0|617.6|617.6|Endometriosi in cicatrici cutanee|C|0|1|||||Endometriosi in cicatrici cutanee||22/04/2010 17:44|
10.617.8_V0|617.8|617.8|Endometriosi di altre sedi specificate|C|0|1|||||Endometriosi di altre sedi specificate||22/04/2010 17:44|
10.617.9_V0|617.9|617.9|Endometriosi, a sede non specificata|C|0|1|||||Endometriosi, a sede non specificata||22/04/2010 17:44|
10.618_V0|618|618|Prolasso genitale|S|0|1|||||Prolasso genitale||22/04/2010 17:44|
10.618.0_V0|618.0|618.0|Prolasso delle pareti vaginali senza menzione di prolasso uterino|S|0|1|||||Prolasso delle pareti vaginali senza menzione di prolasso uterino||22/04/2010 17:44|
10.618.0.0_V0|618.00|618.00|Prolasso delle pareti vaginali, non specificato|C|0|1|||||Prolasso delle pareti vaginali, non specificato||22/04/2010 17:44|
10.618.0.1_V0|618.01|618.01|Cistocele, della linea mediana|C|0|1|||||Cistocele, della linea mediana||22/04/2010 17:44|
10.618.0.2_V0|618.02|618.02|Cistocele, laterale|C|0|1|||||Cistocele, laterale||22/04/2010 17:44|
10.618.0.3_V0|618.03|618.03|Uretrocele|C|0|1|||||Uretrocele||22/04/2010 17:44|
10.618.0.4_V0|618.04|618.04|Rettocele|C|0|1|||||Rettocele||22/04/2010 17:44|
10.618.0.5_V0|618.05|618.05|Perineocele|C|0|1|||||Perineocele||22/04/2010 17:44|
10.618.0.9_V0|618.09|618.09|Altro prolasso delle pareti vaginali senza menzione di prolasso uterino|C|0|1|||||Altro prolasso delle pareti vaginali senza menzione di prolasso uterino||22/04/2010 17:44|
10.618.1_V0|618.1|618.1|Prolasso uterino senza menzione di prolasso delle pareti vaginali|C|0|1|||||Prolasso uterino senza menzione di prolasso delle pareti vaginali||22/04/2010 17:44|
10.618.2_V0|618.2|618.2|Prolasso utero-vaginale, incompleto|C|0|1|||||Prolasso utero-vaginale, incompleto||22/04/2010 17:44|
10.618.3_V0|618.3|618.3|Prolasso utero-vaginale, completo|C|0|1|||||Prolasso utero-vaginale, completo||22/04/2010 17:44|
10.618.4_V0|618.4|618.4|Prolasso utero-vaginale, non specificato|C|0|1|||||Prolasso utero-vaginale, non specificato||22/04/2010 17:44|
10.618.5_V0|618.5|618.5|Prolasso della cupola vaginale dopo isterectomia|C|0|1|||||Prolasso della cupola vaginale dopo isterectomia||22/04/2010 17:44|
10.618.6_V0|618.6|618.6|Enterocele vaginale congenito o acquisito|C|0|1|||||Enterocele vaginale congenito o acquisito||22/04/2010 17:44|
10.618.7_V0|618.7|618.7|Pregressa lacerazione dei muscoli del pavimento pelvico|C|0|1|||||Pregressa lacerazione dei muscoli del pavimento pelvico||22/04/2010 17:44|
10.618.8_V0|618.8|618.8|Altro prolasso genitale specificato|S|0|1|||||Altro prolasso genitale specificato||22/04/2010 17:44|
10.618.8.1_V0|618.81|618.81|Incompetenza o indebolimento del tessuto pubocervicale|C|0|1|||||Incompetenza o indebolimento del tessuto pubocervicale||22/04/2010 17:44|
10.618.8.2_V0|618.82|618.82|Incompetenza o indebolimento del tessuto rettovaginale|C|0|1|||||Incompetenza o indebolimento del tessuto rettovaginale||22/04/2010 17:44|
10.618.8.3_V0|618.83|618.83|Atrofia della muscolatura pelvica|C|0|1|||||Atrofia della muscolatura pelvica||22/04/2010 17:44|
10.618.8.4_V0|618.84|618.84|Prolasso del moncone cervicale|C|0|1|||||Prolasso del moncone cervicale||22/04/2010 17:44|
10.618.8.9_V0|618.89|618.89|Altro prolasso genitale specificato|C|0|1|||||Altro prolasso genitale specificato||22/04/2010 17:44|
10.618.9_V0|618.9|618.9|Prolasso genitale non specificato|C|0|1|||||Prolasso genitale non specificato||22/04/2010 17:44|
10.619_V0|619|619|Fistola che interessa il tratto genitale femminile|S|0|1|||||Fistola che interessa il tratto genitale femminile||22/04/2010 17:44|
10.619.0_V0|619.0|619.0|Fistola urogenitale, femminile|C|0|1|||||Fistola urogenitale, femminile||22/04/2010 17:44|
10.619.1_V0|619.1|619.1|Fistola del tratto entero-genitale femminile|C|0|1|||||Fistola del tratto entero-genitale femminile||22/04/2010 17:44|
10.619.2_V0|619.2|619.2|Fistola del tratto genito-cutaneo femminile|C|0|1|||||Fistola del tratto genito-cutaneo femminile||22/04/2010 17:44|
10.619.8_V0|619.8|619.8|Altre fistole specificate che comprendono il tratto genitale femminile|C|0|1|||||Altre fistole specificate che comprendono il tratto genitale femminile||22/04/2010 17:44|
10.619.9_V0|619.9|619.9|Fistola non specificata che comprende il tratto genitale femminile|C|0|1|||||Fistola non specificata che comprende il tratto genitale femminile||22/04/2010 17:44|
10.620_V0|620|620|Patologie non infiammatorie dell’ovaio, della salpinge e del legamento largo|S|0|1|||||Patologie non infiammatorie dell’ovaio, della salpinge e del legamento largo||22/04/2010 17:44|
10.620.0_V0|620.0|620.0|Cisti follicolare dell’ovaio|C|0|1|||||Cisti follicolare dell’ovaio||22/04/2010 17:44|
10.620.1_V0|620.1|620.1|Cisti luteinica o ematoma|C|0|1|||||Cisti luteinica o ematoma||22/04/2010 17:44|
10.620.2_V0|620.2|620.2|Altra cisti ovarica non specificata|C|0|1|||||Altra cisti ovarica non specificata||22/04/2010 17:44|
10.620.3_V0|620.3|620.3|Atrofia acquisita dell’ovaio e della salpinge|C|0|1|||||Atrofia acquisita dell’ovaio e della salpinge||22/04/2010 17:44|
10.620.4_V0|620.4|620.4|Prolasso o ernia dell’ovaio e della salpinge|C|0|1|||||Prolasso o ernia dell’ovaio e della salpinge||22/04/2010 17:44|
10.620.5_V0|620.5|620.5|Torsione dell’ovaio, del peduncolo ovarico o della salpinge|C|0|1|||||Torsione dell’ovaio, del peduncolo ovarico o della salpinge||22/04/2010 17:44|
10.620.6_V0|620.6|620.6|Sindrome da lacerazione del legamento largo|C|0|1|||||Sindrome da lacerazione del legamento largo||22/04/2010 17:44|
10.620.7_V0|620.7|620.7|Ematoma del legamento largo|C|0|1|||||Ematoma del legamento largo||22/04/2010 17:44|
10.620.8_V0|620.8|620.8|Altre patologie non infiammatorie dell’ovaio, della salpinge e del legamento largo|C|0|1|||||Altre patologie non infiammatorie dell’ovaio, della salpinge e del legamento largo||22/04/2010 17:44|
10.620.9_V0|620.9|620.9|Patologia non infiammatoria non specificata dell’ovaio, della salpinge e del legamento largo|C|0|1|||||Patologia non infiammatoria non specificata dell’ovaio, della salpinge e del legamento largo||22/04/2010 17:44|
10.621_V0|621|621|Patologie dell’utero non classificate altrove|S|0|1|||||Patologie dell’utero non classificate altrove||22/04/2010 17:44|
10.621.0_V0|621.0|621.0|Polipo del corpo dell’utero|C|0|1|||||Polipo del corpo dell’utero||22/04/2010 17:44|
10.621.1_V0|621.1|621.1|Subinvoluzione cronica dell’utero|C|0|1|||||Subinvoluzione cronica dell’utero||22/04/2010 17:44|
10.621.2_V0|621.2|621.2|Ipertrofia dell’utero|C|0|1|||||Ipertrofia dell’utero||22/04/2010 17:44|
10.621.3_V0|621.3|621.3|Iperplasia endometriale|S|0|1|||||Iperplasia endometriale||22/04/2010 17:44|
10.621.3.0_V0|621.30|621.30|Iperplasia endometriale non specificata|C|0|1|||||Iperplasia endometriale non specificata||22/04/2010 17:44|
10.621.3.1_V0|621.31|621.31|Iperplasia endometriale semplice senza atipia|C|0|1|||||Iperplasia endometriale semplice senza atipia||22/04/2010 17:44|
10.621.3.2_V0|621.32|621.32|Iperplasia endometriale complessa senza atipia|C|0|1|||||Iperplasia endometriale complessa senza atipia||22/04/2010 17:44|
10.621.3.3_V0|621.33|621.33|Iperplasia endometriale con atipia|C|0|1|||||Iperplasia endometriale con atipia||22/04/2010 17:44|
10.621.4_V0|621.4|621.4|Ematometra|C|0|1|||||Ematometra||22/04/2010 17:44|
10.621.5_V0|621.5|621.5|Sinechie intrauterine|C|0|1|||||Sinechie intrauterine||22/04/2010 17:44|
10.621.6_V0|621.6|621.6|Malposizione dell’utero|C|0|1|||||Malposizione dell’utero||22/04/2010 17:44|
10.621.7_V0|621.7|621.7|Inversione cronica dell’utero|C|0|1|||||Inversione cronica dell’utero||22/04/2010 17:44|
10.621.8_V0|621.8|621.8|Altre patologie specificate dell’utero, non classificate altrove|C|0|1|||||Altre patologie specificate dell’utero, non classificate altrove||22/04/2010 17:44|
10.621.9_V0|621.9|621.9|Patologia non specificata dell’utero|C|0|1|||||Patologia non specificata dell’utero||22/04/2010 17:44|
10.622_V0|622|622|Patologie non infiammatorie della cervice|S|0|1|||||Patologie non infiammatorie della cervice||22/04/2010 17:44|
10.622.0_V0|622.0|622.0|Erosione ed ectropion della cervice|C|0|1|||||Erosione ed ectropion della cervice||22/04/2010 17:44|
10.622.1_V0|622.1|622.1|Displasia della cervice uterina|S|0|1|||||Displasia della cervice uterina||22/04/2010 17:44|
10.622.1.0_V0|622.10|622.10|Displasia della cervice non specificata|C|0|1|||||Displasia della cervice non specificata||22/04/2010 17:44|
10.622.1.1_V0|622.11|622.11|Displasia cervicale lieve|C|0|1|||||Displasia cervicale lieve||22/04/2010 17:44|
10.622.1.2_V0|622.12|622.12|Displasia cervicale moderata|C|0|1|||||Displasia cervicale moderata||22/04/2010 17:44|
10.622.2_V0|622.2|622.2|Leucoplachia della cervice uterina|C|0|1|||||Leucoplachia della cervice uterina||22/04/2010 17:44|
10.622.3_V0|622.3|622.3|Pregressa lacerazione della cervice|C|0|1|||||Pregressa lacerazione della cervice||22/04/2010 17:44|
10.622.4_V0|622.4|622.4|Restringimento e stenosi della cervice|C|0|1|||||Restringimento e stenosi della cervice||22/04/2010 17:44|
10.622.5_V0|622.5|622.5|Insufficienza della cervice|C|0|1|||||Insufficienza della cervice||22/04/2010 17:44|
10.622.6_V0|622.6|622.6|Allungamento ipertrofico della cervice|C|0|1|||||Allungamento ipertrofico della cervice||22/04/2010 17:44|
10.622.7_V0|622.7|622.7|Polipo mucoso della cervice|C|0|1|||||Polipo mucoso della cervice||22/04/2010 17:44|
10.622.8_V0|622.8|622.8|Altre patologie specificate non infiammatorie della cervice:|C|0|1|||||Altre patologie specificate non infiammatorie della cervice:||22/04/2010 17:44|
10.622.9_V0|622.9|622.9|Patologia non specificata non infiammatoria della cervice|C|0|1|||||Patologia non specificata non infiammatoria della cervice||22/04/2010 17:44|
10.623_V0|623|623|Patologie non infiammatorie della vagina|S|0|1|||||Patologie non infiammatorie della vagina||22/04/2010 17:44|
10.623.0_V0|623.0|623.0|Displasia della vagina|C|0|1|||||Displasia della vagina||22/04/2010 17:44|
10.623.1_V0|623.1|623.1|Leucoplachia della vagina|C|0|1|||||Leucoplachia della vagina||22/04/2010 17:44|
10.623.2_V0|623.2|623.2|Restringimento o atresia della vagina|C|0|1|||||Restringimento o atresia della vagina||22/04/2010 17:44|
10.623.3_V0|623.3|623.3|Restringimento dell’anello imenale|C|0|1|||||Restringimento dell’anello imenale||22/04/2010 17:44|
10.623.4_V0|623.4|623.4|Pregressa lacerazione vaginale|C|0|1|||||Pregressa lacerazione vaginale||22/04/2010 17:44|
10.623.5_V0|623.5|623.5|Leucorrea, non specificata se infettiva|C|0|1|||||Leucorrea, non specificata se infettiva||22/04/2010 17:44|
10.623.6_V0|623.6|623.6|Ematoma vaginale|C|0|1|||||Ematoma vaginale||22/04/2010 17:44|
10.623.7_V0|623.7|623.7|Polipo della vagina|C|0|1|||||Polipo della vagina||22/04/2010 17:44|
10.623.8_V0|623.8|623.8|Altre patologie specificate non infiammatorie della vagina|C|0|1|||||Altre patologie specificate non infiammatorie della vagina||22/04/2010 17:44|
10.623.9_V0|623.9|623.9|Patologia non specificata non infiammatoria della vagina|C|0|1|||||Patologia non specificata non infiammatoria della vagina||22/04/2010 17:44|
10.624_V0|624|624|Patologie non infiammatorie della vulva e del perineo|S|0|1|||||Patologie non infiammatorie della vulva e del perineo||22/04/2010 17:44|
10.624.0_V0|624.0|624.0|Distrofia della vulva|C|0|1|||||Distrofia della vulva||22/04/2010 17:44|
10.624.1_V0|624.1|624.1|Atrofia della vulva|C|0|1|||||Atrofia della vulva||22/04/2010 17:44|
10.624.2_V0|624.2|624.2|Ipertrofia del clitoride|C|0|1|||||Ipertrofia del clitoride||22/04/2010 17:44|
10.624.3_V0|624.3|624.3|Ipertrofia delle labbra|C|0|1|||||Ipertrofia delle labbra||22/04/2010 17:44|
10.624.4_V0|624.4|624.4|Pregressa lacerazione o cicatrice vulvare|C|0|1|||||Pregressa lacerazione o cicatrice vulvare||22/04/2010 17:44|
10.624.5_V0|624.5|624.5|Ematoma della vulva|C|0|1|||||Ematoma della vulva||22/04/2010 17:44|
10.624.6_V0|624.6|624.6|Polipo delle labbra e della vulva|C|0|1|||||Polipo delle labbra e della vulva||22/04/2010 17:44|
10.624.8_V0|624.8|624.8|Altre patologie specificate non infiammatorie della vulva e del perineo|C|0|1|||||Altre patologie specificate non infiammatorie della vulva e del perineo||22/04/2010 17:44|
10.624.9_V0|624.9|624.9|Patologia non specificata non infiammatoria della vulva e del perineo|C|0|1|||||Patologia non specificata non infiammatoria della vulva e del perineo||22/04/2010 17:44|
10.625_V0|625|625|Dolore e altri sintomi associati agli organi genitali femminili|S|0|1|||||Dolore e altri sintomi associati agli organi genitali femminili||22/04/2010 17:44|
10.625.0_V0|625.0|625.0|Dispareunia|C|0|1|||||Dispareunia||22/04/2010 17:44|
10.625.1_V0|625.1|625.1|Vaginismo|C|0|1|||||Vaginismo||22/04/2010 17:44|
10.625.2_V0|625.2|625.2|Dolore di meta' ciclo|C|0|1|||||Dolore di meta' ciclo||22/04/2010 17:44|
10.625.3_V0|625.3|625.3|Dismenorrea|C|0|1|||||Dismenorrea||22/04/2010 17:44|
10.625.4_V0|625.4|625.4|Sindromi da tensione premestruale|C|0|1|||||Sindromi da tensione premestruale||22/04/2010 17:44|
10.625.5_V0|625.5|625.5|Sindrome da congestione pelvica|C|0|1|||||Sindrome da congestione pelvica||22/04/2010 17:44|
10.625.6_V0|625.6|625.6|Incontinenza urinaria da sforzo nella donna|C|0|1|||||Incontinenza urinaria da sforzo nella donna||22/04/2010 17:44|
10.625.8_V0|625.8|625.8|Altri sintomi specificati associati agli organi genitali femminili|C|0|1|||||Altri sintomi specificati associati agli organi genitali femminili||22/04/2010 17:44|
10.625.9_V0|625.9|625.9|Sintomo non specificato associato agli organi genitali femminili|C|0|1|||||Sintomo non specificato associato agli organi genitali femminili||22/04/2010 17:44|
10.626_V0|626|626|Disordini mestruali ed altri sanguinamenti anomali del tratto genitale femminile|S|0|1|||||Disordini mestruali ed altri sanguinamenti anomali del tratto genitale femminile||22/04/2010 17:44|
10.626.0_V0|626.0|626.0|Assenza di mestruazioni|C|0|1|||||Assenza di mestruazioni||22/04/2010 17:44|
10.626.1_V0|626.1|626.1|Mestruazioni scarse o rare|C|0|1|||||Mestruazioni scarse o rare||22/04/2010 17:44|
10.626.2_V0|626.2|626.2|Mestruazioni abbondanti o frequenti|C|0|1|||||Mestruazioni abbondanti o frequenti||22/04/2010 17:44|
10.626.3_V0|626.3|626.3|Sanguinamento in epoca puberale|C|0|1|||||Sanguinamento in epoca puberale||22/04/2010 17:44|
10.626.4_V0|626.4|626.4|Irregolarita' del ciclo mestruale|C|0|1|||||Irregolarita' del ciclo mestruale||22/04/2010 17:44|
10.626.5_V0|626.5|626.5|Sanguinamento in fase ovulatoria|C|0|1|||||Sanguinamento in fase ovulatoria||22/04/2010 17:44|
10.626.6_V0|626.6|626.6|Metrorragia|C|0|1|||||Metrorragia||22/04/2010 17:44|
10.626.7_V0|626.7|626.7|Sanguinamento postcoitale|C|0|1|||||Sanguinamento postcoitale||22/04/2010 17:44|
10.626.8_V0|626.8|626.8|Altri disordini mestruali ed altri sanguinamenti anomali del tratto genitale femminile|C|0|1|||||Altri disordini mestruali ed altri sanguinamenti anomali del tratto genitale femminile||22/04/2010 17:44|
10.626.9_V0|626.9|626.9|Disordini mestruali ed altri sanguinamenti anomali del tratto genitale femminile non specificati|C|0|1|||||Disordini mestruali ed altri sanguinamenti anomali del tratto genitale femminile non specificati||22/04/2010 17:44|
10.627_V0|627|627|Patologie menopausali e postmenopausali|S|0|1|||||Patologie menopausali e postmenopausali||22/04/2010 17:44|
10.627.0_V0|627.0|627.0|Menorragia premenopausale|C|0|1|||||Menorragia premenopausale||22/04/2010 17:44|
10.627.1_V0|627.1|627.1|Sanguinamento postmenopausale|C|0|1|||||Sanguinamento postmenopausale||22/04/2010 17:44|
10.627.2_V0|627.2|627.2|Manifestazioni sintomatiche menopausali o del climaterio femminile|C|0|1|||||Manifestazioni sintomatiche menopausali o del climaterio femminile||22/04/2010 17:44|
10.627.3_V0|627.3|627.3|Vaginite atrofica postmenopausale|C|0|1|||||Vaginite atrofica postmenopausale||22/04/2010 17:44|
10.627.4_V0|627.4|627.4|Manifestazioni sintomatiche associate alla menopausa indotta|C|0|1|||||Manifestazioni sintomatiche associate alla menopausa indotta||22/04/2010 17:44|
10.627.8_V0|627.8|627.8|Altre patologie specificate menopausali e postmenopausali|C|0|1|||||Altre patologie specificate menopausali e postmenopausali||22/04/2010 17:44|
10.627.9_V0|627.9|627.9|Altri disturbi non specificati menopausali e postmenopausali|C|0|1|||||Altri disturbi non specificati menopausali e postmenopausali||22/04/2010 17:44|
10.628_V0|628|628|Infertilita' femminile|S|0|1|||||Infertilita' femminile||22/04/2010 17:44|
10.628.0_V0|628.0|628.0|Infertilita' femminile, associata ad anovulatorieta'|C|0|1|||||Infertilita' femminile, associata ad anovulatorieta'||22/04/2010 17:44|
10.628.1_V0|628.1|628.1|Infertilita' femminile, di origine ipofisaria-ipotalamica|C|0|1|||||Infertilita' femminile, di origine ipofisaria-ipotalamica||22/04/2010 17:44|
10.628.2_V0|628.2|628.2|Infertilita' femminile, di origine tubarica|C|0|1|||||Infertilita' femminile, di origine tubarica||22/04/2010 17:44|
10.628.3_V0|628.3|628.3|Infertilita' femminile, di origine uterina|C|0|1|||||Infertilita' femminile, di origine uterina||22/04/2010 17:44|
10.628.4_V0|628.4|628.4|Infertilita' femminile, di origine cervicale o vaginale|C|0|1|||||Infertilita' femminile, di origine cervicale o vaginale||22/04/2010 17:44|
10.628.8_V0|628.8|628.8|Infertilita' femminile, di altra origine specificata|C|0|1|||||Infertilita' femminile, di altra origine specificata||22/04/2010 17:44|
10.628.9_V0|628.9|628.9|Infertilita' femminile, di origine non specificata|C|0|1|||||Infertilita' femminile, di origine non specificata||22/04/2010 17:44|
10.629_V0|629|629|Altre patologie degli organi genitali femminili|S|0|1|||||Altre patologie degli organi genitali femminili||22/04/2010 17:44|
10.629.0_V0|629.0|629.0|Ematocele, nella donna, non classificato altrove|C|0|1|||||Ematocele, nella donna, non classificato altrove||22/04/2010 17:44|
10.629.1_V0|629.1|629.1|Idrocele del canale di Nuck|C|0|1|||||Idrocele del canale di Nuck||22/04/2010 17:44|
10.629.2_V0|629.2|629.2|Mutilazione genitale femminile|S|0|1|||||Mutilazione genitale femminile||22/04/2010 17:44|
10.629.2.0_V0|629.20|629.20|Mutilazione genitale femminile, non specificata|C|0|1|||||Mutilazione genitale femminile, non specificata||22/04/2010 17:44|
10.629.2.1_V0|629.21|629.21|Mutilazione genitale femminile di tipo I|C|0|1|||||Mutilazione genitale femminile di tipo I||22/04/2010 17:44|
10.629.2.2_V0|629.22|629.22|Mutilazione genitale femminile di tipo II|C|0|1|||||Mutilazione genitale femminile di tipo II||22/04/2010 17:44|
10.629.2.3_V0|629.23|629.23|Mutilazione genitale femminile di tipo|C|0|1|||||Mutilazione genitale femminile di tipo||22/04/2010 17:44|
10.629.2.9_V0|629.29|629.29|Altre mutilazioni dei genitali femminili|C|0|1|||||Altre mutilazioni dei genitali femminili||22/04/2010 17:44|
10.629.8_V0|629.8|629.8|Altre patologie specificate degli organi genitali femminili|S|0|1|||||Altre patologie specificate degli organi genitali femminili||22/04/2010 17:44|
10.629.8.1_V0|629.81|629.81|Aborto abituale senza gravidanza in atto|C|0|1|||||Aborto abituale senza gravidanza in atto||22/04/2010 17:44|
10.629.8.9_V0|629.89|629.89|Altri disordini specificati degli organi genitali femminili|C|0|1|||||Altri disordini specificati degli organi genitali femminili||22/04/2010 17:44|
10.629.9_V0|629.9|629.9|Patologia non specificata degli organi genitali femminili|C|0|1|||||Patologia non specificata degli organi genitali femminili||22/04/2010 17:44|
11_V0|11|11|Complicazioni della gravidanza, del parto e del puerperio (630-677)|S|0|1|||||Complicazioni della gravidanza, del parto e del puerperio (630-677)||22/04/2010 17:44|
11.630_V0|630|630|Mola idatiforme|C|0|1|||||Mola idatiforme||22/04/2010 17:44|
11.631_V0|631|631|Altri prodotti del concepimento anomali|C|0|1|||||Altri prodotti del concepimento anomali||22/04/2010 17:44|
11.632_V0|632|632|Aborto ritenuto|C|0|1|||||Aborto ritenuto||22/04/2010 17:44|
11.633_V0|633|633|Gravidanza ectopica|S|0|1|||||Gravidanza ectopica||22/04/2010 17:44|
11.633.0_V0|633.0|633.0|Gravidanza addominale|S|0|1|||||Gravidanza addominale||22/04/2010 17:44|
11.633.0.0_V0|633.00|633.00|Gravidanza addominale senza gravidanza intrauterina|C|0|1|||||Gravidanza addominale senza gravidanza intrauterina||22/04/2010 17:44|
11.633.0.1_V0|633.01|633.01|Gravidanza addominale con gravidanza intrauterina|C|0|1|||||Gravidanza addominale con gravidanza intrauterina||22/04/2010 17:44|
11.633.1_V0|633.1|633.1|Gravidanza tubarica|S|0|1|||||Gravidanza tubarica||22/04/2010 17:44|
11.633.1.0_V0|633.10|633.10|Gravidanza tubarica senza gravidanza intrauterina|C|0|1|||||Gravidanza tubarica senza gravidanza intrauterina||22/04/2010 17:44|
11.633.1.1_V0|633.11|633.11|Gravidanza tubarica con gravidanza intrauterina|C|0|1|||||Gravidanza tubarica con gravidanza intrauterina||22/04/2010 17:44|
11.633.2_V0|633.2|633.2|Gravidanza ovarica|S|0|1|||||Gravidanza ovarica||22/04/2010 17:44|
11.633.2.0_V0|633.20|633.20|Gravidanza ovarica senza gravidanza intrauterina|C|0|1|||||Gravidanza ovarica senza gravidanza intrauterina||22/04/2010 17:44|
11.633.2.1_V0|633.21|633.21|Gravidanza ovarica con gravidanza intrauterina|C|0|1|||||Gravidanza ovarica con gravidanza intrauterina||22/04/2010 17:44|
11.633.8_V0|633.8|633.8|Altre gravidanze ectopiche|S|0|1|||||Altre gravidanze ectopiche||22/04/2010 17:44|
11.633.8.0_V0|633.80|633.80|Altre gravidanze ectopiche senza gravidanza intrauterina|C|0|1|||||Altre gravidanze ectopiche senza gravidanza intrauterina||22/04/2010 17:44|
11.633.8.1_V0|633.81|633.81|Altre gravidanze ectopiche con gravidanza intrauterina|C|0|1|||||Altre gravidanze ectopiche con gravidanza intrauterina||22/04/2010 17:44|
11.633.9_V0|633.9|633.9|Gravidanza ectopica non specificata|S|0|1|||||Gravidanza ectopica non specificata||22/04/2010 17:44|
11.633.9.0_V0|633.90|633.90|Gravidanza ectopica non specificata senza gravidanza intrauterina|C|0|1|||||Gravidanza ectopica non specificata senza gravidanza intrauterina||22/04/2010 17:44|
11.633.9.1_V0|633.91|633.91|Gravidanza ectopica non specificata con gravidanza intrauterina|C|0|1|||||Gravidanza ectopica non specificata con gravidanza intrauterina||22/04/2010 17:44|
11.634_V0|634|634|Aborto spontaneo|S|0|1|||||Aborto spontaneo||22/04/2010 17:44|
11.634.0_V0|634.0|634.0|Aborto spontaneo complicato da infezione del tratto genitale e pelvico|S|0|1|||||Aborto spontaneo complicato da infezione del tratto genitale e pelvico||22/04/2010 17:44|
11.634.0.0_V0|634.00|634.00|Aborto spontaneo complicato da infezione del tratto genitale e pelvico, non specificato se completo o incompleto|C|0|1|||||Aborto spontaneo complicato da infezione del tratto genitale e pelvico, non specificato se completo o incompleto||22/04/2010 17:44|
11.634.0.1_V0|634.01|634.01|Aborto spontaneo complicato da infezione del tratto genitale e pelvico, incompleto|C|0|1|||||Aborto spontaneo complicato da infezione del tratto genitale e pelvico, incompleto||22/04/2010 17:44|
11.634.0.2_V0|634.02|634.02|Aborto spontaneo complicato da infezione del tratto genitale e pelvico, completo|C|0|1|||||Aborto spontaneo complicato da infezione del tratto genitale e pelvico, completo||22/04/2010 17:44|
