#CODEVALUEMODEL=CodeValueIcd9|CODESYSTEMID=2.16.840.1.113883.6.104|CODESYSTEMNAME=ICD9PROC|CODESYSTEMDISPLAYNAME=ICD9 PRESTAZIONI|VERSION=2002|DESCRIPTION=ICD9 Procedure Codes|LANGUAGE=it|AUTHORITYNAME=National Center for Health Statistics|AUTHORITYDESCRIPTION=World Health Organization|AUTHORITYCONTACTINFORMATION=http://www.cdc.gov/nchs/icd9.htm|VALIDFROM=22/04/2010 10:22
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|RELATION[CodeValuePhi]|VALID FROM|VALID TO
77.8.3_V2002|77.83|Altra osteotomia parziale del radio e dell'ulna|Altra osteotomia parziale del radio e dell'ulna|C|0|1|||Altra osteotomia parziale del radio e dell'ulna||22/04/2010 10:22|
77.8.4_V2002|77.84|Altra osteotomia parziale del carpo e del metacarpo|Altra osteotomia parziale del carpo e del metacarpo|C|0|1|||Altra osteotomia parziale del carpo e del metacarpo||22/04/2010 10:22|
77.8.5_V2002|77.85|Altra osteotomia parziale del femore|Altra osteotomia parziale del femore|C|0|1|||Altra osteotomia parziale del femore||22/04/2010 10:22|
77.8.6_V2002|77.86|Altra osteotomia parziale della rotula|Altra osteotomia parziale della rotula|C|0|1|||Altra osteotomia parziale della rotula||22/04/2010 10:22|
77.8.7_V2002|77.87|Altra osteotomia parziale della tibia e della fibula|Altra osteotomia parziale della tibia e della fibula|C|0|1|||Altra osteotomia parziale della tibia e della fibula||22/04/2010 10:22|
77.8.8_V2002|77.88|Altra osteotomia parziale del tarso e del metatarso|Altra osteotomia parziale del tarso e del metatarso|C|0|1|||Altra osteotomia parziale del tarso e del metatarso||22/04/2010 10:22|
77.8.9_V2002|77.89|Altra osteotomia parziale di altre ossa|Altra osteotomia parziale di altre ossa|C|0|1|||Altra osteotomia parziale di altre ossa||22/04/2010 10:22|
77.9_V2002|77.9|Ostectomia totale|Ostectomia totale|S|0|1|||Ostectomia totale||22/04/2010 10:22|
77.9.0_V2002|77.90|Ostectomia totale in sede non specificata|Ostectomia totale in sede non specificata|C|0|1|||Ostectomia totale in sede non specificata||22/04/2010 10:22|
77.9.1_V2002|77.91|Ostectomia totale della scapola, della clavicola e del torace (coste e sterno)|Ostectomia totale della scapola, della clavicola e del torace (coste e sterno)|C|0|1|||Ostectomia totale della scapola, della clavicola e del torace (coste e sterno)||22/04/2010 10:22|
77.9.2_V2002|77.92|Ostectomia totale dell'omero|Ostectomia totale dell'omero|C|0|1|||Ostectomia totale dell'omero||22/04/2010 10:22|
77.9.3_V2002|77.93|Ostectomia totale del radio e dell'ulna|Ostectomia totale del radio e dell'ulna|C|0|1|||Ostectomia totale del radio e dell'ulna||22/04/2010 10:22|
77.9.4_V2002|77.94|Ostectomia totale del carpo e del metacarpo|Ostectomia totale del carpo e del metacarpo|C|0|1|||Ostectomia totale del carpo e del metacarpo||22/04/2010 10:22|
77.9.5_V2002|77.95|Ostectomia totale del femore|Ostectomia totale del femore|C|0|1|||Ostectomia totale del femore||22/04/2010 10:22|
77.9.6_V2002|77.96|Ostectomia totale della rotula|Ostectomia totale della rotula|C|0|1|||Ostectomia totale della rotula||22/04/2010 10:22|
77.9.7_V2002|77.97|Ostectomia totale della tibia e della fibula|Ostectomia totale della tibia e della fibula|C|0|1|||Ostectomia totale della tibia e della fibula||22/04/2010 10:22|
77.9.8_V2002|77.98|Ostectomia totale del tarso e del metatarso|Ostectomia totale del tarso e del metatarso|C|0|1|||Ostectomia totale del tarso e del metatarso||22/04/2010 10:22|
77.9.9_V2002|77.99|Ostectomia totale di altre ossa, escluse quelle facciali|Ostectomia totale di altre ossa, escluse quelle facciali|C|0|1|||Ostectomia totale di altre ossa, escluse quelle facciali||22/04/2010 10:22|
78_V2002|-|Altri interventi sulle ossa ad eccezione di quelle facciali|Altri interventi sulle ossa ad eccezione di quelle facciali|T|0|1|||Altri interventi sulle ossa ad eccezione di quelle facciali||22/04/2010 10:22|
78.0_V2002|78.0|Innesto osseo|Innesto osseo|S|0|1|||Innesto osseo||22/04/2010 10:22|
78.0.0_V2002|78.00|Innesto osseo, sede non specificata|Innesto osseo, sede non specificata|C|0|1|||Innesto osseo, sede non specificata||22/04/2010 10:22|
78.0.1_V2002|78.01|Innesto osseo di scapola, clavicola e torace (coste e sterno)|Innesto osseo di scapola, clavicola e torace (coste e sterno)|C|0|1|||Innesto osseo di scapola, clavicola e torace (coste e sterno)||22/04/2010 10:22|
78.0.2_V2002|78.02|Innesto osseo dell'omero|Innesto osseo dell'omero|C|0|1|||Innesto osseo dell'omero||22/04/2010 10:22|
78.0.3_V2002|78.03|Innesto osseo del radio e dell'ulna|Innesto osseo del radio e dell'ulna|C|0|1|||Innesto osseo del radio e dell'ulna||22/04/2010 10:22|
78.0.4_V2002|78.04|Innesto osseo del carpo e del metacarpo|Innesto osseo del carpo e del metacarpo|C|0|1|||Innesto osseo del carpo e del metacarpo||22/04/2010 10:22|
78.0.5_V2002|78.05|Innesto osseo del femore|Innesto osseo del femore|C|0|1|||Innesto osseo del femore||22/04/2010 10:22|
78.0.6_V2002|78.06|Innesto osseo della rotula|Innesto osseo della rotula|C|0|1|||Innesto osseo della rotula||22/04/2010 10:22|
78.0.7_V2002|78.07|Innesto osseo della tibia e fibula|Innesto osseo della tibia e fibula|C|0|1|||Innesto osseo della tibia e fibula||22/04/2010 10:22|
78.0.8_V2002|78.08|Innesto osseo del tarso e del metatarso|Innesto osseo del tarso e del metatarso|C|0|1|||Innesto osseo del tarso e del metatarso||22/04/2010 10:22|
78.0.9_V2002|78.09|Innesto osseo di altre ossa|Innesto osseo di altre ossa|C|0|1|||Innesto osseo di altre ossa||22/04/2010 10:22|
78.1_V2002|78.1|Applicazione di fissatore esterno|Applicazione di fissatore esterno|S|0|1|||Applicazione di fissatore esterno||22/04/2010 10:22|
78.1.0_V2002|78.10|Applicazione di fissatore esterno in sede non specificata|Applicazione di fissatore esterno in sede non specificata|C|0|1|||Applicazione di fissatore esterno in sede non specificata||22/04/2010 10:22|
78.1.1_V2002|78.11|Applicazione di fissatore esterno di scapola, clavicola e torace (coste e sterno)|Applicazione di fissatore esterno di scapola, clavicola e torace (coste e sterno)|C|0|1|||Applicazione di fissatore esterno di scapola, clavicola e torace (coste e sterno)||22/04/2010 10:22|
78.1.2_V2002|78.12|Applicazione di fissatore esterno dell'omero|Applicazione di fissatore esterno dell'omero|C|0|1|||Applicazione di fissatore esterno dell'omero||22/04/2010 10:22|
78.1.3_V2002|78.13|Applicazione di fissatore esterno di radio e ulna|Applicazione di fissatore esterno di radio e ulna|C|0|1|||Applicazione di fissatore esterno di radio e ulna||22/04/2010 10:22|
78.1.4_V2002|78.14|Applicazione di fissatore esterno di carpo e metacarpo|Applicazione di fissatore esterno di carpo e metacarpo|C|0|1|||Applicazione di fissatore esterno di carpo e metacarpo||22/04/2010 10:22|
78.1.5_V2002|78.15|Applicazione di fissatore esterno del femore|Applicazione di fissatore esterno del femore|C|0|1|||Applicazione di fissatore esterno del femore||22/04/2010 10:22|
78.1.6_V2002|78.16|Applicazione di fissatore esterno della rotula|Applicazione di fissatore esterno della rotula|C|0|1|||Applicazione di fissatore esterno della rotula||22/04/2010 10:22|
78.1.7_V2002|78.17|Applicazione di fissatore esterno di tibia e fibula|Applicazione di fissatore esterno di tibia e fibula|C|0|1|||Applicazione di fissatore esterno di tibia e fibula||22/04/2010 10:22|
78.1.8_V2002|78.18|Applicazione di fissatore esterno di tarso e metatarso|Applicazione di fissatore esterno di tarso e metatarso|C|0|1|||Applicazione di fissatore esterno di tarso e metatarso||22/04/2010 10:22|
78.1.9_V2002|78.19|Applicazione di fissatore esterno di altro osso|Applicazione di fissatore esterno di altro osso|C|0|1|||Applicazione di fissatore esterno di altro osso||22/04/2010 10:22|
78.2_V2002|78.2|Interventi di accorciamento delle ossa degli arti|Interventi di accorciamento delle ossa degli arti|S|0|1|||Interventi di accorciamento delle ossa degli arti||22/04/2010 10:22|
78.2.0_V2002|78.20|Accorciamento in sede non specificata|Accorciamento in sede non specificata|C|0|1|||Accorciamento in sede non specificata||22/04/2010 10:22|
78.2.2_V2002|78.22|Accorciamento dell'omero|Accorciamento dell'omero|C|0|1|||Accorciamento dell'omero||22/04/2010 10:22|
78.2.3_V2002|78.23|Accorciamento di radio e ulna|Accorciamento di radio e ulna|C|0|1|||Accorciamento di radio e ulna||22/04/2010 10:22|
78.2.4_V2002|78.24|Accorciamento di carpo e metacarpo|Accorciamento di carpo e metacarpo|C|0|1|||Accorciamento di carpo e metacarpo||22/04/2010 10:22|
78.2.5_V2002|78.25|Accorciamento del femore|Accorciamento del femore|C|0|1|||Accorciamento del femore||22/04/2010 10:22|
78.2.7_V2002|78.27|Accorciamento di tibia e fibula|Accorciamento di tibia e fibula|C|0|1|||Accorciamento di tibia e fibula||22/04/2010 10:22|
78.2.8_V2002|78.28|Accorciamento di tarso e metatarso|Accorciamento di tarso e metatarso|C|0|1|||Accorciamento di tarso e metatarso||22/04/2010 10:22|
78.2.9_V2002|78.29|Accorciamento di altro osso|Accorciamento di altro osso|C|0|1|||Accorciamento di altro osso||22/04/2010 10:22|
78.3_V2002|78.3|Interventi di allungamento delle ossa degli arti|Interventi di allungamento delle ossa degli arti|S|0|1|||Interventi di allungamento delle ossa degli arti||22/04/2010 10:22|
78.3.0_V2002|78.30|Allungamento in sede non specificata|Allungamento in sede non specificata|C|0|1|||Allungamento in sede non specificata||22/04/2010 10:22|
78.3.2_V2002|78.32|Allungamento dell'omero|Allungamento dell'omero|C|0|1|||Allungamento dell'omero||22/04/2010 10:22|
78.3.3_V2002|78.33|Allungamento di radio e ulna|Allungamento di radio e ulna|C|0|1|||Allungamento di radio e ulna||22/04/2010 10:22|
78.3.4_V2002|78.34|Allungamento di carpo e metacarpo|Allungamento di carpo e metacarpo|C|0|1|||Allungamento di carpo e metacarpo||22/04/2010 10:22|
78.3.5_V2002|78.35|Allungamento del femore|Allungamento del femore|C|0|1|||Allungamento del femore||22/04/2010 10:22|
78.3.7_V2002|78.37|Allungamento di tibia e fibula|Allungamento di tibia e fibula|C|0|1|||Allungamento di tibia e fibula||22/04/2010 10:22|
78.3.8_V2002|78.38|Allungamento di tarso e metatarso|Allungamento di tarso e metatarso|C|0|1|||Allungamento di tarso e metatarso||22/04/2010 10:22|
78.3.9_V2002|78.39|Allungamento di altro osso|Allungamento di altro osso|C|0|1|||Allungamento di altro osso||22/04/2010 10:22|
78.4_V2002|78.4|Altri interventi di riparazione o plastica su osso|Altri interventi di riparazione o plastica su osso|S|0|1|||Altri interventi di riparazione o plastica su osso||22/04/2010 10:22|
78.4.0_V2002|78.40|Altri interventi di riparazione o plastica su osso in sede non specificata|Altri interventi di riparazione o plastica su osso in sede non specificata|C|0|1|||Altri interventi di riparazione o plastica su osso in sede non specificata||22/04/2010 10:22|
78.4.1_V2002|78.41|Altri interventi di riparazione o plastica su scapola, clavicola e torace (coste e sterno)|Altri interventi di riparazione o plastica su scapola, clavicola e torace (coste e sterno)|C|0|1|||Altri interventi di riparazione o plastica su scapola, clavicola e torace (coste e sterno)||22/04/2010 10:22|
78.4.2_V2002|78.42|Altri interventi di riparazione o plastica sull'omero|Altri interventi di riparazione o plastica sull'omero|C|0|1|||Altri interventi di riparazione o plastica sull'omero||22/04/2010 10:22|
78.4.3_V2002|78.43|Altri interventi di riparazione o plastica su radio e ulna|Altri interventi di riparazione o plastica su radio e ulna|C|0|1|||Altri interventi di riparazione o plastica su radio e ulna||22/04/2010 10:22|
78.4.4_V2002|78.44|Altri interventi di riparazione o plastica su carpo e metacarpo|Altri interventi di riparazione o plastica su carpo e metacarpo|C|0|1|||Altri interventi di riparazione o plastica su carpo e metacarpo||22/04/2010 10:22|
78.4.5_V2002|78.45|Altri interventi di riparazione o plastica sul femore|Altri interventi di riparazione o plastica sul femore|C|0|1|||Altri interventi di riparazione o plastica sul femore||22/04/2010 10:22|
78.4.6_V2002|78.46|Altri interventi di riparazione o plastica sulla rotula|Altri interventi di riparazione o plastica sulla rotula|C|0|1|||Altri interventi di riparazione o plastica sulla rotula||22/04/2010 10:22|
78.4.7_V2002|78.47|Altri interventi di riparazione o plastica su tibia e fibula|Altri interventi di riparazione o plastica su tibia e fibula|C|0|1|||Altri interventi di riparazione o plastica su tibia e fibula||22/04/2010 10:22|
78.4.8_V2002|78.48|Altri interventi di riparazione o plastica su tarso e metatarso|Altri interventi di riparazione o plastica su tarso e metatarso|C|0|1|||Altri interventi di riparazione o plastica su tarso e metatarso||22/04/2010 10:22|
78.4.9_V2002|78.49|Altri interventi di riparazione o plastica su altre ossa|Altri interventi di riparazione o plastica su altre ossa|C|0|1|||Altri interventi di riparazione o plastica su altre ossa||22/04/2010 10:22|
78.5_V2002|78.5|Fissazione interna di osso senza riduzione di frattura|Fissazione interna di osso senza riduzione di frattura|S|0|1|||Fissazione interna di osso senza riduzione di frattura||22/04/2010 10:22|
78.5.0_V2002|78.50|Fissazione interna di osso in sede non specificata senza riduzione di frattura|Fissazione interna di osso in sede non specificata senza riduzione di frattura|C|0|1|||Fissazione interna di osso in sede non specificata senza riduzione di frattura||22/04/2010 10:22|
78.5.1_V2002|78.51|Fissazione interna di scapola, clavicola e torace (coste e sterno) senza riduzione di frattura|Fissazione interna di scapola, clavicola e torace (coste e sterno) senza riduzione di frattura|C|0|1|||Fissazione interna di scapola, clavicola e torace (coste e sterno) senza riduzione di frattura||22/04/2010 10:22|
78.5.2_V2002|78.52|Fissazione interna dell'omero senza riduzione di frattura|Fissazione interna dell'omero senza riduzione di frattura|C|0|1|||Fissazione interna dell'omero senza riduzione di frattura||22/04/2010 10:22|
78.5.3_V2002|78.53|Fissazione interna del radio e dell'ulna senza riduzione di frattura|Fissazione interna del radio e dell'ulna senza riduzione di frattura|C|0|1|||Fissazione interna del radio e dell'ulna senza riduzione di frattura||22/04/2010 10:22|
78.5.4_V2002|78.54|Fissazione interna di carpo e metacarpo senza riduzione di frattura|Fissazione interna di carpo e metacarpo senza riduzione di frattura|C|0|1|||Fissazione interna di carpo e metacarpo senza riduzione di frattura||22/04/2010 10:22|
78.5.5_V2002|78.55|Fissazione interna del femore senza riduzione di frattura|Fissazione interna del femore senza riduzione di frattura|C|0|1|||Fissazione interna del femore senza riduzione di frattura||22/04/2010 10:22|
78.5.6_V2002|78.56|Fissazione interna di rotula senza riduzione di frattura|Fissazione interna di rotula senza riduzione di frattura|C|0|1|||Fissazione interna di rotula senza riduzione di frattura||22/04/2010 10:22|
78.5.7_V2002|78.57|Fissazione interna di tibia e fibula senza riduzione di frattura|Fissazione interna di tibia e fibula senza riduzione di frattura|C|0|1|||Fissazione interna di tibia e fibula senza riduzione di frattura||22/04/2010 10:22|
78.5.8_V2002|78.58|Fissazione interna di tarso e metatarso senza riduzione di frattura|Fissazione interna di tarso e metatarso senza riduzione di frattura|C|0|1|||Fissazione interna di tarso e metatarso senza riduzione di frattura||22/04/2010 10:22|
78.5.9_V2002|78.59|Fissazione interna di altro osso, senza riduzione di frattura|Fissazione interna di altro osso, senza riduzione di frattura|C|0|1|||Fissazione interna di altro osso, senza riduzione di frattura||22/04/2010 10:22|
78.6_V2002|78.6|Rimozione di dispositivi impiantati|Rimozione di dispositivi impiantati|S|0|1|||Rimozione di dispositivi impiantati||22/04/2010 10:22|
78.6.0_V2002|78.60|Rimozione di dispositivo impiantato, sede non specificata|Rimozione di dispositivo impiantato, sede non specificata|C|0|1|||Rimozione di dispositivo impiantato, sede non specificata||22/04/2010 10:22|
78.6.1_V2002|78.61|Rimozione di dispositivo impiantato da scapola, clavicola e torace (coste e sterno)|Rimozione di dispositivo impiantato da scapola, clavicola e torace (coste e sterno)|C|0|1|||Rimozione di dispositivo impiantato da scapola, clavicola e torace (coste e sterno)||22/04/2010 10:22|
78.6.2_V2002|78.62|Rimozione di dispositivo impiantato dall'omero|Rimozione di dispositivo impiantato dall'omero|C|0|1|||Rimozione di dispositivo impiantato dall'omero||22/04/2010 10:22|
78.6.3_V2002|78.63|Rimozione di dispositivo impiantato da radio e ulna|Rimozione di dispositivo impiantato da radio e ulna|C|0|1|||Rimozione di dispositivo impiantato da radio e ulna||22/04/2010 10:22|
78.6.4_V2002|78.64|Rimozione di dispositivo impiantato da carpo e metacarpo|Rimozione di dispositivo impiantato da carpo e metacarpo|C|0|1|||Rimozione di dispositivo impiantato da carpo e metacarpo||22/04/2010 10:22|
78.6.5_V2002|78.65|Rimozione di dispositivo impiantato dal femore|Rimozione di dispositivo impiantato dal femore|C|0|1|||Rimozione di dispositivo impiantato dal femore||22/04/2010 10:22|
78.6.6_V2002|78.66|Rimozione di dispositivo impiantato dalla rotula|Rimozione di dispositivo impiantato dalla rotula|C|0|1|||Rimozione di dispositivo impiantato dalla rotula||22/04/2010 10:22|
78.6.7_V2002|78.67|Rimozione di dispositivo impiantato da tibia e fibula|Rimozione di dispositivo impiantato da tibia e fibula|C|0|1|||Rimozione di dispositivo impiantato da tibia e fibula||22/04/2010 10:22|
78.6.8_V2002|78.68|Rimozione di dispositivo impiantato da tarso e metatarso|Rimozione di dispositivo impiantato da tarso e metatarso|C|0|1|||Rimozione di dispositivo impiantato da tarso e metatarso||22/04/2010 10:22|
78.6.9_V2002|78.69|Rimozione di dispositivo impiantato da altre ossa|Rimozione di dispositivo impiantato da altre ossa|C|0|1|||Rimozione di dispositivo impiantato da altre ossa||22/04/2010 10:22|
78.7_V2002|78.7|Osteoclasia|Osteoclasia|S|0|1|||Osteoclasia||22/04/2010 10:22|
78.7.0_V2002|78.70|Osteoclasia in sede non specificata|Osteoclasia in sede non specificata|C|0|1|||Osteoclasia in sede non specificata||22/04/2010 10:22|
78.7.1_V2002|78.71|Osteoclasia della scapola, della clavicola e del torace (coste e sterno)|Osteoclasia della scapola, della clavicola e del torace (coste e sterno)|C|0|1|||Osteoclasia della scapola, della clavicola e del torace (coste e sterno)||22/04/2010 10:22|
78.7.2_V2002|78.72|Osteoclasia dell'omero|Osteoclasia dell'omero|C|0|1|||Osteoclasia dell'omero||22/04/2010 10:22|
78.7.3_V2002|78.73|Osteoclasia del radio e dell'ulna|Osteoclasia del radio e dell'ulna|C|0|1|||Osteoclasia del radio e dell'ulna||22/04/2010 10:22|
78.7.4_V2002|78.74|Osteoclasia del carpo e del metacarpo|Osteoclasia del carpo e del metacarpo|C|0|1|||Osteoclasia del carpo e del metacarpo||22/04/2010 10:22|
78.7.5_V2002|78.75|Osteoclasia del femore|Osteoclasia del femore|C|0|1|||Osteoclasia del femore||22/04/2010 10:22|
78.7.6_V2002|78.76|Osteoclasia della rotula|Osteoclasia della rotula|C|0|1|||Osteoclasia della rotula||22/04/2010 10:22|
78.7.7_V2002|78.77|Osteoclasia della tibia e della fibula|Osteoclasia della tibia e della fibula|C|0|1|||Osteoclasia della tibia e della fibula||22/04/2010 10:22|
78.7.8_V2002|78.78|Osteoclasia del tarso e del metatarso|Osteoclasia del tarso e del metatarso|C|0|1|||Osteoclasia del tarso e del metatarso||22/04/2010 10:22|
78.7.9_V2002|78.79|Osteoclasia di altre ossa|Osteoclasia di altre ossa|C|0|1|||Osteoclasia di altre ossa||22/04/2010 10:22|
78.8_V2002|78.8|Procedure diagnostiche sull'osso non classificate altrove|Procedure diagnostiche sull'osso non classificate altrove|S|0|1|||Procedure diagnostiche sull'osso non classificate altrove||22/04/2010 10:22|
78.8.0_V2002|78.80|Procedure diagnostiche non classificate altrove in sede non specificata|Procedure diagnostiche non classificate altrove in sede non specificata|C|0|1|||Procedure diagnostiche non classificate altrove in sede non specificata||22/04/2010 10:22|
78.8.1_V2002|78.81|Procedure diagnostiche non classificate altrove su scapola, clavicola e torace (coste e sterno)|Procedure diagnostiche non classificate altrove su scapola, clavicola e torace (coste e sterno)|C|0|1|||Procedure diagnostiche non classificate altrove su scapola, clavicola e torace (coste e sterno)||22/04/2010 10:22|
78.8.2_V2002|78.82|Procedure diagnostiche non classificate altrove sull'omero|Procedure diagnostiche non classificate altrove sull'omero|C|0|1|||Procedure diagnostiche non classificate altrove sull'omero||22/04/2010 10:22|
78.8.3_V2002|78.83|Procedure diagnostiche non classificate altrove su radio e ulna|Procedure diagnostiche non classificate altrove su radio e ulna|C|0|1|||Procedure diagnostiche non classificate altrove su radio e ulna||22/04/2010 10:22|
78.8.4_V2002|78.84|Procedure diagnostiche non classificate altrove su carpo e metacarpo|Procedure diagnostiche non classificate altrove su carpo e metacarpo|C|0|1|||Procedure diagnostiche non classificate altrove su carpo e metacarpo||22/04/2010 10:22|
78.8.5_V2002|78.85|Procedure diagnostiche non classificate altrove sul femore|Procedure diagnostiche non classificate altrove sul femore|C|0|1|||Procedure diagnostiche non classificate altrove sul femore||22/04/2010 10:22|
78.8.6_V2002|78.86|Procedure diagnostiche non classificate altrove sulla rotula|Procedure diagnostiche non classificate altrove sulla rotula|C|0|1|||Procedure diagnostiche non classificate altrove sulla rotula||22/04/2010 10:22|
78.8.7_V2002|78.87|Procedure diagnostiche non classificate altrove sulla tibia e fibula|Procedure diagnostiche non classificate altrove sulla tibia e fibula|C|0|1|||Procedure diagnostiche non classificate altrove sulla tibia e fibula||22/04/2010 10:22|
78.8.8_V2002|78.88|Procedure diagnostiche non classificate altrove sul tarso e metatarso|Procedure diagnostiche non classificate altrove sul tarso e metatarso|C|0|1|||Procedure diagnostiche non classificate altrove sul tarso e metatarso||22/04/2010 10:22|
78.8.9_V2002|78.89|Procedure diagnostiche non classificate altrove su altre ossa|Procedure diagnostiche non classificate altrove su altre ossa|C|0|1|||Procedure diagnostiche non classificate altrove su altre ossa||22/04/2010 10:22|
78.9_V2002|78.9|Inserzione di stimolatore di crescita ossea|Inserzione di stimolatore di crescita ossea|S|0|1|||Inserzione di stimolatore di crescita ossea||22/04/2010 10:22|
78.9.0_V2002|78.90|Inserzione di stimolatore di crescita ossea, sede non specificata|Inserzione di stimolatore di crescita ossea, sede non specificata|C|0|1|||Inserzione di stimolatore di crescita ossea, sede non specificata||22/04/2010 10:22|
78.9.1_V2002|78.91|Inserzione di stimolatore di crescita ossea su clavicola e torace (coste e sterno)|Inserzione di stimolatore di crescita ossea su clavicola e torace (coste e sterno)|C|0|1|||Inserzione di stimolatore di crescita ossea su clavicola e torace (coste e sterno)||22/04/2010 10:22|
78.9.2_V2002|78.92|Inserzione di stimolatore di crescita ossea sull'omero|Inserzione di stimolatore di crescita ossea sull'omero|C|0|1|||Inserzione di stimolatore di crescita ossea sull'omero||22/04/2010 10:22|
78.9.3_V2002|78.93|Inserzione di stimolatore di crescita ossea su radio e ulna|Inserzione di stimolatore di crescita ossea su radio e ulna|C|0|1|||Inserzione di stimolatore di crescita ossea su radio e ulna||22/04/2010 10:22|
78.9.4_V2002|78.94|Inserzione di stimolatore di crescita ossea su carpo e metacarpo|Inserzione di stimolatore di crescita ossea su carpo e metacarpo|C|0|1|||Inserzione di stimolatore di crescita ossea su carpo e metacarpo||22/04/2010 10:22|
78.9.5_V2002|78.95|Inserzione di stimolatore di crescita ossea sul femore|Inserzione di stimolatore di crescita ossea sul femore|C|0|1|||Inserzione di stimolatore di crescita ossea sul femore||22/04/2010 10:22|
78.9.6_V2002|78.96|Inserzione di stimolatore di crescita ossea sulla rotula|Inserzione di stimolatore di crescita ossea sulla rotula|C|0|1|||Inserzione di stimolatore di crescita ossea sulla rotula||22/04/2010 10:22|
78.9.7_V2002|78.97|Inserzione di stimolatore di crescita ossea sulla tibia e fibula|Inserzione di stimolatore di crescita ossea sulla tibia e fibula|C|0|1|||Inserzione di stimolatore di crescita ossea sulla tibia e fibula||22/04/2010 10:22|
78.9.8_V2002|78.98|Inserzione di stimolatore di crescita ossea sul tarso e metatarso|Inserzione di stimolatore di crescita ossea sul tarso e metatarso|C|0|1|||Inserzione di stimolatore di crescita ossea sul tarso e metatarso||22/04/2010 10:22|
78.9.9_V2002|78.99|Inserzione di stimolatore di crescita ossea su altre ossa|Inserzione di stimolatore di crescita ossea su altre ossa|C|0|1|||Inserzione di stimolatore di crescita ossea su altre ossa||22/04/2010 10:22|
79_V2002|-|Riduzione di frattura e di lussazione|Riduzione di frattura e di lussazione|T|0|1|||Riduzione di frattura e di lussazione||22/04/2010 10:22|
79.0_V2002|79.0|Riduzione chiusa di frattura, senza fissazione interna|Riduzione chiusa di frattura, senza fissazione interna|S|0|1|||Riduzione chiusa di frattura, senza fissazione interna||22/04/2010 10:22|
79.0.0_V2002|79.00|Riduzione incruenta di frattura senza fissazione interna in sede non specificata|Riduzione incruenta di frattura senza fissazione interna in sede non specificata|C|0|1|||Riduzione incruenta di frattura senza fissazione interna in sede non specificata||22/04/2010 10:22|
79.0.1_V2002|79.01|Riduzione incruenta di frattura dell'omero senza fissazione interna|Riduzione incruenta di frattura dell'omero senza fissazione interna|C|0|1|||Riduzione incruenta di frattura dell'omero senza fissazione interna||22/04/2010 10:22|
79.0.2_V2002|79.02|Riduzione incruenta di frattura di radio e ulna senza fissazione interna|Riduzione incruenta di frattura di radio e ulna senza fissazione interna|C|0|1|||Riduzione incruenta di frattura di radio e ulna senza fissazione interna||22/04/2010 10:22|
79.0.3_V2002|79.03|Riduzione incruenta di frattura di carpo e metacarpo senza fissazione interna|Riduzione incruenta di frattura di carpo e metacarpo senza fissazione interna|C|0|1|||Riduzione incruenta di frattura di carpo e metacarpo senza fissazione interna||22/04/2010 10:22|
79.0.4_V2002|79.04|Riduzione incruenta di frattura delle falangi della mano senza fissazione interna|Riduzione incruenta di frattura delle falangi della mano senza fissazione interna|C|0|1|||Riduzione incruenta di frattura delle falangi della mano senza fissazione interna||22/04/2010 10:22|
79.0.5_V2002|79.05|Riduzione incruenta di frattura del femore senza fissazione interna|Riduzione incruenta di frattura del femore senza fissazione interna|C|0|1|||Riduzione incruenta di frattura del femore senza fissazione interna||22/04/2010 10:22|
79.0.6_V2002|79.06|Riduzione incruenta di frattura di tibia e fibula senza fissazione interna|Riduzione incruenta di frattura di tibia e fibula senza fissazione interna|C|0|1|||Riduzione incruenta di frattura di tibia e fibula senza fissazione interna||22/04/2010 10:22|
79.0.7_V2002|79.07|Riduzione incruenta di frattura di tarso e metatarso senza fissazione interna|Riduzione incruenta di frattura di tarso e metatarso senza fissazione interna|C|0|1|||Riduzione incruenta di frattura di tarso e metatarso senza fissazione interna||22/04/2010 10:22|
79.0.8_V2002|79.08|Riduzione incruenta di frattura delle falangi del piede senza fissazione interna|Riduzione incruenta di frattura delle falangi del piede senza fissazione interna|C|0|1|||Riduzione incruenta di frattura delle falangi del piede senza fissazione interna||22/04/2010 10:22|
79.0.9_V2002|79.09|Riduzione incruenta di frattura di altro osso specificato, senza fissazione interna|Riduzione incruenta di frattura di altro osso specificato, senza fissazione interna|C|0|1|||Riduzione incruenta di frattura di altro osso specificato, senza fissazione interna||22/04/2010 10:22|
79.1_V2002|79.1|Riduzione incruenta di frattura, con fissazione interna|Riduzione incruenta di frattura, con fissazione interna|S|0|1|||Riduzione incruenta di frattura, con fissazione interna||22/04/2010 10:22|
79.1.0_V2002|79.10|Riduzione incruenta di frattura con fissazione interna, sede non specificata|Riduzione incruenta di frattura con fissazione interna, sede non specificata|C|0|1|||Riduzione incruenta di frattura con fissazione interna, sede non specificata||22/04/2010 10:22|
79.1.1_V2002|79.11|Riduzione incruenta di frattura dell'omero, con fissazione interna|Riduzione incruenta di frattura dell'omero, con fissazione interna|C|0|1|||Riduzione incruenta di frattura dell'omero, con fissazione interna||22/04/2010 10:22|
