#CODEVALUEMODEL=CodeValueAteco|CODESYSTEMID=ATECO|CODESYSTEMNAME=ATECO|CODESYSTEMDISPLAYNAME=ATECO|VERSION=0|DESCRIPTION=ATECO|LANGUAGE=it|AUTHORITYNAME=ITAL-TBS S.P.A.|AUTHORITYDESCRIPTION=ITAL-TBS S.P.A.|AUTHORITYCONTACTINFORMATION=info@italtbs.com|VALIDFROM=01/01/2007 00:00|||||||
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|KEYWORDS|EXTENSION[Abbreviation]|EXTENSION[Enable annotation]|EXTENSION[Score]|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|RELATION[CodeValueCity]|RELATION[CodeValuePhi]|VALID FROM|VALID TO
G.46.1.4.0.5_V0|46.14.05|46.14.05|Agenti e rappresentanti di navi, aeromobili e altri veicoli (esclusi autoveicoli, motocicli, ciclomotori e biciclette)|C|0|1|COMMERCIO||||||Agenti e rappresentanti di navi, aeromobili e altri veicoli (esclusi autoveicoli, motocicli, ciclomotori e biciclette)|||01/01/2007 00:00|
G.46.1.4.0.6_V0|46.14.06|46.14.06|Procacciatori d'affari di macchinari, impianti industriali, navi e aeromobili, macchine agricole, macchine per ufficio, attrezzature per le telecomunicazioni, computer e loro periferiche|C|0|1|COMMERCIO||||||Procacciatori d'affari di macchinari, impianti industriali, navi e aeromobili, macchine agricole, macchine per ufficio, attrezzature per le telecomunicazioni, computer e loro periferiche|||01/01/2007 00:00|
G.46.1.4.0.7_V0|46.14.07|46.14.07|Mediatori in macchinari, impianti industriali, navi e aeromobili, macchine agricole, macchine per ufficio, attrezzature per le telecomunicazioni, computer e loro periferiche|C|0|1|COMMERCIO||||||Mediatori in macchinari, impianti industriali, navi e aeromobili, macchine agricole, macchine per ufficio, attrezzature per le telecomunicazioni, computer e loro periferiche|||01/01/2007 00:00|
G.46.1.5_V0|46.15|46.15|Intermediari del commercio di mobili, articoli per la casa e ferramenta|S|0|1|COMMERCIO||||||Intermediari del commercio di mobili, articoli per la casa e ferramenta|||01/01/2007 00:00|
G.46.1.5.0_V0|46.15.0|46.15.0|Intermediari del commercio di mobili, articoli per la casa e ferramenta|S|0|1|COMMERCIO||||||Intermediari del commercio di mobili, articoli per la casa e ferramenta|||01/01/2007 00:00|
G.46.1.5.0.1_V0|46.15.01|46.15.01|Agenti e rappresentanti di mobili in legno, metallo e materie plastiche|C|0|1|COMMERCIO||||||Agenti e rappresentanti di mobili in legno, metallo e materie plastiche|||01/01/2007 00:00|
G.46.1.5.0.2_V0|46.15.02|46.15.02|Agenti e rappresentanti di articoli di ferramenta e di bricolage|C|0|1|COMMERCIO||||||Agenti e rappresentanti di articoli di ferramenta e di bricolage|||01/01/2007 00:00|
G.46.1.5.0.3_V0|46.15.03|46.15.03|Agenti e rappresentanti di articoli casalinghi, porcellane, articoli in vetro eccetera|C|0|1|COMMERCIO||||||Agenti e rappresentanti di articoli casalinghi, porcellane, articoli in vetro eccetera|||01/01/2007 00:00|
G.46.1.5.0.4_V0|46.15.04|46.15.04|Agenti e rappresentanti di vernici, carte da parati, stucchi e cornici decorativi|C|0|1|COMMERCIO||||||Agenti e rappresentanti di vernici, carte da parati, stucchi e cornici decorativi|||01/01/2007 00:00|
G.46.1.5.0.5_V0|46.15.05|46.15.05|Agenti e rappresentanti di mobili e oggetti di arredamento per la casa in canna, vimini, giunco, sughero, paglia; scope, spazzole, cesti e simili|C|0|1|COMMERCIO||||||Agenti e rappresentanti di mobili e oggetti di arredamento per la casa in canna, vimini, giunco, sughero, paglia; scope, spazzole, cesti e simili|||01/01/2007 00:00|
G.46.1.5.0.6_V0|46.15.06|46.15.06|Procacciatori d'affari di mobili, articoli per la casa e ferramenta|C|0|1|COMMERCIO||||||Procacciatori d'affari di mobili, articoli per la casa e ferramenta|||01/01/2007 00:00|
G.46.1.5.0.7_V0|46.15.07|46.15.07|Mediatori in mobili, articoli per la casa e ferramenta|C|0|1|COMMERCIO||||||Mediatori in mobili, articoli per la casa e ferramenta|||01/01/2007 00:00|
G.46.1.6_V0|46.16|46.16|Intermediari del commercio di prodotti tessili, abbigliamento, pellicce, calzature e articoli in pelle|S|0|1|COMMERCIO||||||Intermediari del commercio di prodotti tessili, abbigliamento, pellicce, calzature e articoli in pelle|||01/01/2007 00:00|
G.46.1.6.0_V0|46.16.0|46.16.0|Intermediari del commercio di prodotti tessili, abbigliamento, pellicce, calzature e articoli in pelle|S|0|1|COMMERCIO||||||Intermediari del commercio di prodotti tessili, abbigliamento, pellicce, calzature e articoli in pelle|||01/01/2007 00:00|
G.46.1.6.0.1_V0|46.16.01|46.16.01|Agenti e rappresentanti di vestiario ed accessori di abbigliamento|C|0|1|COMMERCIO||||||Agenti e rappresentanti di vestiario ed accessori di abbigliamento|||01/01/2007 00:00|
G.46.1.6.0.2_V0|46.16.02|46.16.02|Agenti e rappresentanti di pellicce|C|0|1|COMMERCIO||||||Agenti e rappresentanti di pellicce|||01/01/2007 00:00|
G.46.1.6.0.3_V0|46.16.03|46.16.03|Agenti e rappresentanti di tessuti per abbigliamento ed arredamento (incluse merceria e passamaneria)|C|0|1|COMMERCIO||||||Agenti e rappresentanti di tessuti per abbigliamento ed arredamento (incluse merceria e passamaneria)|||01/01/2007 00:00|
G.46.1.6.0.4_V0|46.16.04|46.16.04|Agenti e rappresentanti di camicie, biancheria e maglieria intima|C|0|1|COMMERCIO||||||Agenti e rappresentanti di camicie, biancheria e maglieria intima|||01/01/2007 00:00|
G.46.1.6.0.5_V0|46.16.05|46.16.05|Agenti e rappresentanti di calzature ed accessori|C|0|1|COMMERCIO||||||Agenti e rappresentanti di calzature ed accessori|||01/01/2007 00:00|
G.46.1.6.0.6_V0|46.16.06|46.16.06|Agenti e rappresentanti di pelletteria, valige ed articoli da viaggio|C|0|1|COMMERCIO||||||Agenti e rappresentanti di pelletteria, valige ed articoli da viaggio|||01/01/2007 00:00|
G.46.1.6.0.7_V0|46.16.07|46.16.07|Agenti e rappresentanti di articoli tessili per la casa, tappeti, stuoie e materassi|C|0|1|COMMERCIO||||||Agenti e rappresentanti di articoli tessili per la casa, tappeti, stuoie e materassi|||01/01/2007 00:00|
G.46.1.6.0.8_V0|46.16.08|46.16.08|Procacciatori d'affari di prodotti tessili, abbigliamento, pellicce, calzature e articoli in pelle|C|0|1|COMMERCIO||||||Procacciatori d'affari di prodotti tessili, abbigliamento, pellicce, calzature e articoli in pelle|||01/01/2007 00:00|
G.46.1.6.0.9_V0|46.16.09|46.16.09|Mediatori in prodotti tessili, abbigliamento, pellicce, calzature e articoli in pelle|C|0|1|COMMERCIO||||||Mediatori in prodotti tessili, abbigliamento, pellicce, calzature e articoli in pelle|||01/01/2007 00:00|
G.46.1.7_V0|46.17|46.17|Intermediari del commercio di prodotti alimentari, bevande e tabacco|S|0|1|COMMERCIO||||||Intermediari del commercio di prodotti alimentari, bevande e tabacco|||01/01/2007 00:00|
G.46.1.7.0_V0|46.17.0|46.17.0|Intermediari del commercio di prodotti alimentari, bevande e tabacco|S|0|1|COMMERCIO||||||Intermediari del commercio di prodotti alimentari, bevande e tabacco|||01/01/2007 00:00|
G.46.1.7.0.1_V0|46.17.01|46.17.01|Agenti e rappresentanti di prodotti ortofrutticoli freschi, congelati e surgelati|C|0|1|COMMERCIO||||||Agenti e rappresentanti di prodotti ortofrutticoli freschi, congelati e surgelati|||01/01/2007 00:00|
G.46.1.7.0.2_V0|46.17.02|46.17.02|Agenti e rappresentanti di carni fresche, congelate, surgelate, conservate e secche; salumi|C|0|1|COMMERCIO||||||Agenti e rappresentanti di carni fresche, congelate, surgelate, conservate e secche; salumi|||01/01/2007 00:00|
G.46.1.7.0.3_V0|46.17.03|46.17.03|Agenti e rappresentanti di latte, burro e formaggi|C|0|1|COMMERCIO||||||Agenti e rappresentanti di latte, burro e formaggi|||01/01/2007 00:00|
G.46.1.7.0.4_V0|46.17.04|46.17.04|Agenti e rappresentanti di oli e grassi alimentari: olio d'oliva e di semi, margarina ed altri prodotti similari|C|0|1|COMMERCIO||||||Agenti e rappresentanti di oli e grassi alimentari: olio d'oliva e di semi, margarina ed altri prodotti similari|||01/01/2007 00:00|
G.46.1.7.0.5_V0|46.17.05|46.17.05|Agenti e rappresentanti di bevande e prodotti similari|C|0|1|COMMERCIO||||||Agenti e rappresentanti di bevande e prodotti similari|||01/01/2007 00:00|
G.46.1.7.0.6_V0|46.17.06|46.17.06|Agenti e rappresentanti di prodotti ittici freschi, congelati, surgelati e conservati e secchi|C|0|1|COMMERCIO||||||Agenti e rappresentanti di prodotti ittici freschi, congelati, surgelati e conservati e secchi|||01/01/2007 00:00|
G.46.1.7.0.7_V0|46.17.07|46.17.07|Agenti e rappresentanti di altri prodotti alimentari (incluse le uova e gli alimenti per gli animali domestici); tabacco|C|0|1|COMMERCIO||||||Agenti e rappresentanti di altri prodotti alimentari (incluse le uova e gli alimenti per gli animali domestici); tabacco|||01/01/2007 00:00|
G.46.1.7.0.8_V0|46.17.08|46.17.08|Procacciatori d'affari di prodotti alimentari, bevande e tabacco|C|0|1|COMMERCIO||||||Procacciatori d'affari di prodotti alimentari, bevande e tabacco|||01/01/2007 00:00|
G.46.1.7.0.9_V0|46.17.09|46.17.09|Mediatori in prodotti alimentari, bevande e tabacco|C|0|1|COMMERCIO||||||Mediatori in prodotti alimentari, bevande e tabacco|||01/01/2007 00:00|
G.46.1.8_V0|46.18|46.18|Intermediari del commercio specializzato in altri prodotti|S|0|1|COMMERCIO||||||Intermediari del commercio specializzato in altri prodotti|||01/01/2007 00:00|
G.46.1.8.1_V0|46.18.1|46.18.1|Intermediari del commercio di prodotti di carta, cancelleria, libri|S|0|1|COMMERCIO||||||Intermediari del commercio di prodotti di carta, cancelleria, libri|||01/01/2007 00:00|
G.46.1.8.1.1_V0|46.18.11|46.18.11|Agenti e rappresentanti di carta e cartone (esclusi gli imballaggi); articoli di cartoleria e cancelleria|C|0|1|COMMERCIO||||||Agenti e rappresentanti di carta e cartone (esclusi gli imballaggi); articoli di cartoleria e cancelleria|||01/01/2007 00:00|
G.46.1.8.1.2_V0|46.18.12|46.18.12|Agenti e rappresentanti di libri e altre pubblicazioni (incluso i relativi abbonamenti)|C|0|1|COMMERCIO||||||Agenti e rappresentanti di libri e altre pubblicazioni (incluso i relativi abbonamenti)|||01/01/2007 00:00|
G.46.1.8.1.3_V0|46.18.13|46.18.13|Procacciatori d'affari di prodotti di carta, cancelleria, libri|C|0|1|COMMERCIO||||||Procacciatori d'affari di prodotti di carta, cancelleria, libri|||01/01/2007 00:00|
G.46.1.8.1.4_V0|46.18.14|46.18.14|Mediatori in prodotti di carta, cancelleria, libri|C|0|1|COMMERCIO||||||Mediatori in prodotti di carta, cancelleria, libri|||01/01/2007 00:00|
G.46.1.8.2_V0|46.18.2|46.18.2|Intermediari del commercio di elettronica di consumo audio e video, materiale elettrico per uso domestico, elettrodomestici|S|0|1|COMMERCIO||||||Intermediari del commercio di elettronica di consumo audio e video, materiale elettrico per uso domestico, elettrodomestici|||01/01/2007 00:00|
G.46.1.8.2.1_V0|46.18.21|46.18.21|Agenti e rappresentanti di elettronica di consumo audio e video, materiale elettrico per uso domestico|C|0|1|COMMERCIO||||||Agenti e rappresentanti di elettronica di consumo audio e video, materiale elettrico per uso domestico|||01/01/2007 00:00|
G.46.1.8.2.2_V0|46.18.22|46.18.22|Agenti e rappresentanti di apparecchi elettrodomestici|C|0|1|COMMERCIO||||||Agenti e rappresentanti di apparecchi elettrodomestici|||01/01/2007 00:00|
G.46.1.8.2.3_V0|46.18.23|46.18.23|Procacciatori d'affari di elettronica di consumo audio e video, materiale elettrico per uso domestico, elettrodomestici|C|0|1|COMMERCIO||||||Procacciatori d'affari di elettronica di consumo audio e video, materiale elettrico per uso domestico, elettrodomestici|||01/01/2007 00:00|
G.46.1.8.2.4_V0|46.18.24|46.18.24|Mediatori in elettronica di consumo audio e video, materiale elettrico per uso domestico, elettrodomestici|C|0|1|COMMERCIO||||||Mediatori in elettronica di consumo audio e video, materiale elettrico per uso domestico, elettrodomestici|||01/01/2007 00:00|
G.46.1.8.3_V0|46.18.3|46.18.3|Intermediari del commercio di prodotti farmaceutici e di cosmetici|S|0|1|COMMERCIO||||||Intermediari del commercio di prodotti farmaceutici e di cosmetici|||01/01/2007 00:00|
G.46.1.8.3.1_V0|46.18.31|46.18.31|Agenti e rappresentanti di prodotti farmaceutici; prodotti di erboristeria per uso medico|C|0|1|COMMERCIO||||||Agenti e rappresentanti di prodotti farmaceutici; prodotti di erboristeria per uso medico|||01/01/2007 00:00|
G.46.1.8.3.2_V0|46.18.32|46.18.32|Agenti e rappresentanti di prodotti sanitari ed apparecchi medicali, chirurgici e ortopedici; apparecchi per centri di estetica|C|0|1|COMMERCIO||||||Agenti e rappresentanti di prodotti sanitari ed apparecchi medicali, chirurgici e ortopedici; apparecchi per centri di estetica|||01/01/2007 00:00|
G.46.1.8.3.3_V0|46.18.33|46.18.33|Agenti e rappresentanti di prodotti di profumeria e di cosmetica (inclusi articoli per parrucchieri); prodotti di erboristeria per uso cosmetico|C|0|1|COMMERCIO||||||Agenti e rappresentanti di prodotti di profumeria e di cosmetica (inclusi articoli per parrucchieri); prodotti di erboristeria per uso cosmetico|||01/01/2007 00:00|
G.46.1.8.3.4_V0|46.18.34|46.18.34|Procacciatori d'affari di prodotti farmaceutici e di cosmetici|C|0|1|COMMERCIO||||||Procacciatori d'affari di prodotti farmaceutici e di cosmetici|||01/01/2007 00:00|
G.46.1.8.3.5_V0|46.18.35|46.18.35|Mediatori in prodotti farmaceutici e cosmetici|C|0|1|COMMERCIO||||||Mediatori in prodotti farmaceutici e cosmetici|||01/01/2007 00:00|
G.46.1.8.9_V0|46.18.9|46.18.9|Intermediari del commercio di attrezzature sportive, biciclette e altri prodotti nca|S|0|1|COMMERCIO||||||Intermediari del commercio di attrezzature sportive, biciclette e altri prodotti nca|||01/01/2007 00:00|
G.46.1.8.9.1_V0|46.18.91|46.18.91|Agenti e rappresentanti di attrezzature sportive; biciclette|C|0|1|COMMERCIO||||||Agenti e rappresentanti di attrezzature sportive; biciclette|||01/01/2007 00:00|
G.46.1.8.9.2_V0|46.18.92|46.18.92|Agenti e rappresentanti di orologi, oggetti e semilavorati per gioielleria e oreficeria|C|0|1|COMMERCIO||||||Agenti e rappresentanti di orologi, oggetti e semilavorati per gioielleria e oreficeria|||01/01/2007 00:00|
G.46.1.8.9.3_V0|46.18.93|46.18.93|Agenti e rappresentanti di articoli fotografici, ottici e prodotti simili; strumenti scientifici e per laboratori di analisi|C|0|1|COMMERCIO||||||Agenti e rappresentanti di articoli fotografici, ottici e prodotti simili; strumenti scientifici e per laboratori di analisi|||01/01/2007 00:00|
G.46.1.8.9.4_V0|46.18.94|46.18.94|Agenti e rappresentanti di saponi, detersivi, candele e prodotti simili|C|0|1|COMMERCIO||||||Agenti e rappresentanti di saponi, detersivi, candele e prodotti simili|||01/01/2007 00:00|
G.46.1.8.9.5_V0|46.18.95|46.18.95|Agenti e rappresentanti di giocattoli|C|0|1|COMMERCIO||||||Agenti e rappresentanti di giocattoli|||01/01/2007 00:00|
G.46.1.8.9.6_V0|46.18.96|46.18.96|Agenti e rappresentanti di chincaglieria e bigiotteria|C|0|1|COMMERCIO||||||Agenti e rappresentanti di chincaglieria e bigiotteria|||01/01/2007 00:00|
G.46.1.8.9.7_V0|46.18.97|46.18.97|Agenti e rappresentanti di altri prodotti non alimentari nca (inclusi gli imballaggi e gli articoli antinfortunistici, antincendio e pubblicitari)|C|0|1|COMMERCIO||||||Agenti e rappresentanti di altri prodotti non alimentari nca (inclusi gli imballaggi e gli articoli antinfortunistici, antincendio e pubblicitari)|||01/01/2007 00:00|
G.46.1.8.9.8_V0|46.18.98|46.18.98|Procacciatori d'affari di attrezzature sportive, biciclette e altri prodotti nca|C|0|1|COMMERCIO||||||Procacciatori d'affari di attrezzature sportive, biciclette e altri prodotti nca|||01/01/2007 00:00|
G.46.1.8.9.9_V0|46.18.99|46.18.99|Mediatori in attrezzature sportive, biciclette e altri prodotti nca|C|0|1|COMMERCIO||||||Mediatori in attrezzature sportive, biciclette e altri prodotti nca|||01/01/2007 00:00|
G.46.1.9_V0|46.19|46.19|Intermediari del commercio di vari prodotti senza prevalenza di alcuno|S|0|1|COMMERCIO||||||Intermediari del commercio di vari prodotti senza prevalenza di alcuno|||01/01/2007 00:00|
G.46.1.9.0_V0|46.19.0|46.19.0|Intermediari del commercio di vari prodotti senza prevalenza di alcuno|S|0|1|COMMERCIO||||||Intermediari del commercio di vari prodotti senza prevalenza di alcuno|||01/01/2007 00:00|
G.46.1.9.0.1_V0|46.19.01|46.19.01|Agenti e rappresentanti di vari prodotti senza prevalenza di alcuno|C|0|1|COMMERCIO||||||Agenti e rappresentanti di vari prodotti senza prevalenza di alcuno|||01/01/2007 00:00|
G.46.1.9.0.2_V0|46.19.02|46.19.02|Procacciatori d'affari di vari prodotti senza prevalenza di alcuno|C|0|1|COMMERCIO||||||Procacciatori d'affari di vari prodotti senza prevalenza di alcuno|||01/01/2007 00:00|
G.46.1.9.0.3_V0|46.19.03|46.19.03|Mediatori in vari prodotti senza prevalenza di alcuno|C|0|1|COMMERCIO||||||Mediatori in vari prodotti senza prevalenza di alcuno|||01/01/2007 00:00|
G.46.1.9.0.4_V0|46.19.04|46.19.04|Gruppi di acquisto; mandatari agli acquisti; buyer|C|0|1|COMMERCIO||||||Gruppi di acquisto; mandatari agli acquisti; buyer|||01/01/2007 00:00|
G.46.2_V0|46.2|46.2|COMMERCIO ALL'INGROSSO DI MATERIE PRIME AGRICOLE E DI ANIMALI VIVI|S|0|1|COMMERCIO||||||COMMERCIO ALL'INGROSSO DI MATERIE PRIME AGRICOLE E DI ANIMALI VIVI|||01/01/2007 00:00|
G.46.2.1_V0|46.21|46.21|Commercio all'ingrosso di cereali, tabacco grezzo, sementi e alimenti per il bestiame (mangimi)|S|0|1|COMMERCIO||||||Commercio all'ingrosso di cereali, tabacco grezzo, sementi e alimenti per il bestiame (mangimi)|||01/01/2007 00:00|
G.46.2.1.1_V0|46.21.1|46.21.1|Commercio all'ingrosso di cereali e legumi secchi|S|0|1|COMMERCIO||||||Commercio all'ingrosso di cereali e legumi secchi|||01/01/2007 00:00|
G.46.2.1.1.0_V0|46.21.10|46.21.10|Commercio all'ingrosso di cereali e legumi secchi|C|0|1|COMMERCIO||||||Commercio all'ingrosso di cereali e legumi secchi|||01/01/2007 00:00|
G.46.2.1.2_V0|46.21.2|46.21.2|Commercio all'ingrosso di sementi e alimenti per il bestiame (mangimi), piante officinali, semi oleosi, patate da semina, tabacco grezzo|S|0|1|COMMERCIO||||||Commercio all'ingrosso di sementi e alimenti per il bestiame (mangimi), piante officinali, semi oleosi, patate da semina, tabacco grezzo|||01/01/2007 00:00|
G.46.2.1.2.1_V0|46.21.21|46.21.21|Commercio all'ingrosso di tabacco grezzo|C|0|1|COMMERCIO||||||Commercio all'ingrosso di tabacco grezzo|||01/01/2007 00:00|
G.46.2.1.2.2_V0|46.21.22|46.21.22|Commercio all'ingrosso di sementi e alimenti per il bestiame (mangimi), piante officinali, semi oleosi, patate da semina|C|0|1|COMMERCIO||||||Commercio all'ingrosso di sementi e alimenti per il bestiame (mangimi), piante officinali, semi oleosi, patate da semina|||01/01/2007 00:00|
G.46.2.2_V0|46.22|46.22|Commercio all'ingrosso di fiori e piante|S|0|1|COMMERCIO||||||Commercio all'ingrosso di fiori e piante|||01/01/2007 00:00|
G.46.2.2.0_V0|46.22.0|46.22.0|Commercio all'ingrosso di fiori e piante|S|0|1|COMMERCIO||||||Commercio all'ingrosso di fiori e piante|||01/01/2007 00:00|
G.46.2.2.0.0_V0|46.22.00|46.22.00|Commercio all'ingrosso di fiori e piante|C|0|1|COMMERCIO||||||Commercio all'ingrosso di fiori e piante|||01/01/2007 00:00|
G.46.2.3_V0|46.23|46.23|Commercio all'ingrosso di animali vivi|S|0|1|COMMERCIO||||||Commercio all'ingrosso di animali vivi|||01/01/2007 00:00|
G.46.2.3.0_V0|46.23.0|46.23.0|Commercio all'ingrosso di animali vivi|S|0|1|COMMERCIO||||||Commercio all'ingrosso di animali vivi|||01/01/2007 00:00|
G.46.2.3.0.0_V0|46.23.00|46.23.00|Commercio all'ingrosso di animali vivi|C|0|1|COMMERCIO||||||Commercio all'ingrosso di animali vivi|||01/01/2007 00:00|
G.46.2.4_V0|46.24|46.24|Commercio all'ingrosso di pelli e cuoio|S|0|1|COMMERCIO||||||Commercio all'ingrosso di pelli e cuoio|||01/01/2007 00:00|
G.46.2.4.1_V0|46.24.1|46.24.1|Commercio all'ingrosso di cuoio e pelli gregge e lavorate (escluse le pelli per pellicceria)|S|0|1|COMMERCIO||||||Commercio all'ingrosso di cuoio e pelli gregge e lavorate (escluse le pelli per pellicceria)|||01/01/2007 00:00|
G.46.2.4.1.0_V0|46.24.10|46.24.10|Commercio all'ingrosso di cuoio e pelli gregge e lavorate (escluse le pelli per pellicceria)|C|0|1|COMMERCIO||||||Commercio all'ingrosso di cuoio e pelli gregge e lavorate (escluse le pelli per pellicceria)|||01/01/2007 00:00|
G.46.2.4.2_V0|46.24.2|46.24.2|Commercio all'ingrosso di pelli gregge e lavorate per pellicceria|S|0|1|COMMERCIO||||||Commercio all'ingrosso di pelli gregge e lavorate per pellicceria|||01/01/2007 00:00|
G.46.2.4.2.0_V0|46.24.20|46.24.20|Commercio all'ingrosso di pelli gregge e lavorate per pellicceria|C|0|1|COMMERCIO||||||Commercio all'ingrosso di pelli gregge e lavorate per pellicceria|||01/01/2007 00:00|
G.46.3_V0|46.3|46.3|COMMERCIO ALL'INGROSSO DI PRODOTTI ALIMENTARI, BEVANDE E PRODOTTI DEL TABACCO|S|0|1|COMMERCIO||||||COMMERCIO ALL'INGROSSO DI PRODOTTI ALIMENTARI, BEVANDE E PRODOTTI DEL TABACCO|||01/01/2007 00:00|
G.46.3.1_V0|46.31|46.31|Commercio all'ingrosso di frutta e ortaggi freschi o conservati|S|0|1|COMMERCIO||||||Commercio all'ingrosso di frutta e ortaggi freschi o conservati|||01/01/2007 00:00|
G.46.3.1.1_V0|46.31.1|46.31.1|Commercio all'ingrosso di frutta e ortaggi freschi|S|0|1|COMMERCIO||||||Commercio all'ingrosso di frutta e ortaggi freschi|||01/01/2007 00:00|
G.46.3.1.1.0_V0|46.31.10|46.31.10|Commercio all'ingrosso di frutta e ortaggi freschi|C|0|1|COMMERCIO||||||Commercio all'ingrosso di frutta e ortaggi freschi|||01/01/2007 00:00|
G.46.3.1.2_V0|46.31.2|46.31.2|Commercio all'ingrosso di frutta e ortaggi conservati|S|0|1|COMMERCIO||||||Commercio all'ingrosso di frutta e ortaggi conservati|||01/01/2007 00:00|
G.46.3.1.2.0_V0|46.31.20|46.31.20|Commercio all'ingrosso di frutta e ortaggi conservati|C|0|1|COMMERCIO||||||Commercio all'ingrosso di frutta e ortaggi conservati|||01/01/2007 00:00|
G.46.3.2_V0|46.32|46.32|Commercio all'ingrosso di carne e di prodotti a base di carne|S|0|1|COMMERCIO||||||Commercio all'ingrosso di carne e di prodotti a base di carne|||01/01/2007 00:00|
G.46.3.2.1_V0|46.32.1|46.32.1|Commercio all'ingrosso di carne fresca, congelata e surgelata|S|0|1|COMMERCIO||||||Commercio all'ingrosso di carne fresca, congelata e surgelata|||01/01/2007 00:00|
G.46.3.2.1.0_V0|46.32.10|46.32.10|Commercio all'ingrosso di carne fresca, congelata e surgelata|C|0|1|COMMERCIO||||||Commercio all'ingrosso di carne fresca, congelata e surgelata|||01/01/2007 00:00|
G.46.3.2.2_V0|46.32.2|46.32.2|Commercio all'ingrosso di prodotti di salumeria|S|0|1|COMMERCIO||||||Commercio all'ingrosso di prodotti di salumeria|||01/01/2007 00:00|
G.46.3.2.2.0_V0|46.32.20|46.32.20|Commercio all'ingrosso di prodotti di salumeria|C|0|1|COMMERCIO||||||Commercio all'ingrosso di prodotti di salumeria|||01/01/2007 00:00|
G.46.3.3_V0|46.33|46.33|Commercio all'ingrosso di prodotti lattiero-caseari, uova, oli e grassi commestibili|S|0|1|COMMERCIO||||||Commercio all'ingrosso di prodotti lattiero-caseari, uova, oli e grassi commestibili|||01/01/2007 00:00|
G.46.3.3.1_V0|46.33.1|46.33.1|Commercio all'ingrosso di prodotti lattiero-caseari e di uova|S|0|1|COMMERCIO||||||Commercio all'ingrosso di prodotti lattiero-caseari e di uova|||01/01/2007 00:00|
G.46.3.3.1.0_V0|46.33.10|46.33.10|Commercio all'ingrosso di prodotti lattiero-caseari e di uova|C|0|1|COMMERCIO||||||Commercio all'ingrosso di prodotti lattiero-caseari e di uova|||01/01/2007 00:00|
G.46.3.3.2_V0|46.33.2|46.33.2|Commercio all'ingrosso di oli e grassi alimentari di origine vegetale o animale|S|0|1|COMMERCIO||||||Commercio all'ingrosso di oli e grassi alimentari di origine vegetale o animale|||01/01/2007 00:00|
G.46.3.3.2.0_V0|46.33.20|46.33.20|Commercio all'ingrosso di oli e grassi alimentari di origine vegetale o animale|C|0|1|COMMERCIO||||||Commercio all'ingrosso di oli e grassi alimentari di origine vegetale o animale|||01/01/2007 00:00|
G.46.3.4_V0|46.34|46.34|Commercio all'ingrosso di bevande|S|0|1|COMMERCIO||||||Commercio all'ingrosso di bevande|||01/01/2007 00:00|
G.46.3.4.1_V0|46.34.1|46.34.1|Commercio all'ingrosso di bevande alcoliche|S|0|1|COMMERCIO||||||Commercio all'ingrosso di bevande alcoliche|||01/01/2007 00:00|
G.46.3.4.1.0_V0|46.34.10|46.34.10|Commercio all'ingrosso di bevande alcoliche|C|0|1|COMMERCIO||||||Commercio all'ingrosso di bevande alcoliche|||01/01/2007 00:00|
G.46.3.4.2_V0|46.34.2|46.34.2|Commercio all'ingrosso di bevande non alcoliche|S|0|1|COMMERCIO||||||Commercio all'ingrosso di bevande non alcoliche|||01/01/2007 00:00|
G.46.3.4.2.0_V0|46.34.20|46.34.20|Commercio all'ingrosso di bevande non alcoliche|C|0|1|COMMERCIO||||||Commercio all'ingrosso di bevande non alcoliche|||01/01/2007 00:00|
G.46.3.5_V0|46.35|46.35|Commercio all'ingrosso di prodotti del tabacco |S|0|1|COMMERCIO||||||Commercio all'ingrosso di prodotti del tabacco |||01/01/2007 00:00|
G.46.3.5.0_V0|46.35.0|46.35.0|Commercio all'ingrosso di prodotti del tabacco|S|0|1|COMMERCIO||||||Commercio all'ingrosso di prodotti del tabacco|||01/01/2007 00:00|
G.46.3.5.0.0_V0|46.35.00|46.35.00|Commercio all'ingrosso di prodotti del tabacco|C|0|1|COMMERCIO||||||Commercio all'ingrosso di prodotti del tabacco|||01/01/2007 00:00|
G.46.3.6_V0|46.36|46.36|Commercio all'ingrosso di zucchero, cioccolato, dolciumi e prodotti da forno|S|0|1|COMMERCIO||||||Commercio all'ingrosso di zucchero, cioccolato, dolciumi e prodotti da forno|||01/01/2007 00:00|
G.46.3.6.0_V0|46.36.0|46.36.0|Commercio all'ingrosso di zucchero, cioccolato, dolciumi e prodotti da forno|S|0|1|COMMERCIO||||||Commercio all'ingrosso di zucchero, cioccolato, dolciumi e prodotti da forno|||01/01/2007 00:00|
G.46.3.6.0.0_V0|46.36.00|46.36.00|Commercio all'ingrosso di zucchero, cioccolato, dolciumi e prodotti da forno|C|0|1|COMMERCIO||||||Commercio all'ingrosso di zucchero, cioccolato, dolciumi e prodotti da forno|||01/01/2007 00:00|
G.46.3.7_V0|46.37|46.37|Commercio all'ingrosso di caffè, tè, cacao e spezie|S|0|1|COMMERCIO||||||Commercio all'ingrosso di caffè, tè, cacao e spezie|||01/01/2007 00:00|
