#CODEVALUEMODEL=CodeValueInail|CODESYSTEMID=INAIL|CODESYSTEMNAME=INAIL|CODESYSTEMDISPLAYNAME=INAIL|VERSION=0|DESCRIPTION=INAIL|LANGUAGE=it|AUTHORITYNAME=ITAL-TBS S.P.A.|AUTHORITYDESCRIPTION=ITAL-TBS S.P.A.|AUTHORITYCONTACTINFORMATION=info@italtbs.com|VALIDFROM=01/01/2007 00:00|||||||
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|KEYWORDS|EXTENSION[Abbreviation]|EXTENSION[Enable annotation]|EXTENSION[Score]|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|RELATION[CodeValueCity]|RELATION[CodeValuePhi]|VALID FROM|VALID TO
I.0619.02_V0|I.0619.02_V0|I.0619.02_V0|di metalli:|C|0|1|6283||||||di metalli:|||01/01/2007 00:00|
I.0619.03.01_V0|I.0619.03.01_V0|I.0619.03.01_V0| - con cromolitografia|C|0|1|6262|||||| - con cromolitografia|||01/01/2007 00:00|
I.0619.04.02_V0|I.0619.04.02_V0|I.0619.04.02_V0| - con smaltatura|C|0|1|2310|||||| - con smaltatura|||01/01/2007 00:00|
I.0619.05.03_V0|I.0619.05.03_V0|I.0619.05.03_V0| - con incisione, cesellatura, niellatura, ecc.|C|0|1|7350|||||| - con incisione, cesellatura, niellatura, ecc.|||01/01/2007 00:00|
I.0619.06_V0|I.0619.06_V0|I.0619.06_V0|di pelli e cuoio|C|0|1|7360||||||di pelli e cuoio|||01/01/2007 00:00|
I.0619.07_V0|I.0619.07_V0|I.0619.07_V0|del vetro piano|C|0|1|0560||||||del vetro piano|||01/01/2007 00:00|
I.0619.08_V0|I.0619.08_V0|I.0619.08_V0|del vetro cavo|C|0|1|3140||||||del vetro cavo|||01/01/2007 00:00|
I.0619.09_V0|I.0619.09_V0|I.0619.09_V0|lavori di addobbo e - per cerimonie, feste, spettacoli pubblici|C|0|1|0560||||||lavori di addobbo e - per cerimonie, feste, spettacoli pubblici|||01/01/2007 00:00|
I.0619.10_V0|I.0619.10_V0|I.0619.10_V0|lavori edili nei fabbricati|C|0|1|2145||||||lavori edili nei fabbricati|||01/01/2007 00:00|
I.0620_V0|I.0620_V0|I.0620_V0|DEGASOLINAGGIO|S|0|1|||||||DEGASOLINAGGIO|||01/01/2007 00:00|
I.0620.01_V0|I.0620.01_V0|I.0620.01_V0|del metano|C|0|1|6292||||||del metano|||01/01/2007 00:00|
I.0621_V0|I.0621_V0|I.0621_V0|DEMOLIZIONE|C|0|1|5230||||||DEMOLIZIONE|||01/01/2007 00:00|
I.0621.01_V0|I.0621.01_V0|I.0621.01_V0|di macchinari, apparecchiature ed attrezzature metalliche|C|0|1|6422||||||di macchinari, apparecchiature ed attrezzature metalliche|||01/01/2007 00:00|
I.0621.02_V0|I.0621.02_V0|I.0621.02_V0|di navi in legno|C|0|1|5230||||||di navi in legno|||01/01/2007 00:00|
I.0621.03_V0|I.0621.03_V0|I.0621.03_V0|di navi non in legno|C|0|1|3130||||||di navi non in legno|||01/01/2007 00:00|
I.0621.04_V0|I.0621.04_V0|I.0621.04_V0|in lavori di costruzione di opere in cemento armato e muratura, v. voci specifiche del Grande Gruppo 3|C|0|1|6520||||||in lavori di costruzione di opere in cemento armato e muratura, v. voci specifiche del Grande Gruppo 3|||01/01/2007 00:00|
I.0621.05_V0|I.0621.05_V0|I.0621.05_V0|lavori a sé stanti di - di opere edili|C|0|1|3130||||||lavori a sé stanti di - di opere edili|||01/01/2007 00:00|
I.0622_V0|I.0622_V0|I.0622_V0|DENSIMETRI|C|0|1|6321||||||DENSIMETRI|||01/01/2007 00:00|
I.0623_V0|I.0623_V0|I.0623_V0|DENTATRICI|S|0|1|||||||DENTATRICI|||01/01/2007 00:00|
I.0623.01_V0|I.0623.01_V0|I.0623.01_V0|macchine|C|0|1|6321||||||macchine|||01/01/2007 00:00|
I.0624_V0|I.0624_V0|I.0624_V0|DENTI|S|0|1|||||||DENTI|||01/01/2007 00:00|
I.0624.01_V0|I.0624.01_V0|I.0624.01_V0|v. Apparecchi di protesi|S|0|1|||||||v. Apparecchi di protesi|||01/01/2007 00:00|
I.0625_V0|I.0625_V0|I.0625_V0|DENTIERE|S|0|1|||||||DENTIERE|||01/01/2007 00:00|
I.0625.01_V0|I.0625.01_V0|I.0625.01_V0|v. Apparecchi di protesi|C|0|1|2112||||||v. Apparecchi di protesi|||01/01/2007 00:00|
I.0626_V0|I.0626_V0|I.0626_V0|DENTIFRICI|C|0|1|2184||||||DENTIFRICI|||01/01/2007 00:00|
I.0626.01_V0|I.0626.01_V0|I.0626.01_V0|farmaceutici|C|0|1|2112||||||farmaceutici|||01/01/2007 00:00|
I.0626.02_V0|I.0626.02_V0|I.0626.02_V0|cosmetici|C|0|1|0311||||||cosmetici|||01/01/2007 00:00|
I.0627_V0|I.0627_V0|I.0627_V0|DENTISTI|S|0|1|||||||DENTISTI|||01/01/2007 00:00|
I.0627.01_V0|I.0627.01_V0|I.0627.01_V0|personale addetto ai gabinetti dentistici|C|0|1|0311||||||personale addetto ai gabinetti dentistici|||01/01/2007 00:00|
I.0628_V0|I.0628_V0|I.0628_V0|DEPOLVERIZZAZIONE|C|0|1|3610||||||DEPOLVERIZZAZIONE|||01/01/2007 00:00|
I.0628.01_V0|I.0628.01_V0|I.0628.01_V0|installazione di impianti:|C|0|1|3620||||||installazione di impianti:|||01/01/2007 00:00|
I.0628.02.01_V0|I.0628.02.01_V0|I.0628.02.01_V0| - nei fabbricati ad uso civile|C|0|1|3610|||||| - nei fabbricati ad uso civile|||01/01/2007 00:00|
I.0628.03.02_V0|I.0628.03.02_V0|I.0628.03.02_V0| - negli opifici|C|0|1|3620|||||| - negli opifici|||01/01/2007 00:00|
I.0629_V0|I.0629_V0|I.0629_V0|DEPOSITI|C|0|1|9311||||||DEPOSITI|||01/01/2007 00:00|
I.0629.01_V0|I.0629.01_V0|I.0629.01_V0|esercizio:|C|0|1|9312||||||esercizio:|||01/01/2007 00:00|
I.0629.02.01_V0|I.0629.02.01_V0|I.0629.02.01_V0| - con attrezzature meccaniche o termiche|C|0|1|9311|||||| - con attrezzature meccaniche o termiche|||01/01/2007 00:00|
I.0629.03.02_V0|I.0629.03.02_V0|I.0629.03.02_V0| - senza attrezzature meccaniche o termiche|C|0|1|4412|||||| - senza attrezzature meccaniche o termiche|||01/01/2007 00:00|
I.0630_V0|I.0630_V0|I.0630_V0|DEPURAZIONE|S|0|1|||||||DEPURAZIONE|||01/01/2007 00:00|
I.0630.01_V0|I.0630.01_V0|I.0630.01_V0|esercizio di impianti di- di acque in genere|C|0|1|4412||||||esercizio di impianti di- di acque in genere|||01/01/2007 00:00|
I.0631_V0|I.0631_V0|I.0631_V0|DERIVATI|C|0|1|2145||||||DERIVATI|||01/01/2007 00:00|
I.0631.01_V0|I.0631.01_V0|I.0631.01_V0|del sangue, v. Emoderivati|S|0|1|||||||del sangue, v. Emoderivati|||01/01/2007 00:00|
I.0631.02_V0|I.0631.02_V0|I.0631.02_V0|degli oli minerali: produzione nell'ambito degli stabilimenti petrolchimici |C|0|1|2145||||||degli oli minerali: produzione nell'ambito degli stabilimenti petrolchimici |||01/01/2007 00:00|
I.0632_V0|I.0632_V0|I.0632_V0|DERRICK|C|0|1|6211||||||DERRICK|||01/01/2007 00:00|
I.0632.01_V0|I.0632.01_V0|I.0632.01_V0|(torri per perforazioni, gru a traliccio):|C|0|1|6212||||||(torri per perforazioni, gru a traliccio):|||01/01/2007 00:00|
I.0632.02.01_V0|I.0632.02.01_V0|I.0632.02.01_V0| - costruzione e posa in opera|C|0|1|6211|||||| - costruzione e posa in opera|||01/01/2007 00:00|
I.0632.03.02_V0|I.0632.03.02_V0|I.0632.03.02_V0| - sola costruzione |C|0|1|6212|||||| - sola costruzione |||01/01/2007 00:00|
I.0632.04_V0|I.0632.04_V0|I.0632.04_V0|v. anche Gru|C|0|1|2145||||||v. anche Gru|||01/01/2007 00:00|
I.0633_V0|I.0633_V0|I.0633_V0|DESOLFORAZIONE|C|0|1|2182||||||DESOLFORAZIONE|||01/01/2007 00:00|
I.0633.01_V0|I.0633.01_V0|I.0633.01_V0|dei carburanti in raffineria|C|0|1|2145||||||dei carburanti in raffineria|||01/01/2007 00:00|
I.0634_V0|I.0634_V0|I.0634_V0|DESTRINE|C|0|1|2188||||||DESTRINE|||01/01/2007 00:00|
I.0635_V0|I.0635_V0|I.0635_V0|DETERSIVI|C|0|1|2152||||||DETERSIVI|||01/01/2007 00:00|
I.0635.01_V0|I.0635.01_V0|I.0635.01_V0|ipocloriti (varechina e simili)|C|0|1|2186||||||ipocloriti (varechina e simili)|||01/01/2007 00:00|
I.0635.02_V0|I.0635.02_V0|I.0635.02_V0|saponi|C|0|1|2152||||||saponi|||01/01/2007 00:00|
I.0635.03_V0|I.0635.03_V0|I.0635.03_V0|sintetici, v. anche Tensioattivi |C|0|1|2132||||||sintetici, v. anche Tensioattivi |||01/01/2007 00:00|
I.0636_V0|I.0636_V0|I.0636_V0|DETONATORI|S|0|1|||||||DETONATORI|||01/01/2007 00:00|
I.0636.01_V0|I.0636.01_V0|I.0636.01_V0|caricamento e fabbricazione|C|0|1|6240||||||caricamento e fabbricazione|||01/01/2007 00:00|
I.0636.02_V0|I.0636.02_V0|I.0636.02_V0|involucri per - :|C|0|1|6122||||||involucri per - :|||01/01/2007 00:00|
I.0636.03.01_V0|I.0636.03.01_V0|I.0636.03.01_V0| - ottenuti per tornitura|C|0|1|6240|||||| - ottenuti per tornitura|||01/01/2007 00:00|
I.0636.04.02_V0|I.0636.04.02_V0|I.0636.04.02_V0| - ottenuti per fusione|C|0|1|6122|||||| - ottenuti per fusione|||01/01/2007 00:00|
I.0637_V0|I.0637_V0|I.0637_V0|DEVIATOI|S|0|1|||||||DEVIATOI|||01/01/2007 00:00|
I.0637.01_V0|I.0637.01_V0|I.0637.01_V0|v. Scambi|C|0|1|7263||||||v. Scambi|||01/01/2007 00:00|
I.0638_V0|I.0638_V0|I.0638_V0|DIAMANTI|S|0|1|||||||DIAMANTI|||01/01/2007 00:00|
I.0638.01_V0|I.0638.01_V0|I.0638.01_V0|lavorazione|C|0|1|7340||||||lavorazione|||01/01/2007 00:00|
I.0638.02_V0|I.0638.02_V0|I.0638.02_V0|neri sintetici, v. Abrasivi|S|0|1|||||||neri sintetici, v. Abrasivi|||01/01/2007 00:00|
I.0638.03_V0|I.0638.03_V0|I.0638.03_V0|imitazioni in vetro per lavori di bigiotteria|C|0|1|7151||||||imitazioni in vetro per lavori di bigiotteria|||01/01/2007 00:00|
I.0639_V0|I.0639_V0|I.0639_V0|DIATOMITI|C|0|1|7250||||||DIATOMITI|||01/01/2007 00:00|
I.0639.01_V0|I.0639.01_V0|I.0639.01_V0|estrazione|C|0|1|7151||||||estrazione|||01/01/2007 00:00|
I.0639.02_V0|I.0639.02_V0|I.0639.02_V0|macinazione in impianti a sé stanti|C|0|1|7250||||||macinazione in impianti a sé stanti|||01/01/2007 00:00|
I.0640_V0|I.0640_V0|I.0640_V0|DICIOCCAMENTO|C|0|1|1111||||||DICIOCCAMENTO|||01/01/2007 00:00|
I.0640.01_V0|I.0640.01_V0|I.0640.01_V0|nei lavori di:|C|0|1|1120||||||nei lavori di:|||01/01/2007 00:00|
I.0640.02.01_V0|I.0640.02.01_V0|I.0640.02.01_V0| - preparazione del terreno|C|0|1|1111|||||| - preparazione del terreno|||01/01/2007 00:00|
I.0640.03.02_V0|I.0640.03.02_V0|I.0640.03.02_V0| - silvicoltura|C|0|1|6413|||||| - silvicoltura|||01/01/2007 00:00|
I.0641_V0|I.0641_V0|I.0641_V0|DIESEL|C|0|1|6311||||||DIESEL|||01/01/2007 00:00|
I.0641.01_V0|I.0641.01_V0|I.0641.01_V0|motrici ferroviarie -|C|0|1|6520||||||motrici ferroviarie -|||01/01/2007 00:00|
I.0641.02_V0|I.0641.02_V0|I.0641.02_V0|costruzione di motori -|C|0|1|6311||||||costruzione di motori -|||01/01/2007 00:00|
I.0641.03_V0|I.0641.03_V0|I.0641.03_V0|iniettori per motori -|C|0|1|1472||||||iniettori per motori -|||01/01/2007 00:00|
I.0642_V0|I.0642_V0|I.0642_V0|DIETETICI|S|0|1|||||||DIETETICI|||01/01/2007 00:00|
I.0642.01_V0|I.0642.01_V0|I.0642.01_V0|prodotti|C|0|1|1472||||||prodotti|||01/01/2007 00:00|
I.0643_V0|I.0643_V0|I.0643_V0|DIGHE|C|0|1|3240||||||DIGHE|||01/01/2007 00:00|
I.0643.01_V0|I.0643.01_V0|I.0643.01_V0|costruzione:|C|0|1|3210||||||costruzione:|||01/01/2007 00:00|
I.0643.02.01_V0|I.0643.02.01_V0|I.0643.02.01_V0| - per impianti idroelettrici|C|0|1|3250|||||| - per impianti idroelettrici|||01/01/2007 00:00|
I.0643.03.02_V0|I.0643.03.02_V0|I.0643.03.02_V0| - per opere di bonifica|C|0|1|6520|||||| - per opere di bonifica|||01/01/2007 00:00|
I.0643.04.03_V0|I.0643.04.03_V0|I.0643.04.03_V0| - per opere marittime, lagunari e lacuali|C|0|1|2131|||||| - per opere marittime, lagunari e lacuali|||01/01/2007 00:00|
I.0644_V0|I.0644_V0|I.0644_V0|DILATOMETRI|C|0|1|6312||||||DILATOMETRI|||01/01/2007 00:00|
I.0645_V0|I.0645_V0|I.0645_V0|DINAMITE|C|0|1|2131||||||DINAMITE|||01/01/2007 00:00|
I.0646_V0|I.0646_V0|I.0646_V0|DINAMO|C|0|1|6520||||||DINAMO|||01/01/2007 00:00|
I.0647_V0|I.0647_V0|I.0647_V0|DINAMOMETRI|C|0|1|6562||||||DINAMOMETRI|||01/01/2007 00:00|
I.0647.01_V0|I.0647.01_V0|I.0647.01_V0|meccanici|C|0|1|6520||||||meccanici|||01/01/2007 00:00|
I.0647.02_V0|I.0647.02_V0|I.0647.02_V0|elettrici|C|0|1|6564||||||elettrici|||01/01/2007 00:00|
I.0648_V0|I.0648_V0|I.0648_V0|DIODI|C|0|1|6563||||||DIODI|||01/01/2007 00:00|
I.0648.01_V0|I.0648.01_V0|I.0648.01_V0|ad incandescenza|C|0|1|6564||||||ad incandescenza|||01/01/2007 00:00|
I.0648.02_V0|I.0648.02_V0|I.0648.02_V0|a semiconduttore|C|0|1|6321||||||a semiconduttore|||01/01/2007 00:00|
I.0649_V0|I.0649_V0|I.0649_V0|DIRASPATRICI|S|0|1|||||||DIRASPATRICI|||01/01/2007 00:00|
I.0649.01_V0|I.0649.01_V0|I.0649.01_V0|macchine -|C|0|1|0590||||||macchine -|||01/01/2007 00:00|
I.0650_V0|I.0650_V0|I.0650_V0|DIRETTORI|S|0|1|||||||DIRETTORI|||01/01/2007 00:00|
I.0650.01_V0|I.0650.01_V0|I.0650.01_V0|tecnici di società sportive professionistiche|C|0|1|0722||||||tecnici di società sportive professionistiche|||01/01/2007 00:00|
I.0651_V0|I.0651_V0|I.0651_V0|DIRIGENTI|C|0|1|0725||||||DIRIGENTI|||01/01/2007 00:00|
I.0651.01_V0|I.0651.01_V0|I.0651.01_V0|che fanno uso di macchine da ufficio|C|0|1|0722||||||che fanno uso di macchine da ufficio|||01/01/2007 00:00|
I.0651.02_V0|I.0651.02_V0|I.0651.02_V0|che effettuano accessi in opifici, cantieri, ecc. e fanno uso di autoveicoli in via non occasionale|C|0|1|0725||||||che effettuano accessi in opifici, cantieri, ecc. e fanno uso di autoveicoli in via non occasionale|||01/01/2007 00:00|
I.0652_V0|I.0652_V0|I.0652_V0|DIRIGIBILI|S|0|1|||||||DIRIGIBILI|||01/01/2007 00:00|
I.0652.01_V0|I.0652.01_V0|I.0652.01_V0|v. Aerostati|C|0|1|6422||||||v. Aerostati|||01/01/2007 00:00|
I.0653_V0|I.0653_V0|I.0653_V0|DISARMO|S|0|1|||||||DISARMO|||01/01/2007 00:00|
I.0653.01_V0|I.0653.01_V0|I.0653.01_V0|di navi|C|0|1|6422||||||di navi|||01/01/2007 00:00|
I.0654_V0|I.0654_V0|I.0654_V0|DISBOSCAMENTO|C|0|1|1111||||||DISBOSCAMENTO|||01/01/2007 00:00|
I.0654.01_V0|I.0654.01_V0|I.0654.01_V0|nei lavori di:|C|0|1|1120||||||nei lavori di:|||01/01/2007 00:00|
I.0654.02.01_V0|I.0654.02.01_V0|I.0654.02.01_V0| - preparazione del terreno|C|0|1|1111|||||| - preparazione del terreno|||01/01/2007 00:00|
I.0654.03.02_V0|I.0654.03.02_V0|I.0654.03.02_V0| - silvicoltura|C|0|1|0421|||||| - silvicoltura|||01/01/2007 00:00|
I.0655_V0|I.0655_V0|I.0655_V0|DISCARICHE|C|0|1|7151||||||DISCARICHE|||01/01/2007 00:00|
I.0655.01_V0|I.0655.01_V0|I.0655.01_V0|di RSU: gestione|C|0|1|0421||||||di RSU: gestione|||01/01/2007 00:00|
I.0655.02_V0|I.0655.02_V0|I.0655.02_V0|di inerti|C|0|1|7274||||||di inerti|||01/01/2007 00:00|
I.0656_V0|I.0656_V0|I.0656_V0|DISCHI|C|0|1|2197||||||DISCHI|||01/01/2007 00:00|
I.0656.01_V0|I.0656.01_V0|I.0656.01_V0|abrasivi|C|0|1|2197||||||abrasivi|||01/01/2007 00:00|
I.0656.02_V0|I.0656.02_V0|I.0656.02_V0|in vinile|C|0|1|6563||||||in vinile|||01/01/2007 00:00|
I.0656.03_V0|I.0656.03_V0|I.0656.03_V0|floppy disk, CD e DVD|C|0|1|2197||||||floppy disk, CD e DVD|||01/01/2007 00:00|
I.0656.04_V0|I.0656.04_V0|I.0656.04_V0|hard disk|C|0|1|0520||||||hard disk|||01/01/2007 00:00|
I.0657_V0|I.0657_V0|I.0657_V0|DISCOGRAFICHE|S|0|1|||||||DISCOGRAFICHE|||01/01/2007 00:00|
I.0657.01_V0|I.0657.01_V0|I.0657.01_V0|case (registrazione e produzione)|C|0|1|0520||||||case (registrazione e produzione)|||01/01/2007 00:00|
I.0658_V0|I.0658_V0|I.0658_V0|DISEGNO|C|0|1|5225||||||DISEGNO|||01/01/2007 00:00|
I.0658.01_V0|I.0658.01_V0|I.0658.01_V0|squadre, righe, righelli e simili per - :|C|0|1|2197||||||squadre, righe, righelli e simili per - :|||01/01/2007 00:00|
I.0658.02.01_V0|I.0658.02.01_V0|I.0658.02.01_V0| - in legno|C|0|1|6520|||||| - in legno|||01/01/2007 00:00|
I.0658.03.02_V0|I.0658.03.02_V0|I.0658.03.02_V0| - in materie plastiche|C|0|1|2197|||||| - in materie plastiche|||01/01/2007 00:00|
I.0658.04.03_V0|I.0658.04.03_V0|I.0658.04.03_V0| - in metallo|C|0|1|5211|||||| - in metallo|||01/01/2007 00:00|
I.0658.05_V0|I.0658.05_V0|I.0658.05_V0|tavoli per - :|S|0|1|||||||tavoli per - :|||01/01/2007 00:00|
I.0658.06.01_V0|I.0658.06.01_V0|I.0658.06.01_V0| - in legno|C|0|1|6215|||||| - in legno|||01/01/2007 00:00|
I.0658.07.02_V0|I.0658.07.02_V0|I.0658.07.02_V0| - v. anche Tecnigrafi|S|0|1||||||| - v. anche Tecnigrafi|||01/01/2007 00:00|
I.0658.08.03_V0|I.0658.08.03_V0|I.0658.08.03_V0| - in metallo|C|0|1|6215|||||| - in metallo|||01/01/2007 00:00|
I.0658.09_V0|I.0658.09_V0|I.0658.09_V0|per altri attrezzi e strumenti da -, v. voci specifiche|C|0|1|2155||||||per altri attrezzi e strumenti da -, v. voci specifiche|||01/01/2007 00:00|
I.0659_V0|I.0659_V0|I.0659_V0|DISERBANTI|S|0|1|||||||DISERBANTI|||01/01/2007 00:00|
I.0659.01_V0|I.0659.01_V0|I.0659.01_V0|produzione|C|0|1|1111||||||produzione|||01/01/2007 00:00|
I.0659.02_V0|I.0659.02_V0|I.0659.02_V0|impiego:|C|0|1|1112||||||impiego:|||01/01/2007 00:00|
I.0659.03.01_V0|I.0659.03.01_V0|I.0659.03.01_V0| - nei lavori di preparazione del terreno|C|0|1|1111|||||| - nei lavori di preparazione del terreno|||01/01/2007 00:00|
I.0659.04.02_V0|I.0659.04.02_V0|I.0659.04.02_V0| - in lavorazioni agricole particolari|C|0|1|6581|||||| - in lavorazioni agricole particolari|||01/01/2007 00:00|
I.0660_V0|I.0660_V0|I.0660_V0|DISINCROSTAZIONE|C|0|1|6217||||||DISINCROSTAZIONE|||01/01/2007 00:00|
I.0660.01_V0|I.0660.01_V0|I.0660.01_V0|di autoclavi, bollitori e caldaie (manutenzione)|C|0|1|6422||||||di autoclavi, bollitori e caldaie (manutenzione)|||01/01/2007 00:00|
I.0660.02_V0|I.0660.02_V0|I.0660.02_V0|di serbatoi, vasche e grandi contenitori|C|0|1|6217||||||di serbatoi, vasche e grandi contenitori|||01/01/2007 00:00|
I.0660.03_V0|I.0660.03_V0|I.0660.03_V0|di scafi, picchettaggio|C|0|1|0422||||||di scafi, picchettaggio|||01/01/2007 00:00|
I.0661_V0|I.0661_V0|I.0661_V0|DISINFESTAZIONE|C|0|1|1111||||||DISINFESTAZIONE|||01/01/2007 00:00|
I.0661.01_V0|I.0661.01_V0|I.0661.01_V0|di ambienti, navi, indumenti, oggetti, ecc. |C|0|1|1112||||||di ambienti, navi, indumenti, oggetti, ecc. |||01/01/2007 00:00|
I.0661.02_V0|I.0661.02_V0|I.0661.02_V0|nei lavori di preparazione del terreno|C|0|1|1111||||||nei lavori di preparazione del terreno|||01/01/2007 00:00|
I.0661.03_V0|I.0661.03_V0|I.0661.03_V0|in lavorazioni agricole particolari|C|0|1|0422||||||in lavorazioni agricole particolari|||01/01/2007 00:00|
I.0662_V0|I.0662_V0|I.0662_V0|DISINFEZIONE|C|0|1|1111||||||DISINFEZIONE|||01/01/2007 00:00|
I.0662.01_V0|I.0662.01_V0|I.0662.01_V0|di ambienti, navi, indumenti, oggetti, ecc. |C|0|1|1112||||||di ambienti, navi, indumenti, oggetti, ecc. |||01/01/2007 00:00|
I.0662.02_V0|I.0662.02_V0|I.0662.02_V0|nei lavori di preparazione del terreno|C|0|1|1111||||||nei lavori di preparazione del terreno|||01/01/2007 00:00|
I.0662.03_V0|I.0662.03_V0|I.0662.03_V0|in lavorazioni agricole particolari|C|0|1|4412||||||in lavorazioni agricole particolari|||01/01/2007 00:00|
I.0663_V0|I.0663_V0|I.0663_V0|DISINQUINAMENTO|S|0|1|||||||DISINQUINAMENTO|||01/01/2007 00:00|
I.0663.01_V0|I.0663.01_V0|I.0663.01_V0|delle acque|C|0|1|6321||||||delle acque|||01/01/2007 00:00|
I.0664_V0|I.0664_V0|I.0664_V0|DISINTEGRATORI|C|0|1|4412||||||DISINTEGRATORI|||01/01/2007 00:00|
I.0664.01_V0|I.0664.01_V0|I.0664.01_V0|meccanici|C|0|1|6321||||||meccanici|||01/01/2007 00:00|
I.0665_V0|I.0665_V0|I.0665_V0|DISSALAZIONE|C|0|1|1111||||||DISSALAZIONE|||01/01/2007 00:00|
I.0666_V0|I.0666_V0|I.0666_V0|DISSODAMENTO|S|0|1|||||||DISSODAMENTO|||01/01/2007 00:00|
I.0666.01_V0|I.0666.01_V0|I.0666.01_V0|del terreno|C|0|1|1414||||||del terreno|||01/01/2007 00:00|
I.0667_V0|I.0667_V0|I.0667_V0|DISTILLATI|S|0|1|||||||DISTILLATI|||01/01/2007 00:00|
I.0667.01_V0|I.0667.01_V0|I.0667.01_V0|alcolici|C|0|1|6530||||||alcolici|||01/01/2007 00:00|
I.0668_V0|I.0668_V0|I.0668_V0|DISTILLATORI|C|0|1|7320||||||DISTILLATORI|||01/01/2007 00:00|
I.0668.01_V0|I.0668.01_V0|I.0668.01_V0|strumenti scientifici|C|0|1|6581||||||strumenti scientifici|||01/01/2007 00:00|
I.0668.02_V0|I.0668.02_V0|I.0668.02_V0|da laboratorio in vetro|C|0|1|6262||||||da laboratorio in vetro|||01/01/2007 00:00|
I.0668.03_V0|I.0668.03_V0|I.0668.03_V0|industriali|C|0|1|6581||||||industriali|||01/01/2007 00:00|
I.0669_V0|I.0669_V0|I.0669_V0|DISTINTIVI|C|0|1|6520||||||DISTINTIVI|||01/01/2007 00:00|
I.0670_V0|I.0670_V0|I.0670_V0|DISTRIBUTORI|S|0|1|||||||DISTRIBUTORI|||01/01/2007 00:00|
I.0670.01_V0|I.0670.01_V0|I.0670.01_V0|(meccanismi) di carburante, a gettone, ecc.|C|0|1|5211 8250||||||(meccanismi) di carburante, a gettone, ecc.|||01/01/2007 00:00|
I.0671_V0|I.0671_V0|I.0671_V0|DIVANI|C|0|1|5213||||||DIVANI|||01/01/2007 00:00|
I.0671.01_V0|I.0671.01_V0|I.0671.01_V0|imbottiti|C|0|1|8250||||||imbottiti|||01/01/2007 00:00|
I.0671.02_V0|I.0671.02_V0|I.0671.02_V0|produzione di fusti per -|C|0|1|2197||||||produzione di fusti per -|||01/01/2007 00:00|
I.0671.03_V0|I.0671.03_V0|I.0671.03_V0|imbottitura e copertura con stoffe, pelli e similari|C|0|1|6215||||||imbottitura e copertura con stoffe, pelli e similari|||01/01/2007 00:00|
I.0671.04_V0|I.0671.04_V0|I.0671.04_V0|in materie plastiche|C|0|1|5312||||||in materie plastiche|||01/01/2007 00:00|
I.0671.05_V0|I.0671.05_V0|I.0671.05_V0|in metallo|C|0|1|5312||||||in metallo|||01/01/2007 00:00|
I.0671.06_V0|I.0671.06_V0|I.0671.06_V0|in vimini, canna d'india, bambù, ecc.|C|0|1|5312||||||in vimini, canna d'india, bambù, ecc.|||01/01/2007 00:00|
I.0671.07_V0|I.0671.07_V0|I.0671.07_V0|impagliatura e incannettatura|C|0|1|0542||||||impagliatura e incannettatura|||01/01/2007 00:00|
I.0672_V0|I.0672_V0|I.0672_V0|DIVERTIMENTO|S|0|1|||||||DIVERTIMENTO|||01/01/2007 00:00|
I.0672.01_V0|I.0672.01_V0|I.0672.01_V0|parchi di - (personale addetto)|C|0|1|5112||||||parchi di - (personale addetto)|||01/01/2007 00:00|
I.0673_V0|I.0673_V0|I.0673_V0|DOGHE|S|0|1|||||||DOGHE|||01/01/2007 00:00|
I.0673.01_V0|I.0673.01_V0|I.0673.01_V0|e dogherelle|C|0|1|5112||||||e dogherelle|||01/01/2007 00:00|
I.0674_V0|I.0674_V0|I.0674_V0|DOLCI|C|0|1|1462||||||DOLCI|||01/01/2007 00:00|
I.0674.01_V0|I.0674.01_V0|I.0674.01_V0|e dolciumi:|C|0|1|0111||||||e dolciumi:|||01/01/2007 00:00|
I.0674.02_V0|I.0674.02_V0|I.0674.02_V0|- sola fabbricazione|C|0|1|0121||||||- sola fabbricazione|||01/01/2007 00:00|
I.0674.03_V0|I.0674.03_V0|I.0674.03_V0|- vendita al dettaglio|C|0|1|0111||||||- vendita al dettaglio|||01/01/2007 00:00|
I.0674.04_V0|I.0674.04_V0|I.0674.04_V0|- vendita all'ingrosso|C|0|1|7283||||||- vendita all'ingrosso|||01/01/2007 00:00|
I.0675_V0|I.0675_V0|I.0675_V0|DOLOMITE|S|0|1|||||||DOLOMITE|||01/01/2007 00:00|
I.0675.01_V0|I.0675.01_V0|I.0675.01_V0|prodotti di refrattari magnesiaci|C|0|1|0512||||||prodotti di refrattari magnesiaci|||01/01/2007 00:00|
I.0676_V0|I.0676_V0|I.0676_V0|DOPPIAGGIO|S|0|1|||||||DOPPIAGGIO|||01/01/2007 00:00|
I.0676.01_V0|I.0676.01_V0|I.0676.01_V0|stabilimenti cinematografici di -|C|0|1|0512||||||stabilimenti cinematografici di -|||01/01/2007 00:00|
I.0677_V0|I.0677_V0|I.0677_V0|DORATURA|S|0|1|||||||DORATURA|||01/01/2007 00:00|
I.0677.01_V0|I.0677.01_V0|I.0677.01_V0|v. Decorazione|C|0|1|6321||||||v. Decorazione|||01/01/2007 00:00|
